z_window,set_name,algorithm,seed,seed_dro_score,dro_alpha,seed_dro_min_aggregate_half,mean_symbol_val_full,mean_symbol_val_h1,mean_symbol_val_h2,median_symbol_val_full,median_symbol_val_h1,median_symbol_val_h2,median_symbol_per_symbol_min_half,median_exposure_bars_val,median_exposure_ratio_val,median_n_trade_events_val,mean_constraint_applied_ratio,mean_min_hold_ratio,mean_cooldown_ratio,mean_raw_executed_mismatch_ratio,mean_blocked_exit_ratio,mean_blocked_entry_ratio,mean_forced_singleton_ratio,mean_decision_point_ratio,mean_bandit_consulted_ratio,mean_pending_update_queued_ratio
24,z24_a0p5_corr_pruned_top10,sw_lints,766,-4.869473906768565,0.5,-5.9584827133677445,-7.48164483981602,-1.6024474869710297,-5.9584827133677445,-8.045448064892113,-1.335106209646486,-6.273293474166053,-6.273293474166053,1075.0,0.5375,380.0,0.23850000000000002,0.19449999999999998,0.044000000000000004,0.23850000000000002,0.19449999999999998,0.044000000000000004,0.3933333333333333,0.6066666666666667,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,866,-5.030256253425199,0.5,-6.133866487850637,-7.770512916262888,-1.719425550148886,-6.133866487850637,-6.645743938420368,-2.3628281907752458,-6.2739447744405545,-6.2739447744405545,1063.0,0.5315,367.0,0.21733333333333335,0.17149999999999999,0.04583333333333334,0.21733333333333335,0.17149999999999999,0.04583333333333334,0.37650000000000006,0.6234999999999999,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,966,-6.309603880297766,0.5,-7.980024358471827,-9.157567126556168,-1.2983424457755837,-7.980024358471827,-10.300166665728428,-1.5331043473754247,-8.903563233354884,-8.903563233354884,1073.0,0.5365,375.0,0.2225,0.1765,0.046000000000000006,0.2225,0.1765,0.046000000000000006,0.38716666666666666,0.6128333333333333,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,1066,-6.9551348728140105,0.5,-8.856131981541163,-9.97618735549804,-1.252143546632556,-8.856131981541163,-9.97977433747792,-0.7651769066922998,-9.683484681821552,-9.683484681821552,1111.0,0.5555,372.0,0.213,0.16949999999999998,0.043500000000000004,0.213,0.16949999999999998,0.043500000000000004,0.3765,0.6234999999999999,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,1166,-6.96987663363885,0.5,-8.47590641691242,-10.72364142939531,-2.4517872838181414,-8.47590641691242,-8.933637797657024,-2.4567144569094257,-9.455740961623615,-9.455740961623615,1087.0,0.5435,394.0,0.22883333333333333,0.18183333333333332,0.04700000000000001,0.22883333333333333,0.18183333333333332,0.04700000000000001,0.4031666666666667,0.5968333333333333,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,1266,-5.250342244303935,0.5,-6.816644236176657,-7.3574355416459225,-0.5514362686857713,-6.816644236176657,-7.5623272372496775,0.544959110303167,-6.0362605985300295,-6.0362605985300295,1086.0,0.543,372.0,0.216,0.1718333333333333,0.04416666666666667,0.216,0.1718333333333333,0.04416666666666667,0.38516666666666666,0.6148333333333333,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,1366,-6.114683415832841,0.5,-7.694845309850915,-8.955297246491856,-1.3741977337786224,-7.694845309850915,-8.249766090763245,-0.145693062900365,-8.115897327260813,-8.115897327260813,1104.0,0.552,382.0,0.21466666666666667,0.1731666666666667,0.0415,0.21466666666666667,0.1731666666666667,0.0415,0.3785,0.6215,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,1466,-5.737882544196075,0.5,-6.868419610681923,-9.029996525814354,-2.3462713447385304,-6.868419610681923,-9.686888606558941,-1.4865708141978184,-8.63139568314988,-8.63139568314988,1112.0,0.556,405.0,0.22599999999999998,0.17933333333333334,0.04666666666666667,0.22599999999999998,0.17933333333333334,0.04666666666666667,0.3933333333333333,0.6066666666666667,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,1566,-5.7405033694308365,0.5,-7.339655152252841,-8.253381007659673,-0.9430480209648243,-7.339655152252841,-6.464151367088822,-2.8615116448443167,-9.4412524631718,-9.4412524631718,1100.0,0.55,379.0,0.2313333333333333,0.1845,0.04683333333333334,0.2313333333333333,0.1845,0.04683333333333334,0.387,0.6130000000000001,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,1666,-5.088101413396521,0.5,-6.611522466333419,-7.078432537693672,-0.5178382545858264,-6.611522466333419,-4.977046092693971,-0.7347072736005211,-7.77080518416291,-7.77080518416291,1071.0,0.5355,385.0,0.23233333333333336,0.1865,0.04583333333333334,0.23233333333333336,0.1865,0.04583333333333334,0.38566666666666666,0.6143333333333333,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,1766,-5.816382426609228,0.5,-7.114074194005589,-8.907858438804913,-1.9233071244201445,-7.114074194005589,-10.073615223873789,-2.0752430662960286,-8.844282841329687,-8.844282841329687,1064.0,0.532,403.0,0.23466666666666666,0.18700000000000003,0.04766666666666667,0.23466666666666666,0.18700000000000003,0.04766666666666667,0.389,0.611,1.0,0.995
