bandit_name,best_corr_set,best_corr_rank,best_corr_median_return_pct,best_corr_drawdown_abs,best_hybrid_set,best_hybrid_rank,best_hybrid_median_return_pct,best_hybrid_drawdown_abs,hybrid_minus_corr_return_pct,winner_method_by_rank
discounted_lints,z24_a0p5_corr_pruned_top10,2,-2.236486558269468,12.082729725401004,z24_a0p5_hybrid_corr5_stablehie5_top10,1,-0.1826913208006431,11.836544488036665,2.053795237468825,hybrid
discounted_linucb,z72_a0p5_corr_pruned_top10,2,1.6355732273015233,8.372636327772142,z24_a0p5_hybrid_corr5_stablehie5_top10,1,1.702106393205094,9.790878465847575,0.06653316590357061,hybrid
sw_lints,z72_a0p5_corr_pruned_top10,1,-1.5889927800009196,10.462304536788775,z24_a0p5_hybrid_corr5_stablehie5_top10,5,-3.9474148359246284,11.447407740775766,-2.358422055923709,corr
sw_linucb,z72_a0p5_corr_pruned_top10,1,0.6070415262193318,9.645781489746952,z24_a0p5_hybrid_corr5_stablehie5_top10,3,-0.6098454321914359,8.499355324624315,-1.2168869584107678,corr
