feature,n_samples,n_bins_used,hie_raw,hie_observed,hie_null_mean,hie_null_std,hie_norm,hie_p_value,global_best_action,global_best_value,global_action_0_success,global_action_1_success,action_0_count,action_1_count,min_bin_size_used,min_action_count_in_bin,reason,hie_rank,prev_position,regime
volatility_168_sqrt_z,33696,15,0.014304368471035223,0.5191120607787275,0.5048926425450385,0.00017041660065025848,0.014219418233688996,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,1.0,0,entry
ADX_30_scaled,33696,15,0.013176638176638056,0.5179843304843303,0.5048335595882575,0.00015743150951618259,0.013150770896072861,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,2.0,0,entry
dist_to_low_24_sqrt_z,33696,15,0.012048907882241222,0.5168566001899335,0.5048591602277347,0.0001420128650470763,0.01199743996219882,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,3.0,0,entry
ema_spread_100_200_z,33696,15,0.01181149097815748,0.5166191832858498,0.504859767573976,0.0002011404908565138,0.011759415711873777,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,4.0,0,entry
ema_spread_50_100_z,33696,15,0.01127730294396967,0.516084995251662,0.5048744669599842,0.00022071979002327667,0.01121052829167779,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,5.0,0,entry
ema_spread_21_50_z,33696,15,0.010446343779677125,0.5152540360873694,0.5048646180591686,0.00016343163968840513,0.010389418028200814,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,6.0,0,entry
ADX_72_scaled,33696,15,0.010268281101614485,0.5150759734093068,0.5048870806427482,0.00021734519473784879,0.010188892766558544,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,7.0,0,entry
volatility_72_sqrt_z,33696,15,0.010208926875593383,0.5150166191832857,0.5048888994666437,0.0001886090810653982,0.010127719716641947,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,8.0,0,entry
dist_to_high_168_sqrt_z,33696,15,0.010030864197530742,0.514838556505223,0.5049758150252531,0.0003810480824010693,0.009862741479969905,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,9.0,0,entry
RSI_72_bounded,33696,15,0.009852801519468213,0.5146604938271605,0.5048186794604167,9.55468299742729e-05,0.009841814366743806,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,10.0,0,entry
RSI_14_bounded,33696,15,0.008903133903133909,0.5137108262108262,0.5048472802347732,0.00015650100151247122,0.008863545976052989,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,11.0,0,entry
dist_ema_9_z,33696,15,0.008903133903133909,0.5137108262108262,0.5048776536237503,0.00020697239363939737,0.008833172587075944,0.0,0,0.5048076923076923,0.5048076923076923,0.45429724596391263,16848,16848,2246,1123,ok,12.0,0,entry
