feature,n_samples,n_bins_used,hie_raw,hie_observed,hie_null_mean,hie_null_std,hie_norm,hie_p_value,global_best_action,global_best_value,global_action_0_success,global_action_1_success,action_0_count,action_1_count,min_bin_size_used,min_action_count_in_bin,reason,hie_rank,prev_position,regime
ema_spread_100_200_z,33840,15,0.015602836879432647,0.5207446808510638,0.5051739116762236,0.0001683767195155851,0.015570769174840238,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,1.0,0,entry
ADX_30_scaled,33840,15,0.013002364066193817,0.518144208037825,0.5051383504861909,9.943134734867856e-05,0.013005857551634081,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,2.0,0,entry
volatility_168_sqrt_z,33840,15,0.012529550827423241,0.5176713947990544,0.5051466963968161,8.038716593955057e-05,0.012524698402238355,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,3.0,0,entry
volatility_72_sqrt_z,33840,15,0.011997635933806206,0.5171394799054374,0.5051781596525224,0.00022078573252096937,0.011961320252914964,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,4.0,0,entry
RSI_72_bounded,33840,15,0.010579196217494036,0.5157210401891252,0.5051519052386019,0.00012109355443409782,0.010569134950523362,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,5.0,0,entry
ADX_72_scaled,33840,15,0.010342789598108748,0.51548463356974,0.5051876430156451,0.00010832461183500273,0.010296990554094831,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,6.0,0,entry
ret_accel_24_72_z,33840,15,0.009278959810874676,0.5144208037825059,0.5051859612954207,0.0001864681632751981,0.00923484248708517,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,7.0,0,entry
RSI_14_bounded,33840,15,0.009101654846335627,0.5142434988179668,0.5051408299995948,0.000117166251644184,0.009102668818372073,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,8.0,0,entry
RSI_30_bounded,33840,15,0.00892434988179669,0.5140661938534279,0.5052529149435229,0.0003543981548508853,0.00881327890990502,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,9.0,0,entry
log_ret_24_z,33840,15,0.007446808510638281,0.5125886524822695,0.5052464889480758,0.0003055380052830871,0.007342163534193702,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,10.0,0,entry
dist_ema_50_z,33840,15,0.007092198581560183,0.5122340425531914,0.505208763924344,0.000322426785605205,0.007025278628847387,0.0,0,0.5051418439716312,0.5051418439716312,0.45407801418439714,16920,16920,2256,1128,ok,11.0,0,entry
