bandit_name,method_group,set_name,confirmation_rank,original_trial_number,confirmation_seed,symbol,mode,n_decisions,return_pct,drawdown_abs,trades,profit_factor,is_active,executed_action_1_ratio,constraint_applied_ratio,forced_singleton_ratio,decision_point_ratio,bandit_consulted_ratio,pending_update_queued_ratio,median_time_between_entries,median_holding_bars,mean_holding_bars,p25_holding_bars,p75_holding_bars,share_trades_closed_before_horizon,share_trades_closed_after_horizon
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8000,BTCUSDT,val,2000.0,-3.38947051090136,5.357712356557698,141,0.7761184279625962,True,0.5545,0.2835,0.2835,0.7165,0.7165,0.7135,9.0,4.0,7.822695035460993,4.0,6.0,0.8297872340425532,0.1702127659574468
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8000,BTCUSDT,val_first,,-2.1003424114251157,4.884973014736527,89,0.7489927778454242,True,,,,,,,7.0,4.0,6.0,4.0,4.0,0.898876404494382,0.10112359550561797
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8000,BTCUSDT,val_second,,-1.3167850953001548,3.417292753893264,52,0.8170955864800447,True,,,,,,,12.0,6.0,10.942307692307692,4.0,10.25,0.7115384615384616,0.28846153846153844
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8000,ETHUSDT,val,2000.0,-6.9292213379375305,9.959416136445565,149,0.6693162124967753,True,0.5065,0.298,0.29800000000000004,0.702,0.702,0.6995,8.5,4.0,6.798657718120805,4.0,5.0,0.8590604026845637,0.14093959731543623
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8000,ETHUSDT,val_first,,-0.8333227658915976,4.220713462218995,78,0.8578688950641932,True,,,,,,,9.5,4.0,6.551282051282051,4.0,6.0,0.8461538461538461,0.15384615384615385
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8000,ETHUSDT,val_second,,-6.14712395541398,9.44488279236121,70,0.5287963913173618,True,,,,,,,6.0,4.0,6.885714285714286,4.0,4.75,0.8857142857142857,0.11428571428571428
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8000,SOLUSDT,val,2000.0,-7.83157653314237,8.782800008674696,154,0.6716550612538973,True,0.483,0.308,0.30800000000000005,0.692,0.692,0.689,8.0,4.0,6.2727272727272725,4.0,5.0,0.8506493506493507,0.14935064935064934
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8000,SOLUSDT,val_first,,0.13121844537844485,3.9240593445152516,81,0.9502672042174632,True,,,,,,,8.5,4.0,6.617283950617284,4.0,6.0,0.8148148148148148,0.18518518518518517
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8000,SOLUSDT,val_second,,-7.952360015337778,8.342913020564612,73,0.4514716629475993,True,,,,,,,7.0,4.0,5.890410958904109,4.0,4.0,0.8904109589041096,0.1095890410958904
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8001,BTCUSDT,val,2000.0,-1.0595453058934945,4.601380758242102,120,0.8655963339731123,True,0.602,0.2415,0.24150000000000005,0.7585,0.7585,0.7555,9.0,4.0,9.983333333333333,4.0,7.0,0.7916666666666666,0.20833333333333334
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8001,BTCUSDT,val_first,,1.5023104082829475,3.572800927209119,61,0.5366197820993943,True,,,,,,,7.0,4.0,6.475409836065574,4.0,5.0,0.8524590163934426,0.14754098360655737
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8001,BTCUSDT,val_second,,-2.5239383260062143,4.601380758242102,58,0.6097099412923878,True,,,,,,,11.0,4.0,9.413793103448276,4.0,9.75,0.7413793103448276,0.25862068965517243
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8001,ETHUSDT,val,2000.0,-8.998088181338403,11.391633027411952,149,0.6277044434004615,True,0.5035,0.2985,0.2985,0.7015,0.7015,0.6985,9.0,4.0,6.74496644295302,4.0,7.0,0.8053691275167785,0.19463087248322147
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8001,ETHUSDT,val_first,,-1.110946341524699,4.472159678994503,67,0.8077981517417138,True,,,,,,,12.0,4.0,7.343283582089552,4.0,10.0,0.7164179104477612,0.2835820895522388
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8001,ETHUSDT,val_second,,-7.9757481217818675,10.396182697220269,81,0.5317556705341875,True,,,,,,,8.0,4.0,6.08641975308642,4.0,5.0,0.8888888888888888,0.1111111111111111
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8001,SOLUSDT,val,2000.0,-4.504851552417588,8.52779565023849,146,0.7538875131024594,True,0.472,0.2915,0.2915,0.7085,0.7085,0.707,7.0,4.0,6.465753424657534,4.0,4.0,0.8698630136986302,0.13013698630136986
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8001,SOLUSDT,val_first,,1.6956449145423935,2.704905324688489,94,1.1027695100286108,True,,,,,,,7.0,4.0,5.329787234042553,4.0,4.0,0.925531914893617,0.07446808510638298
sw_lints,corr,z48_a0p5_corr_pruned_top10,1,32,8001,SOLUSDT,val_second,,-6.097111112447761,8.52779565023849,52,0.4454482785995524,True,,,,,,,10.0,4.0,8.51923076923077,4.0,8.25,0.7692307692307693,0.23076923076923078
