z_window,set_name,algorithm,seed,symbol,val_return_pct_full,val_return_pct_h1,val_return_pct_h2,val_min_half_return_pct,n_decisions_val,exposure_bars_val,exposure_ratio_val,n_trade_events_val,n_buys_val,n_sells_val,constraint_applied_ratio,min_hold_ratio,cooldown_ratio,raw_executed_mismatch_ratio,blocked_exit_ratio,blocked_entry_ratio,forced_singleton_ratio,decision_point_ratio,bandit_consulted_ratio,pending_update_queued_ratio
24,z24_a0p5_corr_pruned_top10,sw_lints,2466,BTCUSDT,-7.810852209196472,-4.406995745662067,-3.5607798814210057,-4.406995745662067,2000,1138,0.569,388,194,194,0.3875,0.291,0.0965,0.0,0.0,0.0,0.3875,0.6125,0.6125,0.6105
24,z24_a0p5_corr_pruned_top10,sw_lints,2466,ETHUSDT,-7.590864948404075,-2.356084452434093,-5.361092359533592,-5.361092359533592,2000,1174,0.587,421,211,210,0.4205,0.3155,0.105,0.0,0.0,0.0,0.4205,0.5795,0.5795,0.577
24,z24_a0p5_corr_pruned_top10,sw_lints,2466,SOLUSDT,-10.417194604887126,-2.2214064947518986,-8.381986093607829,-8.381986093607829,2000,1020,0.51,398,199,199,0.398,0.2985,0.0995,0.0,0.0,0.0,0.398,0.602,0.602,0.599
24,z24_a0p5_corr_pruned_top10,sw_lints,2566,BTCUSDT,-1.7946625413978845,0.25485862535545856,-2.0443110636784723,-2.0443110636784723,2000,1162,0.581,394,197,197,0.3935,0.2955,0.098,0.0,0.0,0.0,0.3935,0.6065,0.6065,0.605
24,z24_a0p5_corr_pruned_top10,sw_lints,2566,ETHUSDT,-7.504214017298693,-3.0968360731912448,-4.54822914495997,-4.54822914495997,2000,1146,0.573,415,208,207,0.4145,0.311,0.1035,0.0,0.0,0.0,0.4145,0.5855,0.5855,0.5835
24,z24_a0p5_corr_pruned_top10,sw_lints,2566,SOLUSDT,-8.620113327707157,-0.3410447449074927,-8.307400535765307,-8.307400535765307,2000,1095,0.5475,406,203,203,0.4055,0.3045,0.101,0.0,0.0,0.0,0.4055,0.5945,0.5945,0.592
24,z24_a0p5_corr_pruned_top10,sw_lints,2666,BTCUSDT,-5.919445988750438,-1.3582500989568147,-4.624001393293797,-4.624001393293797,2000,1147,0.5735,381,191,190,0.38,0.285,0.095,0.0,0.0,0.0,0.38,0.62,0.62,0.6155
24,z24_a0p5_corr_pruned_top10,sw_lints,2666,ETHUSDT,-5.7553596150284765,-4.301504607736217,-1.5192036210527449,-4.301504607736217,2000,1132,0.566,424,212,212,0.4235,0.318,0.1055,0.0,0.0,0.0,0.4235,0.5765,0.5765,0.575
24,z24_a0p5_corr_pruned_top10,sw_lints,2666,SOLUSDT,-5.353804363878378,1.2751335102497485,-6.545474337446544,-6.545474337446544,2000,1070,0.535,400,200,200,0.4,0.3,0.1,0.0,0.0,0.0,0.4,0.6,0.6,0.5965
24,z24_a0p5_corr_pruned_top10,sw_lints,2766,BTCUSDT,-5.123618007427355,-1.9804270198380047,-3.2066972871076405,-3.2066972871076405,2000,1176,0.588,386,193,193,0.386,0.2895,0.0965,0.0,0.0,0.0,0.386,0.614,0.614,0.609
24,z24_a0p5_corr_pruned_top10,sw_lints,2766,ETHUSDT,-8.415484410173734,-4.888771500490341,-3.7079879687408113,-4.888771500490341,2000,1069,0.5345,452,226,226,0.452,0.339,0.113,0.0,0.0,0.0,0.452,0.548,0.548,0.5455
24,z24_a0p5_corr_pruned_top10,sw_lints,2766,SOLUSDT,-4.014166264783315,-1.7263906980930277,-2.3279653438411874,-2.3279653438411874,2000,1030,0.515,400,200,200,0.4,0.3,0.1,0.0,0.0,0.0,0.4,0.6,0.6,0.597
24,z24_a0p5_corr_pruned_top10,sw_lints,2866,BTCUSDT,-8.33582455282934,-4.919363494506546,-3.593224849862464,-4.919363494506546,2000,1139,0.5695,402,201,201,0.4015,0.3015,0.1,0.0,0.0,0.0,0.4015,0.5985,0.5985,0.595
24,z24_a0p5_corr_pruned_top10,sw_lints,2866,ETHUSDT,-10.204512936292144,-1.6572215773676735,-8.691325886881208,-8.691325886881208,2000,1053,0.5265,448,224,224,0.448,0.336,0.112,0.0,0.0,0.0,0.448,0.552,0.552,0.5485
24,z24_a0p5_corr_pruned_top10,sw_lints,2866,SOLUSDT,-8.852515933762072,2.333896373389188,-10.931287387255374,-10.931287387255374,2000,1145,0.5725,393,197,196,0.3935,0.2955,0.098,0.0,0.0,0.0,0.3935,0.6065,0.6065,0.604
24,z24_a0p5_corr_pruned_top10,sw_lints,2966,BTCUSDT,-7.991159988502017,-3.4790517353904704,-4.674745051967088,-4.674745051967088,2000,1186,0.593,374,187,187,0.3735,0.2805,0.093,0.0,0.0,0.0,0.3735,0.6265,0.6265,0.625
24,z24_a0p5_corr_pruned_top10,sw_lints,2966,ETHUSDT,-11.698331074127022,-2.170939240714176,-9.738815602917384,-9.738815602917384,2000,1101,0.5505,430,215,215,0.43,0.3225,0.1075,0.0,0.0,0.0,0.43,0.57,0.57,0.5665
24,z24_a0p5_corr_pruned_top10,sw_lints,2966,SOLUSDT,-6.857468530632749,-1.7242636661183641,-5.223267772906681,-5.223267772906681,2000,1083,0.5415,367,184,183,0.3675,0.276,0.0915,0.0,0.0,0.0,0.3675,0.6325,0.6325,0.629
24,z24_a0p5_corr_pruned_top10,sw_lints,3066,BTCUSDT,-2.7453026227234445,1.377366860099305,-4.066656701107673,-4.066656701107673,2000,1158,0.579,390,195,195,0.39,0.2925,0.0975,0.0,0.0,0.0,0.39,0.61,0.61,0.6075
24,z24_a0p5_corr_pruned_top10,sw_lints,3066,ETHUSDT,-13.240821896412836,-4.584362577907475,-9.07236963707696,-9.07236963707696,2000,1155,0.5775,410,205,205,0.41,0.3075,0.1025,0.0,0.0,0.0,0.41,0.59,0.59,0.588
24,z24_a0p5_corr_pruned_top10,sw_lints,3066,SOLUSDT,-5.100011331738374,0.44806849992502507,-5.52333152296256,-5.52333152296256,2000,1027,0.5135,410,205,205,0.4095,0.3075,0.102,0.0,0.0,0.0,0.4095,0.5905,0.5905,0.589
24,z24_a0p5_corr_pruned_top10,sw_linucb,166,BTCUSDT,-2.172728404898183,-0.4941466396481409,-1.686917611943095,-1.686917611943095,2000,1119,0.5595,379,190,189,0.3795,0.285,0.0945,0.0,0.0,0.0,0.3795,0.6205,0.6205,0.619
24,z24_a0p5_corr_pruned_top10,sw_linucb,166,ETHUSDT,-9.802034602163278,-5.241557563138855,-4.8127395530621175,-5.241557563138855,2000,1131,0.5655,392,196,196,0.392,0.294,0.098,0.0,0.0,0.0,0.392,0.608,0.608,0.606
24,z24_a0p5_corr_pruned_top10,sw_linucb,166,SOLUSDT,-8.751147119032865,0.12087660323139016,-8.861312468750315,-8.861312468750315,2000,1089,0.5445,361,181,180,0.361,0.271,0.09,0.0,0.0,0.0,0.361,0.639,0.639,0.6365
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,166,BTCUSDT,-7.393319195273474,-0.0724378613763399,-7.326188267998878,-7.326188267998878,2000,1113,0.5565,393,197,196,0.392,0.294,0.098,0.0,0.0,0.0,0.392,0.608,0.608,0.6055
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,166,ETHUSDT,0.00019091732577081189,-0.06415939510933111,0.06439162571265644,-0.06415939510933111,2000,988,0.494,341,171,170,0.3415,0.2565,0.085,0.0,0.0,0.0,0.3415,0.6585,0.6585,0.6555
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,166,SOLUSDT,-9.644628420824365,-2.3011160539284536,-7.5164751840455235,-7.5164751840455235,2000,1016,0.508,382,191,191,0.3815,0.2865,0.095,0.0,0.0,0.0,0.3815,0.6185,0.6185,0.617
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,266,BTCUSDT,-4.471341043599386,-0.9684008108352793,-3.5371944525231624,-3.5371944525231624,2000,1166,0.583,365,183,182,0.365,0.274,0.091,0.0,0.0,0.0,0.365,0.635,0.635,0.633
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,266,ETHUSDT,-9.947364802174574,-4.1991524503517175,-6.000168577677645,-6.000168577677645,2000,979,0.4895,325,163,162,0.3255,0.2445,0.081,0.0,0.0,0.0,0.3255,0.6745,0.6745,0.6715
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,266,SOLUSDT,-15.238916546270264,-5.119226923493258,-10.665690523639636,-10.665690523639636,2000,1068,0.534,435,218,217,0.434,0.3255,0.1085,0.0,0.0,0.0,0.434,0.566,0.566,0.5635
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,366,BTCUSDT,-6.331951877690356,-0.5013317576448961,-5.859998151777734,-5.859998151777734,2000,1102,0.551,367,184,183,0.366,0.2745,0.0915,0.0,0.0,0.0,0.366,0.634,0.634,0.6315
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,366,ETHUSDT,-7.528903827909838,-4.943321705981052,-2.7200425770521397,-4.943321705981052,2000,964,0.482,341,171,170,0.3405,0.2555,0.085,0.0,0.0,0.0,0.3405,0.6595,0.6595,0.657
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,366,SOLUSDT,-11.23684553869263,-3.359347078169772,-8.151329924162177,-8.151329924162177,2000,1001,0.5005,405,203,202,0.404,0.303,0.101,0.0,0.0,0.0,0.404,0.596,0.596,0.5935
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,466,BTCUSDT,-5.2910174262860155,-1.9967978669200193,-3.361338698803673,-3.361338698803673,2000,1074,0.537,400,200,200,0.4,0.3,0.1,0.0,0.0,0.0,0.4,0.6,0.6,0.597
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,466,ETHUSDT,-5.710956155169066,-2.7053169985827297,-3.089212137668984,-3.089212137668984,2000,992,0.496,363,182,181,0.3635,0.273,0.0905,0.0,0.0,0.0,0.3635,0.6365,0.6365,0.6345
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,466,SOLUSDT,-17.84235514753775,-9.99174043363169,-8.722104784302974,-9.99174043363169,2000,1038,0.519,432,216,216,0.4315,0.324,0.1075,0.0,0.0,0.0,0.4315,0.5685,0.5685,0.567
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,566,BTCUSDT,-4.333426482601698,-1.297992247328783,-3.07535206667644,-3.07535206667644,2000,1180,0.59,359,180,179,0.3595,0.27,0.0895,0.0,0.0,0.0,0.3595,0.6405,0.6405,0.6355
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,566,ETHUSDT,-13.843424635461421,-3.804974760356006,-10.43551872885039,-10.43551872885039,2000,896,0.448,322,161,161,0.3215,0.2415,0.08,0.0,0.0,0.0,0.3215,0.6785,0.6785,0.6755
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,566,SOLUSDT,-16.424669035267215,-6.987085513206215,-10.146530268547792,-10.146530268547792,2000,1027,0.5135,438,219,219,0.438,0.3285,0.1095,0.0,0.0,0.0,0.438,0.562,0.562,0.5605
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,666,BTCUSDT,-3.9866384354400375,-0.33599456727502197,-3.662951185149055,-3.662951185149055,2000,1077,0.5385,378,189,189,0.378,0.2835,0.0945,0.0,0.0,0.0,0.378,0.622,0.622,0.6195
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,666,ETHUSDT,-10.48440774899132,-4.766606419720832,-6.003987797043619,-6.003987797043619,2000,966,0.483,394,197,197,0.3935,0.2955,0.098,0.0,0.0,0.0,0.3935,0.6065,0.6065,0.6045
24,z24_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,666,SOLUSDT,-13.431430483552564,-3.8867550751521374,-9.93065567171676,-9.93065567171676,2000,1056,0.528,434,217,217,0.4335,0.3255,0.108,0.0,0.0,0.0,0.4335,0.5665,0.5665,0.5635
