seed,n_symbols,seed_dro_score,dro_alpha,seed_dro_min_aggregate_half,mean_symbol_h1_return_pct,mean_symbol_h2_return_pct,mean_symbol_full_return_pct,median_symbol_full_return_pct,median_drawdown_abs,max_drawdown_abs,median_profit_factor,total_trades,min_symbol_trades,mean_executed_action_1_ratio,mean_constraint_applied_ratio,mean_forced_singleton_ratio,mean_decision_point_ratio,mean_bandit_consulted_ratio,mean_pending_update_queued_ratio,median_holding_bars,mean_holding_bars,p25_holding_bars,p75_holding_bars,share_trades_closed_before_horizon,share_trades_closed_after_horizon,median_time_between_entries,confirmation_seed,original_trial_number,confirmation_rank,bandit_name,method_group,set_name,z_window
8000,3,-2.0064834332308803,0.5,-2.4705107459325784,-0.6144014951257862,-2.4705107459325784,-3.0838425991591922,-2.7939008146225075,7.46753292849408,9.60449143411104,0.8424739171361565,497,159,0.492,0.33216666666666667,0.3335,0.6665,0.6665,0.665,4.0,5.895348837209302,4.0,5.0,0.8662790697674418,0.13372093023255813,8.0,8000,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8001,3,-2.953412802754805,0.5,-3.877926833101449,-0.1798707117148727,-3.877926833101449,-4.052301048975093,-3.244799748063043,7.658731395574692,10.199231734627679,0.8270340875570232,465,131,0.5006666666666667,0.31066666666666665,0.3185,0.6815,0.6815,0.677,4.0,6.578616352201258,4.0,6.0,0.8364779874213837,0.16352201257861634,8.0,8001,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8002,3,-2.9986216747039736,0.5,-3.5637199457506354,-1.3033268615639877,-3.5637199457506354,-4.7955929443992815,-1.8266250398353723,6.70430656947093,12.757256198154455,0.8500369819052755,469,130,0.5348333333333333,0.31266666666666665,0.3255,0.6745,0.6745,0.671,4.0,6.288343558282208,4.0,6.0,0.8404907975460123,0.15950920245398773,8.0,8002,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8003,3,-2.602178490723974,0.5,-3.7722592473356262,0.9080637791109828,-3.7722592473356262,-2.903912425911278,-2.320452848504251,7.768957943496968,9.666933240696663,0.8128156186761745,485,145,0.5186666666666667,0.32349999999999995,0.32799999999999996,0.672,0.672,0.669,4.0,6.176829268292683,4.0,6.0,0.8719512195121951,0.12804878048780488,8.0,8003,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8004,3,-3.8214155887659342,0.5,-4.240441853287313,-2.5643367952017972,-4.240441853287313,-6.69287858049021,-5.775172756635872,8.920129398346411,13.676757314327382,0.702962480843164,490,150,0.5086666666666667,0.3276666666666666,0.3215,0.6785,0.6785,0.677,4.0,6.0,4.0,5.25,0.875,0.125,9.0,8004,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8005,3,-4.051631617122852,0.5,-4.846613728488117,-1.6666852830270582,-4.846613728488117,-6.437033653171228,-6.01170583138585,8.622346300565919,11.403610597682645,0.6514255137417952,483,144,0.5051666666666667,0.32216666666666666,0.3385,0.6615,0.6615,0.658,4.0,6.329411764705882,4.0,6.0,0.8352941176470589,0.16470588235294117,8.0,8005,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8006,3,-2.526662788381187,0.5,-2.9044777690663452,-1.3932178463257117,-2.9044777690663452,-4.266927093042649,-4.277535452072212,8.0787944281417,9.62930109331499,0.7484042756706625,460,144,0.5246666666666666,0.30716666666666664,0.30000000000000004,0.7,0.7,0.697,4.0,6.92,4.0,7.0,0.7986111111111112,0.2013888888888889,10.0,8006,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8007,3,-3.180370938147738,0.5,-3.6068208856598782,-1.901021095611318,-3.6068208856598782,-5.441593781427254,-5.5898765134287824,9.11449043581738,9.606545424390255,0.7241490062731735,479,150,0.484,0.32016666666666665,0.3155,0.6845,0.6845,0.683,4.0,5.8604651162790695,4.0,5.0,0.8837209302325582,0.11627906976744186,8.0,8007,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8008,3,-5.02235913362455,0.5,-6.254649864146174,-1.32548694205968,-6.254649864146174,-7.487619130555568,-6.823319760436053,11.156405968316774,12.53316003781424,0.6747188670700743,513,156,0.5106666666666667,0.342,0.34950000000000003,0.6505,0.6505,0.649,4.0,5.6923076923076925,4.0,4.75,0.8901098901098901,0.10989010989010989,8.0,8008,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8009,3,-3.3491403569274407,0.5,-4.0480551919849495,-1.2523958517549134,-4.0480551919849495,-5.232384874421873,-4.119715218545794,8.67062496117036,11.03271818284407,0.7757755181539416,499,157,0.501,0.33266666666666667,0.33999999999999997,0.66,0.66,0.657,4.0,5.901162790697675,4.0,5.25,0.877906976744186,0.12209302325581395,9.0,8009,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8010,3,-3.673372398882692,0.5,-4.573622419313639,-0.9726223375898494,-4.573622419313639,-5.490128225262858,-5.64291084667492,9.011810275657195,10.239066358853233,0.7209775375569121,482,145,0.5071666666666667,0.32149999999999995,0.32999999999999996,0.67,0.67,0.6675,4.0,6.260606060606061,4.0,6.0,0.8545454545454545,0.14545454545454545,8.0,8010,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8011,3,-4.637040656330242,0.5,-5.196805582954756,-2.9577458764567037,-5.196805582954756,-7.996011628373196,-8.740580604841252,11.302333625785598,11.553438932474657,0.6400679236618355,482,142,0.514,0.32166666666666666,0.3345,0.6655,0.6655,0.661,4.0,6.407185628742515,4.0,6.0,0.8682634730538922,0.1317365269461078,9.0,8011,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8012,3,-3.8951691448707937,0.5,-4.552792614999564,-1.9222987344844806,-4.552792614999564,-6.390197051124368,-5.392415994235278,9.776907077248854,10.844109543160696,0.6607774827636191,467,133,0.5185,0.31116666666666665,0.31200000000000006,0.688,0.688,0.685,4.0,6.602564102564102,4.0,7.0,0.8076923076923077,0.19230769230769232,10.0,8012,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8013,3,-3.1923321522449526,0.5,-3.6020845376839734,-1.9630749959278901,-3.6020845376839734,-5.492145776253277,-5.258655968738212,8.75041031513688,10.403095577704402,0.7101403142934992,489,139,0.508,0.3265,0.3205,0.6795,0.6795,0.675,4.0,6.561151079136691,4.0,6.0,0.8345323741007195,0.16546762589928057,9.0,8013,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8014,3,-2.671201566129839,0.5,-3.244780925887595,-0.9504634868565712,-3.244780925887595,-4.163635552488603,-5.098784822472435,7.525329941786363,9.791282544288793,0.7468432278111391,473,141,0.5233333333333333,0.3153333333333333,0.31799999999999995,0.682,0.682,0.6785,4.0,6.73758865248227,4.0,6.0,0.8297872340425532,0.1702127659574468,9.0,8014,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8015,3,-3.0935527413682795,0.5,-3.8467464490942334,-0.8339716181904174,-3.8467464490942334,-4.653280644720193,-4.661996171291516,8.139300648133919,10.69278923143553,0.7793267247404693,534,155,0.504,0.35566666666666663,0.33199999999999996,0.668,0.668,0.6645,4.0,6.148387096774194,4.0,6.0,0.8709677419354839,0.12903225806451613,9.0,8015,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8016,3,-3.2351482875938125,0.5,-3.43036598260376,-2.649495202563971,-3.43036598260376,-5.991235085647976,-5.871733986705518,9.08452172334856,10.178417262760108,0.697435125588432,458,132,0.5278333333333333,0.30550000000000005,0.3165,0.6835,0.6835,0.679,4.0,6.468354430379747,4.0,7.0,0.8417721518987342,0.15822784810126583,9.0,8016,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8017,3,-3.395419265931321,0.5,-4.03393631688002,-1.4798681130852254,-4.03393631688002,-5.466603319424871,-5.130568887895759,8.762151295352727,10.710220995282338,0.6933278826309978,453,121,0.511,0.302,0.2945,0.7055,0.7055,0.703,4.0,7.285714285714286,4.0,8.0,0.7755102040816326,0.22448979591836735,10.0,8017,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8018,3,-2.7870123305524626,0.5,-3.2221593989688198,-1.4815711253033899,-3.2221593989688198,-4.653662078273805,-4.997247729642029,7.425971728088987,8.52998880498127,0.762287865643035,484,133,0.5128333333333334,0.32266666666666666,0.3325,0.6675,0.6675,0.663,4.0,6.132530120481928,4.0,5.0,0.8795180722891566,0.12048192771084337,8.0,8018,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8019,3,-2.434619186259072,0.5,-3.132439884486079,-0.3411570915780519,-3.132439884486079,-3.4650587360497824,-4.380242909851417,8.147413126468173,8.487004392604291,0.7619827073546027,480,125,0.5235,0.32066666666666666,0.35550000000000004,0.6445,0.6445,0.643,4.0,5.837078651685394,4.0,5.0,0.8757062146892656,0.12429378531073447,8.0,8019,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8020,3,-3.294779049721201,0.5,-3.4343053101979386,-2.8762002682909884,-3.4343053101979386,-6.204697725828552,-6.543394473127062,10.143682124768361,10.600784157264476,0.7164367098461987,482,126,0.5206666666666666,0.3216666666666667,0.33699999999999997,0.663,0.663,0.659,4.0,6.154761904761905,4.0,5.25,0.8630952380952381,0.13690476190476192,8.0,8020,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8021,3,-3.4032457693495273,0.5,-4.341647768182104,-0.5880397728517969,-4.341647768182104,-4.89822659605947,-4.776034447961342,8.059138822568846,10.1824978755244,0.6916365770142923,512,146,0.48666666666666664,0.341,0.3395,0.6605,0.6605,0.657,4.0,5.423529411764706,4.0,5.0,0.9117647058823529,0.08823529411764706,9.0,8021,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
8022,3,-4.966867209343774,0.5,-6.05411936602042,-1.7051107393138347,-6.05411936602042,-7.631964249464055,-7.183215339252714,10.720518148740311,14.451506748480059,0.7215641288235728,468,139,0.5101666666666667,0.3125,0.3105,0.6895,0.6895,0.685,4.0,6.676258992805756,4.0,6.0,0.8390804597701149,0.16091954022988506,9.0,8022,34,1,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
