seed,n_symbols,seed_dro_score,dro_alpha,seed_dro_min_aggregate_half,mean_symbol_h1_return_pct,mean_symbol_h2_return_pct,mean_symbol_full_return_pct,median_symbol_full_return_pct,median_drawdown_abs,max_drawdown_abs,median_profit_factor,total_trades,min_symbol_trades,mean_executed_action_1_ratio,mean_constraint_applied_ratio,mean_forced_singleton_ratio,mean_decision_point_ratio,mean_bandit_consulted_ratio,mean_pending_update_queued_ratio,median_holding_bars,mean_holding_bars,p25_holding_bars,p75_holding_bars,share_trades_closed_before_horizon,share_trades_closed_after_horizon,median_time_between_entries,trial_number,bandit_name,method_group,set_name,z_window
3144,3,-3.81856884072379,0.5,-4.506199096465758,-1.7556780734978867,-4.506199096465758,-6.188667379535281,-5.527495382195724,8.920940495689255,9.8091074591113,0.7181717325443013,540,159,0.5096666666666666,0.36050000000000004,0.38049999999999995,0.6195,0.6195,0.617,4.0,5.596858638743456,4.0,5.0,0.8743455497382199,0.1256544502617801,8.0,6,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3145,3,-5.126572197129727,0.5,-6.449459176006537,-1.1579112604992965,-6.449459176006537,-7.566766135849693,-7.250243257061784,9.847452878393103,12.797260381358488,0.6695572904444953,547,175,0.5065,0.3646666666666667,0.36950000000000005,0.6305,0.6305,0.629,4.0,5.731428571428571,4.0,5.0,0.8770053475935828,0.12299465240641712,8.0,6,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3146,3,-5.440393623649525,0.5,-7.29191785119017,0.11417905897240788,-7.29191785119017,-7.186927739589174,-7.5438320829266825,9.780836008172123,9.925311008448734,0.6961072953628002,510,141,0.5063333333333333,0.33966666666666673,0.36350000000000005,0.6365,0.6365,0.635,4.0,5.978021978021978,4.0,5.0,0.8461538461538461,0.15384615384615385,8.0,6,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3142,3,-5.277974774506036,0.5,-6.134217290771427,-2.7092472257098614,-6.134217290771427,-8.65492689961364,-8.51877072348276,11.212904939834555,14.674160889745846,0.6936592356865043,522,147,0.5288333333333334,0.34800000000000003,0.36250000000000004,0.6375,0.6375,0.633,4.0,5.629834254143646,4.0,5.0,0.8839779005524862,0.11602209944751381,8.0,7,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3143,3,-4.739658897926278,0.5,-5.74363673804591,-1.7277253775673795,-5.74363673804591,-7.335498078856521,-9.328781190260571,9.659231433120718,12.71807225705558,0.5561738604127718,537,169,0.504,0.35800000000000004,0.36150000000000004,0.6385,0.6385,0.637,4.0,5.701657458563536,4.0,5.0,0.9005524861878453,0.09944751381215469,7.5,7,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3144,3,-2.846522591582314,0.5,-3.0758411150518286,-2.15856702117377,-3.0758411150518286,-5.213346563072166,-5.145009609089324,9.664090319514084,9.755284820917398,0.7652696842434572,537,161,0.496,0.3583333333333334,0.37549999999999994,0.6245,0.6245,0.623,4.0,5.502673796791444,4.0,5.0,0.8983957219251337,0.10160427807486631,7.0,7,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3145,3,-5.065284752070838,0.5,-6.090661280510108,-1.9891551667530278,-6.090661280510108,-7.9249099951766695,-5.92441770191714,7.4756728207984064,15.682188231066363,0.626447116875229,513,150,0.5033333333333333,0.3423333333333333,0.356,0.644,0.644,0.641,4.0,5.573033707865169,4.0,5.0,0.8876404494382022,0.11235955056179775,8.0,7,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3146,3,-4.471274244798713,0.5,-5.003211943386147,-2.87546114903641,-5.003211943386147,-7.727781357426241,-8.217754914441189,10.398596878970379,12.578437826469813,0.6567472134230443,547,176,0.49383333333333335,0.36516666666666664,0.36550000000000005,0.6345,0.6345,0.633,4.0,5.676136363636363,4.0,5.0,0.8846153846153846,0.11538461538461539,7.0,7,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3142,3,-6.886469725651051,0.5,-7.926169519107695,-3.7673703452811185,-7.926169519107695,-11.396162056302595,-11.76821445394901,13.625026683216312,15.512279208527403,0.5795757666832134,597,184,0.5609999999999999,0.3985,0.4,0.6,0.6,0.5965,4.0,5.366197183098592,4.0,5.0,0.9154929577464789,0.08450704225352113,8.0,8,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
3143,3,-6.490523644302751,0.5,-7.918863043328291,-2.2055054472261304,-7.918863043328291,-9.95737143392877,-11.350215907636251,12.4803896680168,13.3451895769383,0.6322665778981609,596,177,0.5625,0.3981666666666666,0.41300000000000003,0.587,0.587,0.583,4.0,5.356807511737089,4.0,5.0,0.9295774647887324,0.07042253521126761,8.0,8,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24
