selection_source,bandit_name,method_group,set_name,z_window,selected_trial_number,selected_dro,selected_feasible,selected_complete,is_fallback_any,is_fallback_infeasible,n_seeds_expected,n_seeds_used,n_seeds_missing,selected_dd,selected_pf,selected_trades,selected_min_sym,selected_memory,n_selection_seeds,original_optuna_dro
ts_confirmation,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24,34,-3.2351482875938125,True,True,False,False,25,25,0,8.75041031513688,0.7209775375569121,482.0,142.0,444.39999002349333,25,-3.3821733772076783
ts_confirmation,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,40,-1.9253238046231855,True,True,False,False,25,25,0,5.179575057713537,0.678037458074364,231.0,61.0,439.0893117413468,25,-1.1409996168756835
hpo_best,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,32,-2.3811854306433378,True,True,False,False,1,1,0,7.51932655974592,0.8111848921051626,504.0,146.0,280.52860926549755,1,-2.3811854306433378
hpo_best,discounted_linucb,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,30,-1.3899011772836212,True,True,False,False,1,1,0,3.3691954431566695,0.7677691497941098,214.0,53.0,432.557499081177,1,-1.3899011772836212
