bandit_name,method_group,set_name,z_window,original_trial_number,confirmation_rank_by_main_dro,original_objective_score,confirmation_objective_score,confirmation_feasible,confirmation_complete,n_confirmation_seeds_expected,n_confirmation_seeds_used,n_confirmation_seeds_missing,memory_horizon_bars,n_confirmation_seeds,confirmation_n_seeds,confirmation_seeds_used,confirmation_dro_alpha,confirmation_dro_minimax_median,confirmation_dro_minimax_mean,confirmation_dro_minimax_std,confirmation_dro_minimax_min,confirmation_dro_minimax_max,confirmation_dro_pure_min_median,confirmation_dro_pure_min_mean,confirmation_dro_pure_min_std,confirmation_h1_mean_aggregate_median,confirmation_h2_mean_aggregate_median,confirmation_full_mean_aggregate_median,confirmation_median_max_drawdown_abs,confirmation_median_profit_factor,confirmation_median_total_trades,confirmation_median_min_symbol_trades,confirmation_median_holding_bars_overall,confirmation_mean_holding_bars_overall,confirmation_p25_holding_bars_overall,confirmation_p75_holding_bars_overall,confirmation_share_trades_closed_before_horizon_overall,confirmation_share_trades_closed_after_horizon_overall,confirmation_median_time_between_entries_overall,confirmation_forced_singleton_ratio_overall,confirmation_decision_point_ratio_overall,confirmation_bandit_consulted_ratio_overall,confirmation_pending_update_queued_ratio_overall,param_bandit_type,param_lambda_prior,param_reward_clip,param_discount_factor,param_noise_std,confirmation_is_fallback_any,confirmation_is_fallback_infeasible
discounted_lints,corr,z24_a0p5_corr_pruned_top10,24,34,1,-3.3821733772076783,-3.2351482875938125,True,True,25,25,0,444.39999002349333,25,25,8000|8001|8002|8003|8004|8005|8006|8007|8008|8009|8010|8011|8012|8013|8014|8015|8016|8017|8018|8019|8020|8021|8022|8023|8024,0.5,-3.2351482875938125,-3.393825981860808,0.7746718380167211,-5.02235913362455,-2.0064834332308803,-3.8467464490942334,-4.0466873329922795,0.9641431421968666,-1.3932178463257117,-3.8467464490942334,-5.466603319424871,8.75041031513688,0.7209775375569121,482.0,142.0,4.0,6.260606060606061,4.0,6.0,0.8630952380952381,0.13690476190476192,9.0,0.32799999999999996,0.672,0.672,0.669,discounted_lints,2.685245367500889,0.1,0.9977497749269816,0.0010357651560244,False,False
discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,40,1,-1.1409996168756835,-1.9253238046231855,True,True,25,25,0,439.0893117413468,25,25,8000|8001|8002|8003|8004|8005|8006|8007|8008|8009|8010|8011|8012|8013|8014|8015|8016|8017|8018|8019|8020|8021|8022|8023|8024,0.5,-1.9253238046231855,-2.0849199650152257,0.8536698290280352,-4.078494944566183,-0.7455362466243898,-2.1673236184196956,-2.5095692593036687,1.093417941158695,-0.7450781220397736,-2.1673236184196956,-3.114266064257791,5.179575057713537,0.678037458074364,231.0,61.0,4.0,7.5,4.0,7.0,0.8412698412698413,0.15873015873015872,12.0,0.15549999999999997,0.8445,0.8445,0.841,discounted_lints,0.5000023512066147,0.1,0.997722559002782,0.0050429604026908,False,False
