study_name,bandit_name,method_group,set_name,z_window,best_trial_number,best_objective_score,best_is_fallback_infeasible,best_is_feasible,n_completed_trials,n_feasible_trials,feasible_share,best_param_lambda_prior,best_param_one_minus_gamma,best_param_noise_std,best_metric_memory_horizon_bars,best_metric_dro_minimax_median,best_metric_dro_minimax_mean,best_metric_dro_minimax_std,best_metric_h1_mean_aggregate_median,best_metric_h2_mean_aggregate_median,best_metric_full_mean_aggregate_median,best_metric_median_max_drawdown_abs,best_metric_median_profit_factor,best_metric_median_total_trades,best_metric_median_min_symbol_trades,best_metric_median_holding_bars_overall,best_metric_mean_holding_bars_overall,best_metric_p25_holding_bars_overall,best_metric_p75_holding_bars_overall,best_metric_share_trades_closed_before_horizon_overall,best_metric_share_trades_closed_after_horizon_overall,best_metric_median_time_between_entries_overall,best_metric_forced_singleton_ratio_overall,best_metric_decision_point_ratio_overall,best_metric_bandit_consulted_ratio_overall,best_metric_pending_update_queued_ratio_overall,best_param_ucb_alpha
discounted_lints__corr__z24_a0p5_corr_pruned_top10,discounted_lints,corr,z24_a0p5_corr_pruned_top10,24,34,-3.3821733772076783,False,True,50,50,1.0,2.685245367500889,0.002250225073018549,0.001035765156024461,444.3999900234677,-3.3821733772076783,-3.5410609999749765,0.5333041564254988,-1.3813659227585113,-4.050375719090423,-5.4601155465844435,8.769831312424891,0.7136286932951332,477.0,145.0,4.0,6.509316770186335,4.0,7.0,0.8385093167701864,0.16149068322981366,9.0,0.3225,0.6775,0.6775,0.673,
discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,40,-1.1409996168756837,False,True,50,49,0.98,0.5000023512066147,0.002277440997217994,0.005042960402690841,439.08931174135756,-1.1409996168756837,-1.438717305311289,0.9809643492071098,-0.4867873589815219,-1.1148749526958361,-2.153557097851056,4.344231660435449,0.7845695307918564,203.0,53.0,4.0,6.986301369863014,4.0,7.0,0.8227848101265823,0.17721518987341772,12.0,0.14749999999999996,0.8525,0.8525,0.8475,
discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,32,-2.3811854306433378,False,True,50,50,1.0,4.17617894569081,0.0035646988113557476,,280.52860926549755,-2.3811854306433378,-2.3811854306433378,0.0,-0.4362433779342238,-3.0294994482130426,-3.4504004660829515,7.51932655974592,0.8111848921051626,504.0,146.0,4.0,5.8742857142857146,4.0,5.0,0.8685714285714285,0.13142857142857142,8.0,0.35050000000000003,0.6495,0.6495,0.647,0.014744047178852818
discounted_linucb__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_linucb,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,30,-1.3899011772836212,False,True,50,48,0.96,0.5140853454928769,0.0023118313799302148,,432.557499081177,-1.3899011772836212,-1.3899011772836212,0.0,-1.5664502760357728,-0.8602538810271657,-2.425135286941771,3.3691954431566695,0.7677691497941098,214.0,53.0,4.0,6.7631578947368425,4.0,7.0,0.868421052631579,0.13157894736842105,12.5,0.15349999999999997,0.8465,0.8465,0.8415,0.006129183149795975
