trial_number,study_name,bandit_name,method_group,set_name,z_window,n_market_features,feature_list,memory_horizon_bars,objective_score,valid,objective_metric_name,constraints_values,cv_min_symbol_trades,cv_finite_objective,observed_dro_minimax_median,observed_dro_pure_min_median,dro_alpha,observed_median_max_drawdown_abs,observed_median_profit_factor,observed_median_total_trades,observed_median_min_symbol_trades,n_seeds,seeds_used,dro_minimax_median,dro_minimax_mean,dro_minimax_std,dro_minimax_min,dro_minimax_max,dro_pure_min_median,dro_pure_min_mean,dro_pure_min_std,h1_mean_aggregate_median,h2_mean_aggregate_median,full_mean_aggregate_median,median_max_drawdown_abs,median_profit_factor,median_total_trades,median_min_symbol_trades,median_holding_bars_overall,mean_holding_bars_overall,p25_holding_bars_overall,p75_holding_bars_overall,share_trades_closed_before_horizon_overall,share_trades_closed_after_horizon_overall,median_time_between_entries_overall,forced_singleton_ratio_overall,decision_point_ratio_overall,bandit_consulted_ratio_overall,pending_update_queued_ratio_overall,param_bandit_type,param_reward_clip,param_lambda_prior,param_discount_factor,param_noise_std,optuna_param_lambda_prior,optuna_param_one_minus_gamma,optuna_param_noise_std,param_ucb_alpha,optuna_param_ucb_alpha,param_window_size,optuna_param_window_size,diagnostic_rank
3,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,191.8111432324568,-3.3426332995550743,True,dro_minimax_median,"[-74.5, 0.0]",-74.5,0.0,-3.3426332995550743,-3.847261085937837,0.5,8.50844164384268,0.7171639357140351,444.0,124.5,2,3142|3143,-3.3426332995550743,-3.3426332995550743,0.998160750176622,-4.048439534719215,-2.6368270643909333,-3.847261085937837,-3.847261085937837,0.7439229490419128,-1.8287499404067875,-3.847261085937837,-5.613748729456532,8.50844164384268,0.7171639357140351,444.0,124.5,4.0,5.756460061108687,4.0,5.0,0.8956132693147096,0.1043867306852902,8.0,0.3035,0.6965,0.6965,0.69275,discounted_lints,0.1,2.138870492726761,0.9947865385548113,0.0097542382638247,2.138870492726761,0.0052134614451887,0.0097542382638247,,,,,5
5,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,258.60829272976093,-3.399610353863002,True,dro_minimax_median,"[-22.0, 0.0]",-22.0,0.0,-3.399610353863002,-4.016485108762629,0.5,9.736772219918633,0.6711464709927875,331.5,72.0,2,3142|3143,-3.399610353863002,-3.399610353863002,1.6941810824722667,-4.597577285837107,-2.2016434218888965,-4.016485108762629,-4.016485108762629,1.9781213305205916,-1.548986089164119,-4.016485108762629,-5.499799045008647,9.736772219918633,0.6711464709927875,331.5,72.0,4.0,6.868411842934136,4.0,6.5,0.8395830973150561,0.1604169026849439,9.75,0.1885,0.8115,0.8115,0.80825,discounted_lints,0.1,0.6486247879944487,0.996133147976639,0.004148652883344,0.6486247879944487,0.0038668520233609,0.004148652883344,,,,,6
15,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,197.2468448374566,-3.492783746096333,True,dro_minimax_median,"[-45.5, 0.0]",-45.5,0.0,-3.492783746096333,-3.902996781312993,0.5,8.540066990332278,0.6283678800656773,320.0,95.5,2,3142|3143,-3.492783746096333,-3.492783746096333,0.1909334500281053,-3.627794083366549,-3.357773408826117,-3.902996781312993,-3.902996781312993,0.1314849871461499,-2.262144640446351,-3.902996781312993,-6.0649808871504725,8.540066990332278,0.6283678800656773,320.0,95.5,4.0,6.567253001895935,4.0,6.75,0.8517051705170517,0.1482948294829483,11.0,0.1975,0.8025,0.8025,0.79825,discounted_lints,0.1,0.8071469161765882,0.9949302104131296,0.0013454751402197,0.8071469161765882,0.0050697895868705,0.0013454751402197,,,,,7
8,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,379.59539142436665,-3.9286706754116536,True,dro_minimax_median,"[-32.0, 0.0]",-32.0,0.0,-3.9286706754116536,-4.970279129960096,0.5,8.695464320629009,0.6613660853027167,335.5,82.0,2,3142|3143,-3.9286706754116536,-3.9286706754116536,0.436564096154071,-4.237368108224773,-3.619973242598534,-4.970279129960096,-4.970279129960096,0.9315981894065416,-0.8038453117663268,-4.970279129960096,-5.743735321115072,8.695464320629009,0.6613660853027167,335.5,82.0,4.0,6.767777199375326,4.0,5.5,0.8615825091098386,0.1384174908901613,9.0,0.1975,0.8025,0.8025,0.79925,discounted_lints,0.1,3.5816889355982244,0.9973656160675513,0.001729094477481,3.5816889355982244,0.0026343839324488,0.001729094477481,,,,,8
7,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,259.9979418840987,-4.2265296752395205,True,dro_minimax_median,"[-54.5, 0.0]",-54.5,0.0,-4.2265296752395205,-5.065915549606496,0.5,9.40960457150099,0.6057173644699975,434.0,104.5,2,3142|3143,-4.2265296752395205,-4.2265296752395205,0.696185673030665,-4.7188072856044245,-3.734252064874617,-5.065915549606496,-5.065915549606496,0.4845675290289156,-1.708372052138596,-5.065915549606496,-6.69439062385682,9.40960457150099,0.6057173644699975,434.0,104.5,4.0,5.611530133525803,4.0,5.0,0.9071815229159148,0.0928184770840851,8.25,0.2875,0.7124999999999999,0.7124999999999999,0.7075,discounted_lints,0.1,7.174971876029685,0.9961538157081036,0.0063163724789828,7.174971876029685,0.0038461842918963,0.0063163724789828,,,,,9
10,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,243.2183853125203,-4.263407924344936,True,dro_minimax_median,"[-96.0, 0.0]",-96.0,0.0,-4.263407924344936,-5.198003640346947,0.5,8.738049237550404,0.7035309898036199,498.0,146.0,2,3142|3143,-4.263407924344936,-4.263407924344936,0.2174956305917668,-4.417200559614819,-4.1096152890750535,-5.198003640346947,-5.198003640346947,0.5424133646923714,-1.4596207763389029,-5.198003640346947,-6.579089687945297,8.738049237550404,0.7035309898036199,498.0,146.0,4.0,5.748892645815722,4.0,5.5,0.9059960552268244,0.0940039447731755,8.0,0.3455,0.6545,0.6545,0.6507499999999999,discounted_lints,0.1,24.121618789079907,0.9958884687162318,0.0152385396741085,24.121618789079907,0.0041115312837681,0.0152385396741085,,,,,10
4,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,181.55181151965027,-4.425310434311723,True,dro_minimax_median,"[-60.5, 0.0]",-60.5,0.0,-4.425310434311723,-5.588429362536651,0.5,9.587035365152277,0.6342856914986998,402.0,110.5,2,3142|3143,-4.425310434311723,-4.425310434311723,0.3945359343061351,-4.7042894688813615,-4.146331399742085,-5.588429362536651,-5.588429362536651,0.433771179209818,-0.9359536496369392,-5.588429362536651,-6.480019731948426,9.587035365152277,0.6342856914986998,402.0,110.5,4.0,5.9736958443855,4.0,5.0,0.8908988128886377,0.1091011871113623,8.0,0.23775,0.76225,0.76225,0.7597499999999999,discounted_lints,0.1,2.799300001045444,0.9944919304763216,0.0059562797738819,2.799300001045444,0.0055080695236784,0.0059562797738819,,,,,11
9,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,190.9407582460238,-4.534188807232635,True,dro_minimax_median,"[-55.0, 0.0]",-55.0,0.0,-4.534188807232635,-5.40353046267554,0.5,9.841127481700717,0.6099374307201778,391.0,105.0,2,3142|3143,-4.534188807232635,-4.534188807232635,0.8535533570644565,-5.137742174117454,-3.930635440347815,-5.40353046267554,-5.40353046267554,1.0716755563041704,-1.92616384090392,-5.40353046267554,-7.234756032991312,9.841127481700717,0.6099374307201778,391.0,105.0,4.0,5.729743749351592,4.0,5.0,0.8945953593661573,0.1054046406338426,7.5,0.24275,0.75725,0.75725,0.755,discounted_lints,0.1,4.261084584588222,0.9947627734948474,0.0012127018332793,4.261084584588222,0.0052372265051525,0.0012127018332793,,,,,12
0,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,325.0,-4.877865326891119,True,dro_minimax_median,"[-118.0, 0.0]",-118.0,0.0,-4.877865326891119,-6.0972033000351775,0.5,10.16859090991869,0.6915782463257598,563.0,168.0,2,3142|3143,-4.877865326891119,-4.877865326891119,0.1024036629299475,-4.950275651367226,-4.805455002415012,-6.0972033000351775,-6.0972033000351775,0.0265150629254557,-1.219851407458944,-6.0972033000351775,-7.24700099954393,10.16859090991869,0.6915782463257598,563.0,168.0,4.0,5.566642033697901,4.0,5.0,0.9300711504899988,0.0699288495100013,8.5,0.3864999999999999,0.6135,0.6135,0.6095,discounted_lints,0.1,1.0,0.9969230769230768,0.03,1.0,0.003076923076923,0.03,,,,,13
1,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,224.38596911740208,-5.327127152592754,True,dro_minimax_median,"[-134.5, 0.0]",-134.5,0.0,-5.327127152592754,-6.368579846929618,0.5,11.190291602833408,0.6323161999686866,582.5,184.5,2,3142|3143,-5.327127152592754,-5.327127152592754,1.505048952625321,-6.39135747301183,-4.262896832173679,-6.368579846929618,-6.368579846929618,2.0604785223383626,-2.202769069582165,-6.368579846929618,-8.434519003316757,11.190291602833408,0.6323161999686866,582.5,184.5,4.0,5.446851942941466,4.0,5.125,0.9310549659432916,0.0689450340567083,8.0,0.39275,0.6072500000000001,0.6072500000000001,0.6045,discounted_lints,0.1,0.7630340364993864,0.9955433933595162,0.0328860034142409,0.7630340364993864,0.0044566066404837,0.0328860034142409,,,,,14
2,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,252.2629571825609,-5.657309844576183,True,dro_minimax_median,"[-131.0, 0.0]",-131.0,0.0,-5.657309844576183,-6.479044541495968,0.5,11.34312035062488,0.6195696747945378,592.5,181.0,2,3142|3143,-5.657309844576183,-5.657309844576183,0.2827312046564837,-5.857230996641825,-5.457388692510542,-6.479044541495968,-6.479044541495968,0.0008231645309074,-3.1921057538168283,-6.479044541495968,-9.484684259290388,11.34312035062488,0.6195696747945378,592.5,181.0,4.0,5.299041948446535,4.0,5.0,0.9289914730961482,0.0710085269038518,7.5,0.40675,0.59325,0.59325,0.59075,discounted_lints,0.1,2.078420280073592,0.9960358825125628,0.0320061067577963,2.078420280073592,0.0039641174874371,0.0320061067577963,,,,,15
6,discounted_lints__hybrid__z72_a0p5_hybrid_corr5_bsstablehie5_top10,discounted_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,10,MOM_pct_14_z|vol_expansion_72_log1p_z|MACD_hist_pct_z|vol_ratio_72_log1p_z|ema_spread_9_21_z|ema_spread_100_200_z|ADX_72_scaled|ema_spread_50_100_z|ADX_30_scaled|dist_to_high_168_sqrt_z,176.6261062411073,-5.665431518181496,True,dro_minimax_median,"[-145.5, 0.0]",-145.5,0.0,-5.665431518181496,-6.750442291695004,0.5,11.32101359016796,0.6598246818387514,617.5,195.5,2,3142|3143,-5.665431518181496,-5.665431518181496,0.3986646309289577,-5.947329982130594,-5.383533054232397,-6.750442291695004,-6.750442291695004,0.1760588097040976,-2.4103991976409684,-6.750442291695004,-9.003434858168237,11.32101359016796,0.6598246818387514,617.5,195.5,4.0,5.136380466532275,4.0,5.0,0.9544511548568532,0.0455488451431469,8.0,0.40275,0.5972500000000001,0.5972500000000001,0.5954999999999999,discounted_lints,0.1,7.974818063192731,0.9943383227922438,0.0314026797598916,7.974818063192731,0.0056616772077561,0.0314026797598916,,,,,16
5,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,397.830059277581,-3.293043250669236,True,dro_minimax_median,"[-97.0, 0.0]",-97.0,0.0,-3.293043250669236,-4.195970796135957,0.5,8.738859882729777,0.7284153557378611,481.0,147.0,1,3142,-3.293043250669236,-3.293043250669236,0.0,-3.293043250669236,-3.293043250669236,-4.195970796135957,-4.195970796135957,0.0,-0.584260614269072,-4.195970796135957,-4.75230369013356,8.738859882729777,0.7284153557378611,481.0,147.0,4.0,6.705128205128205,4.0,7.0,0.8367346938775511,0.1632653061224489,10.0,0.312,0.688,0.688,0.683,discounted_linucb,0.1,24.65495034413727,0.997486363896645,,24.65495034413727,0.002513636103355,,0.0515744062899554,0.0515744062899554,,,1
13,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,314.84673005082385,-3.5085561276487827,True,dro_minimax_median,"[-80.0, 0.0]",-80.0,0.0,-3.5085561276487827,-4.776996764878572,0.5,8.183578324783126,0.7716750377536136,462.0,130.0,1,3142,-3.5085561276487827,-3.5085561276487827,0.0,-3.5085561276487827,-3.5085561276487827,-4.776996764878572,-4.776996764878572,0.0,0.2967657840405831,-4.776996764878572,-4.488343818158787,8.183578324783126,0.7716750377536136,462.0,130.0,4.0,6.475903614457831,4.0,7.0,0.8132530120481928,0.1867469879518072,9.0,0.3319999999999999,0.668,0.668,0.6655,discounted_linucb,0.1,27.79450110861754,0.996823851402749,,27.79450110861754,0.003176148597251,,0.0252931386796142,0.0252931386796142,,,2
6,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,432.8439311675093,-3.5479445116558512,True,dro_minimax_median,"[-128.0, 0.0]",-128.0,0.0,-3.5479445116558512,-4.427220053726203,0.5,7.542311194916918,0.7854280466575593,558.0,178.0,1,3142,-3.5479445116558512,-3.5479445116558512,0.0,-3.5479445116558512,-3.5479445116558512,-4.427220053726203,-4.427220053726203,0.0,-0.9101178854447944,-4.427220053726203,-5.311403446630484,7.542311194916918,0.7854280466575593,558.0,178.0,4.0,5.928176795580111,4.0,6.0,0.861878453038674,0.1381215469613259,8.5,0.362,0.638,0.638,0.635,discounted_linucb,0.1,12.395534255081987,0.9976896984617464,,12.395534255081987,0.0023103015382535,,0.1960306804278217,0.1960306804278217,,,3
11,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,381.3216541970105,-3.584917773201828,True,dro_minimax_median,"[-112.0, 0.0]",-112.0,0.0,-3.584917773201828,-4.712340850533258,0.5,9.303872697550652,0.6925984320469313,518.0,162.0,1,3142,-3.584917773201828,-3.584917773201828,0.0,-3.584917773201828,-3.584917773201828,-4.712340850533258,-4.712340850533258,0.0,-0.2026485412075359,-4.712340850533258,-4.888602910152159,9.303872697550652,0.6925984320469313,518.0,162.0,4.0,6.325301204819277,4.0,7.0,0.8493975903614458,0.1506024096385542,9.0,0.3319999999999999,0.668,0.668,0.663,discounted_linucb,0.1,28.37537704438988,0.9973775420593256,,28.37537704438988,0.0026224579406742,,0.1172279573627483,0.1172279573627483,,,4
7,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,234.3849654548021,-3.592477011620526,True,dro_minimax_median,"[-107.0, 0.0]",-107.0,0.0,-3.592477011620526,-4.422510843325289,0.5,11.301241281872654,0.7610004503019792,489.0,157.0,1,3142,-3.592477011620526,-3.592477011620526,0.0,-3.592477011620526,-3.592477011620526,-4.422510843325289,-4.422510843325289,0.0,-1.1023755165062377,-4.422510843325289,-5.465331070395937,11.301241281872654,0.7610004503019792,489.0,157.0,4.0,6.423312883435583,4.0,6.0,0.8343949044585988,0.1656050955414012,9.0,0.3259999999999999,0.674,0.674,0.672,discounted_linucb,0.1,24.36861883015971,0.9957335147411884,,24.36861883015971,0.0042664852588116,,0.006552940772165,0.006552940772165,,,5
8,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,223.90525973473865,-3.6296656802150737,True,dro_minimax_median,"[-112.0, 0.0]",-112.0,0.0,-3.6296656802150737,-4.583607987399955,0.5,8.793702026921013,0.7685231473144548,539.0,162.0,1,3142,-3.6296656802150737,-3.6296656802150737,0.0,-3.6296656802150737,-3.6296656802150737,-4.583607987399955,-4.583607987399955,0.0,-0.7678387586604293,-4.583607987399955,-5.335272942115051,8.793702026921013,0.7685231473144548,539.0,162.0,4.0,5.967391304347826,4.0,6.0,0.8695652173913043,0.1304347826086956,7.0,0.368,0.632,0.632,0.63,discounted_linucb,0.1,1.0945369323299512,0.9955338253277984,,1.0945369323299512,0.0044661746722015,,0.0313211951845725,0.0313211951845725,,,6
1,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,326.34798058830177,-3.638733362039941,True,dro_minimax_median,"[-112.0, 0.0]",-112.0,0.0,-3.638733362039941,-4.502988443741821,0.5,7.54424114155775,0.7719580906066801,515.0,162.0,1,3142,-3.638733362039941,-3.638733362039941,0.0,-3.638733362039941,-3.638733362039941,-4.502988443741821,-4.502988443741821,0.0,-1.0459681169343,-4.502988443741821,-5.495067993347732,7.54424114155775,0.7719580906066801,515.0,162.0,4.0,6.165680473372781,4.0,6.0,0.8402366863905325,0.1597633136094674,9.0,0.3385,0.6615,0.6615,0.657,discounted_linucb,0.1,10.84929895335476,0.9969357861562456,,10.84929895335476,0.0030642138437545,,0.0474355292596126,0.0474355292596126,,,7
9,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,430.89187229059337,-3.6503004298832336,True,dro_minimax_median,"[-81.0, 0.0]",-81.0,0.0,-3.6503004298832336,-4.331746652691167,0.5,9.378567808444291,0.7034808457686058,471.0,131.0,1,3142,-3.6503004298832336,-3.6503004298832336,0.0,-3.6503004298832336,-3.6503004298832336,-4.331746652691167,-4.331746652691167,0.0,-1.6059617614594328,-4.331746652691167,-5.861122625995534,9.378567808444291,0.7034808457686058,471.0,131.0,4.0,6.585365853658536,4.0,7.0,0.8292682926829268,0.1707317073170731,8.0,0.3279999999999999,0.672,0.672,0.6695,discounted_linucb,0.1,17.884705297399734,0.997679232159372,,17.884705297399734,0.002320767840628,,0.0231833665119487,0.0231833665119487,,,8
14,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,293.9245203409791,-3.790929943907555,True,dro_minimax_median,"[-94.0, 0.0]",-94.0,0.0,-3.790929943907555,-4.690666365293694,0.5,9.18060303716902,0.7428675026413405,500.0,144.0,1,3142,-3.790929943907555,-3.790929943907555,0.0,-3.790929943907555,-3.790929943907555,-4.690666365293694,-4.690666365293694,0.0,-1.091720679749138,-4.690666365293694,-5.7079139501154765,9.18060303716902,0.7428675026413405,500.0,144.0,4.0,6.0,4.0,6.0,0.863905325443787,0.136094674556213,8.0,0.3379999999999999,0.662,0.662,0.659,discounted_linucb,0.1,19.46163855635413,0.9965977659882208,,19.46163855635413,0.0034022340117793,,0.0377256779142763,0.0377256779142763,,,9
15,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,345.8793944974814,-4.3060455350657145,True,dro_minimax_median,"[-94.0, 0.0]",-94.0,0.0,-4.3060455350657145,-5.125788385916629,0.5,11.276430146057647,0.6708756395052315,469.0,144.0,1,3142,-4.3060455350657145,-4.3060455350657145,0.0,-4.3060455350657145,-4.3060455350657145,-5.125788385916629,-5.125788385916629,0.0,-1.8468169825129703,-5.125788385916629,-6.874911723736024,11.276430146057647,0.6708756395052315,469.0,144.0,4.0,6.383116883116883,4.0,7.0,0.8245614035087719,0.175438596491228,10.0,0.3085,0.6915,0.6915,0.689,discounted_linucb,0.1,29.22416759569928,0.9971088188082068,,29.22416759569928,0.0028911811917933,,0.0314051437786113,0.0314051437786113,,,10
0,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,325.0,-4.313726568942774,True,dro_minimax_median,"[-137.0, 0.0]",-137.0,0.0,-4.313726568942774,-4.913518418278126,0.5,9.203409235355842,0.7315657272977509,579.0,187.0,1,3142,-4.313726568942774,-4.313726568942774,0.0,-4.313726568942774,-4.313726568942774,-4.913518418278126,-4.913518418278126,0.0,-2.5143510209367186,-4.913518418278126,-7.305285931571966,9.203409235355842,0.7315657272977509,579.0,187.0,4.0,5.8,4.0,5.0,0.8871794871794871,0.1128205128205128,7.0,0.39,0.61,0.61,0.608,discounted_linucb,0.1,1.0,0.9969230769230768,,1.0,0.003076923076923,,0.1,0.1,,,11
12,discounted_linucb__corr__z24_a0p5_corr_pruned_top10,discounted_linucb,corr,z24_a0p5_corr_pruned_top10,24,10,volatility_72_sqrt_z|ret_accel_6_24_z|MOM_pct_30_z|MOM_pct_14_z|ema_spread_9_21_z|log_ret_24_z|range_sqrt_z|vol_ratio_168_log1p_z|body_sqrt_z|ret_accel_24_72_z,415.6442695465906,-5.055265044277245,True,dro_minimax_median,"[-110.0, 0.0]",-110.0,0.0,-5.055265044277245,-6.225953930262267,0.5,9.17495107127857,0.7174773505409868,512.0,160.0,1,3142,-5.055265044277245,-5.055265044277245,0.0,-5.055265044277245,-5.055265044277245,-6.225953930262267,-6.225953930262267,0.0,-1.5431983863221792,-6.225953930262267,-7.640604775957047,9.17495107127857,0.7174773505409868,512.0,160.0,4.0,6.15934065934066,4.0,6.0,0.85,0.15,8.0,0.3405,0.6595,0.6595,0.657,discounted_linucb,0.1,9.427166079276995,0.997594096506874,,9.427166079276995,0.0024059034931261,,0.0765266048947293,0.0765266048947293,,,12
