subsample_id,z_window,alpha_out,top_k,feature,union_rank,best_rank,best_hie_norm,best_p_value,regime_coverage_topk,best_regime_source,subsample_size,entry_n_samples,entry_n_bins_used,entry_min_bin_size_used,entry_min_action_count_in_bin,entry_reason,exit_n_samples,exit_n_bins_used,exit_min_bin_size_used,exit_min_action_count_in_bin,exit_reason
0,24,0.5,7,ADX_72_scaled,1,1.0,0.02968766754796115,0.0,2,both_tie,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,7,RSI_72_bounded,2,2.0,0.023295696471911376,0.0,1,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,7,volatility_24_sqrt_z,3,2.0,0.009705049199628668,0.0,1,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,7,ADX_30_scaled,4,3.0,0.02194301863136333,0.0,2,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,7,dist_ema_200_z,5,3.0,0.011183030769249924,0.0,1,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,7,ema_spread_50_100_z,6,4.0,0.015155345015894106,0.0,2,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,7,RSI_30_bounded,7,4.0,0.019805525424578585,0.0,1,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,ADX_72_scaled,1,1.0,0.02968766754796115,0.0,2,both_tie,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,RSI_72_bounded,2,2.0,0.023295696471911376,0.0,1,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,volatility_24_sqrt_z,3,2.0,0.009705049199628668,0.0,1,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,ADX_30_scaled,4,3.0,0.02194301863136333,0.0,2,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,dist_ema_200_z,5,3.0,0.011183030769249924,0.0,1,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,ema_spread_50_100_z,6,4.0,0.015155345015894106,0.0,2,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,RSI_30_bounded,7,4.0,0.019805525424578585,0.0,1,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,RSI_14_bounded,8,5.0,0.017781844838809235,0.0,1,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,ema_spread_9_21_z,9,6.0,0.016056682154253488,0.0,2,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,ema_spread_100_200_z,10,6.0,0.01357108002088886,0.0,2,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,volatility_168_sqrt_z,11,7.0,0.015871278582937354,0.0,1,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,ema_slope_21_z,12,7.0,0.008240172536261192,0.0,1,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,log_ret_168_z,13,8.0,0.015108095995411297,0.0,2,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,14,NATR_14_z,14,9.0,0.013479805431041547,0.0,1,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,ADX_72_scaled,1,1.0,0.02968766754796115,0.0,2,both_tie,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,RSI_72_bounded,2,2.0,0.023295696471911376,0.0,1,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,volatility_24_sqrt_z,3,2.0,0.009705049199628668,0.0,1,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,ADX_30_scaled,4,3.0,0.02194301863136333,0.0,2,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,dist_ema_200_z,5,3.0,0.011183030769249924,0.0,1,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,ema_spread_50_100_z,6,4.0,0.015155345015894106,0.0,2,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,RSI_30_bounded,7,4.0,0.019805525424578585,0.0,1,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,RSI_14_bounded,8,5.0,0.017781844838809235,0.0,1,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,ema_spread_9_21_z,9,6.0,0.016056682154253488,0.0,2,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,ema_spread_100_200_z,10,6.0,0.01357108002088886,0.0,2,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,volatility_168_sqrt_z,11,7.0,0.015871278582937354,0.0,1,entry,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,ema_slope_21_z,12,7.0,0.008240172536261192,0.0,1,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,log_ret_168_z,13,8.0,0.015108095995411297,0.0,2,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
0,24,0.5,20,NATR_14_z,14,9.0,0.013479805431041547,0.0,1,exit,8400,16800,15,1120,560,ok,16800,15,1120,560,ok
