interval_minutes,symbol,z_window,series_kind,series_name,n_obs,n_unique,mean,std,adf_stat,adf_pvalue,adf_lags,kpss_stat,kpss_pvalue,kpss_lags,pp_stat,pp_pvalue,pp_lags,test_error,adf_reject_unit_root_5pct,kpss_reject_stationarity_5pct,kpss_not_reject_stationarity_5pct,both_stationary_5pct,stationarity_class
240,BTCUSDT,24,final_feature,dist_ema_200_z,5649,5601,-0.01674396221238318,1.5655353381061345,-19.890366890195672,0.0,0,0.2212040199306766,0.1,39,-20.056873825567486,0.0,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ema_slope_200_z,5649,5631,-0.018772824830643468,1.7036463917011806,-13.822712322762678,7.851143953765944e-26,19,0.27594780953184694,0.1,40,-10.200182801515277,5.998886997813318e-18,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ema_spread_9_21_z,5649,5638,0.009350079892747392,1.6105287060213376,-16.78037943187913,1.2656414432363716e-29,20,0.03720925859666182,0.1,40,-10.913480106133104,1.0821219586193057e-19,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ema_spread_21_50_z,5649,5633,-0.012011679691990016,1.7574177206355133,-15.390060252791871,3.3190502852681517e-28,2,0.1958818304704777,0.1,42,-10.206761553302563,5.777200425060922e-18,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ema_spread_50_100_z,5649,5634,-0.01911556883663288,1.8229429892735987,-12.101682245596304,2.011601320995312e-22,3,0.22500655166330302,0.1,43,-8.998116889946852,6.609403955187258e-15,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ema_spread_100_200_z,5649,5645,-0.06104924688013013,1.82003733052265,-9.159947623401333,2.5490038629763528e-15,14,0.24770320798847592,0.1,43,-7.876129130074039,4.838700548528419e-12,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,MOM_pct_14_z,5649,5637,-0.00034997717941305306,1.3995957026288615,-15.497783332636615,2.437791033909081e-28,31,0.025155829935198562,0.1,38,-16.93089970877416,9.778858690597671e-30,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ADX_14_scaled,5649,5649,0.14414189068456382,0.5077739710725974,-10.834746811855428,1.67311622881101e-19,7,0.06001948192400829,0.1,43,-8.843300373316158,1.6461398257029558e-14,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,RSI_14_bounded,5649,5649,0.011238972182883309,0.26862452537431014,-12.109969349107367,1.929471455563533e-22,6,0.662004876304099,0.016999556699627362,42,-13.94186051957405,4.8754431538854776e-26,33,,True,True,False,False,conflict_ADF_stationary_KPSS_nonstationary
240,BTCUSDT,24,final_feature,MOM_pct_30_z,5649,5633,-0.0159517177735796,1.5343723347917615,-15.126909198149564,7.324540682835303e-28,31,0.04387805544836136,0.1,40,-17.93833172166174,2.866700182623552e-30,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ADX_30_scaled,5649,5649,-0.14746868224155024,0.3817044550192189,-8.47576554360675,1.436895160817405e-13,8,0.09076131741276745,0.1,44,-6.495271659548086,1.1986461992074386e-08,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,RSI_30_bounded,5649,5649,0.012939331999564237,0.1973263360301279,-8.602863808780405,6.794537584790238e-14,6,1.0052639893486488,0.01,43,-9.284631032468578,1.2248402200173322e-15,33,,True,True,False,False,conflict_ADF_stationary_KPSS_nonstationary
240,BTCUSDT,24,final_feature,MOM_pct_72_z,5649,5632,0.010858561330572615,1.528588338714247,-18.939849727966735,0.0,0,0.023663171240112416,0.1,40,-18.961797541134754,0.0,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ADX_72_scaled,5649,5649,-0.4004527320591497,0.2598330510120293,-6.432754330345071,1.681529151349593e-08,7,0.19255051071620605,0.1,44,-3.824381567785595,0.0026674821793111073,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,RSI_72_bounded,5649,5649,0.012682031359826925,0.1392043238328657,-5.53880332492874,1.7203111765454492e-06,6,1.9956951481077134,0.01,44,-5.8686051209792245,3.280463823488964e-07,33,,True,True,False,False,conflict_ADF_stationary_KPSS_nonstationary
240,BTCUSDT,24,final_feature,MACD_hist_pct_z,5649,5640,-0.0008665588158883401,1.4765337998479464,-17.23756567582857,6.136497656589829e-30,29,0.19459635485753757,0.1,38,-10.93687488997647,9.510751691318532e-20,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,NATR_14_z,5649,5622,-0.15996093557725732,1.5397424588646893,-11.434337147885872,6.40233584193589e-21,33,0.043112471883746596,0.1,40,-13.036294270409519,2.2895831434557802e-24,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,bb_width_20_sqrt_z,5649,5622,-0.049481300622408846,1.587241035102206,-19.02829307637008,0.0,22,0.0483795668684495,0.1,39,-10.214612708207222,5.523406896348177e-18,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,bb_pos_20_norm,5649,5649,0.0018438240051695432,0.3390636073130342,-21.573510568729862,0.0,0,0.4317896688018892,0.06345272896470294,39,-21.60023085748188,0.0,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,volatility_24_sqrt_z,5649,5575,-0.11467928349720764,1.648890727350371,-15.811320216331506,1.045884797279297e-28,24,0.07349252509463772,0.1,40,-15.667767668545483,1.525999116295103e-28,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,volatility_72_sqrt_z,5649,5573,-0.11733671665853292,1.6575338534515474,-16.733734237575444,1.3762936629695356e-29,6,0.018397122661061003,0.1,40,-17.759385821527385,3.343560707540378e-30,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,volatility_168_sqrt_z,5649,5569,-0.06277126566219468,1.7195756949605843,-14.147972576411767,2.1871342723195136e-26,8,0.06298910707877553,0.1,41,-20.6827666319113,0.0,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,log_ret_6_z,5649,5635,0.007812936467651648,1.298943563981776,-16.58669802149412,1.8140397124022422e-29,31,0.02370527060065505,0.1,27,-19.71041959895845,0.0,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,log_ret_24_z,5649,5630,0.01083211764100708,1.5111152638039798,-16.05645232483353,5.700339317467073e-29,24,0.02898119929046611,0.1,39,-17.070928825622733,7.826423997368449e-30,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,log_ret_72_z,5649,5631,0.02404715380735695,1.5275498197776145,-18.941773021148656,0.0,0,0.026634556023044476,0.1,40,-18.963422504588078,0.0,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,log_ret_168_z,5649,5623,-0.009927977720520122,1.545219266854512,-12.306683499029266,7.244861275926335e-23,24,0.1137650929844095,0.1,40,-18.26211375795779,2.329840403155494e-30,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ret_accel_6_24_z,5649,5642,-0.012601221944901209,1.445323196927431,-16.89969188610996,1.0299833692820191e-29,33,0.027801399111524884,0.1,39,-16.94683451321996,9.526128288256871e-30,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ret_accel_24_72_z,5649,5627,-0.003031875253083156,1.5711474508914292,-13.793359224127622,8.841726495657182e-26,17,0.01790953724204241,0.1,40,-18.473162334903318,2.1384465335610233e-30,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,ret_accel_72_168_z,5649,5626,0.021792017404249502,1.5310672059482417,-15.706104668513984,1.3773395847105816e-28,6,0.017675177783577144,0.1,40,-18.152367821680723,2.473933789263276e-30,33,,True,False,True,True,stationary_by_ADF_and_KPSS
240,BTCUSDT,24,final_feature,vol_ratio_24_log1p_z,5649,5639,0.04368936467168199,1.22300135356274,-24.950174112968664,0.0,33,0.022749653088195782,0.1,37,-33.086919986051846,0.0,33,,True,False,True,True,stationary_by_ADF_and_KPSS
