number,value,params_lambda_prior,params_noise_std,params_one_minus_gamma,user_attrs_bandit_consulted_ratio_overall,user_attrs_constraints_values,user_attrs_cv_finite_objective,user_attrs_cv_min_symbol_trades,user_attrs_decision_point_ratio_overall,user_attrs_dro_alpha,user_attrs_dro_minimax_max,user_attrs_dro_minimax_mean,user_attrs_dro_minimax_median,user_attrs_dro_minimax_min,user_attrs_dro_minimax_std,user_attrs_dro_pure_min_mean,user_attrs_dro_pure_min_median,user_attrs_dro_pure_min_std,user_attrs_forced_singleton_ratio_overall,user_attrs_full_mean_aggregate_median,user_attrs_h1_mean_aggregate_median,user_attrs_h2_mean_aggregate_median,user_attrs_mean_holding_bars_overall,user_attrs_median_holding_bars_overall,user_attrs_median_max_drawdown_abs,user_attrs_median_min_symbol_trades,user_attrs_median_profit_factor,user_attrs_median_time_between_entries_overall,user_attrs_median_total_trades,user_attrs_memory_horizon_bars,user_attrs_n_seeds,user_attrs_objective_metric_name,user_attrs_objective_score,user_attrs_observed_dro_minimax_median,user_attrs_observed_dro_pure_min_median,user_attrs_observed_median_max_drawdown_abs,user_attrs_observed_median_min_symbol_trades,user_attrs_observed_median_profit_factor,user_attrs_observed_median_total_trades,user_attrs_p25_holding_bars_overall,user_attrs_p75_holding_bars_overall,user_attrs_pending_update_queued_ratio_overall,user_attrs_seeds_used,user_attrs_share_trades_closed_after_horizon_overall,user_attrs_share_trades_closed_before_horizon_overall,user_attrs_valid,state
0,-4.8778653268911185,1.0,0.03,0.003076923076923077,0.6135,"[-118.0, 0.0]",0.0,-118.0,0.6135,0.5,-4.805455002415012,-4.8778653268911185,-4.8778653268911185,-4.950275651367226,0.10240366292994757,-6.0972033000351775,-6.0972033000351775,0.026515062925455742,0.38649999999999995,-7.24700099954393,-1.219851407458944,-6.0972033000351775,5.566642033697901,4.0,10.16859090991869,168.0,0.6915782463257598,8.5,563.0,325.0,2,dro_minimax_median,-4.8778653268911185,-4.8778653268911185,-6.0972033000351775,10.16859090991869,168.0,0.6915782463257598,563.0,4.0,5.0,0.6095,3142|3143,0.06992884951000133,0.9300711504899987,True,COMPLETE
1,-5.327127152592754,0.7630340364993864,0.03288600341424091,0.0044566066404837686,0.6072500000000001,"[-134.5, 0.0]",0.0,-134.5,0.6072500000000001,0.5,-4.262896832173679,-5.327127152592754,-5.327127152592754,-6.39135747301183,1.505048952625321,-6.368579846929618,-6.368579846929618,2.0604785223383626,0.39275,-8.434519003316757,-2.202769069582165,-6.368579846929618,5.446851942941466,4.0,11.190291602833408,184.5,0.6323161999686866,8.0,582.5,224.38596911740208,2,dro_minimax_median,-5.327127152592754,-5.327127152592754,-6.368579846929618,11.190291602833408,184.5,0.6323161999686866,582.5,4.0,5.125,0.6045,3142|3143,0.06894503405670838,0.9310549659432916,True,COMPLETE
2,-5.657309844576183,2.078420280073592,0.03200610675779633,0.0039641174874371545,0.59325,"[-131.0, 0.0]",0.0,-131.0,0.59325,0.5,-5.457388692510542,-5.657309844576183,-5.657309844576183,-5.857230996641825,0.2827312046564837,-6.479044541495968,-6.479044541495968,0.000823164530907452,0.40675,-9.484684259290388,-3.1921057538168283,-6.479044541495968,5.299041948446535,4.0,11.34312035062488,181.0,0.6195696747945378,7.5,592.5,252.26295718256094,2,dro_minimax_median,-5.657309844576183,-5.657309844576183,-6.479044541495968,11.34312035062488,181.0,0.6195696747945378,592.5,4.0,5.0,0.59075,3142|3143,0.07100852690385182,0.9289914730961482,True,COMPLETE
3,-3.3426332995550743,2.138870492726761,0.00975423826382478,0.005213461445188799,0.6965,"[-74.5, 0.0]",0.0,-74.5,0.6965,0.5,-2.6368270643909333,-3.3426332995550743,-3.3426332995550743,-4.048439534719215,0.998160750176622,-3.8472610859378364,-3.8472610859378364,0.7439229490419128,0.3035,-5.613748729456532,-1.8287499404067875,-3.8472610859378364,5.756460061108687,4.0,8.50844164384268,124.5,0.7171639357140351,8.0,444.0,191.8111432324568,2,dro_minimax_median,-3.3426332995550743,-3.3426332995550743,-3.8472610859378364,8.50844164384268,124.5,0.7171639357140351,444.0,4.0,5.0,0.69275,3142|3143,0.10438673068529025,0.8956132693147096,True,COMPLETE
4,-4.425310434311723,2.799300001045444,0.0059562797738819334,0.005508069523678451,0.76225,"[-60.5, 0.0]",0.0,-60.5,0.76225,0.5,-4.146331399742085,-4.425310434311723,-4.425310434311723,-4.7042894688813615,0.3945359343061351,-5.588429362536651,-5.588429362536651,0.433771179209818,0.23775000000000002,-6.480019731948426,-0.9359536496369391,-5.588429362536651,5.9736958443854995,4.0,9.587035365152275,110.5,0.6342856914986998,8.0,402.0,181.55181151965027,2,dro_minimax_median,-4.425310434311723,-4.425310434311723,-5.588429362536651,9.587035365152275,110.5,0.6342856914986998,402.0,4.0,5.0,0.7597499999999999,3142|3143,0.10910118711136235,0.8908988128886377,True,COMPLETE
5,-3.399610353863002,0.6486247879944487,0.004148652883344003,0.0038668520233609617,0.8115,"[-22.0, 0.0]",0.0,-22.0,0.8115,0.5,-2.2016434218888965,-3.399610353863002,-3.399610353863002,-4.597577285837107,1.6941810824722667,-4.016485108762629,-4.016485108762629,1.9781213305205914,0.1885,-5.499799045008647,-1.548986089164119,-4.016485108762629,6.868411842934136,4.0,9.736772219918631,72.0,0.6711464709927875,9.75,331.5,258.60829272976093,2,dro_minimax_median,-3.399610353863002,-3.399610353863002,-4.016485108762629,9.736772219918631,72.0,0.6711464709927875,331.5,4.0,6.5,0.80825,3142|3143,0.1604169026849439,0.8395830973150561,True,COMPLETE
6,-5.665431518181496,7.974818063192731,0.03140267975989169,0.005661677207756188,0.5972500000000001,"[-145.5, 0.0]",0.0,-145.5,0.5972500000000001,0.5,-5.383533054232397,-5.665431518181496,-5.665431518181496,-5.947329982130594,0.39866463092895776,-6.750442291695004,-6.750442291695004,0.17605880970409768,0.40275,-9.003434858168237,-2.4103991976409684,-6.750442291695004,5.136380466532275,4.0,11.321013590167961,195.5,0.6598246818387514,8.0,617.5,176.62610624110727,2,dro_minimax_median,-5.665431518181496,-5.665431518181496,-6.750442291695004,11.321013590167961,195.5,0.6598246818387514,617.5,4.0,5.0,0.5954999999999999,3142|3143,0.04554884514314693,0.9544511548568531,True,COMPLETE
7,-4.2265296752395205,7.174971876029685,0.006316372478982891,0.003846184291896348,0.7124999999999999,"[-54.5, 0.0]",0.0,-54.5,0.7124999999999999,0.5,-3.734252064874617,-4.2265296752395205,-4.2265296752395205,-4.7188072856044245,0.696185673030665,-5.065915549606496,-5.065915549606496,0.48456752902891564,0.28750000000000003,-6.69439062385682,-1.7083720521385959,-5.065915549606496,5.611530133525803,4.0,9.40960457150099,104.5,0.6057173644699975,8.25,434.0,259.9979418840987,2,dro_minimax_median,-4.2265296752395205,-4.2265296752395205,-5.065915549606496,9.40960457150099,104.5,0.6057173644699975,434.0,4.0,5.0,0.7075,3142|3143,0.09281847708408517,0.9071815229159148,True,COMPLETE
8,-3.9286706754116536,3.5816889355982244,0.001729094477481022,0.0026343839324488934,0.8025,"[-32.0, 0.0]",0.0,-32.0,0.8025,0.5,-3.619973242598534,-3.9286706754116536,-3.9286706754116536,-4.237368108224773,0.436564096154071,-4.970279129960096,-4.970279129960096,0.9315981894065417,0.1975,-5.7437353211150715,-0.8038453117663268,-4.970279129960096,6.767777199375326,4.0,8.695464320629009,82.0,0.6613660853027167,9.0,335.5,379.59539142436665,2,dro_minimax_median,-3.9286706754116536,-3.9286706754116536,-4.970279129960096,8.695464320629009,82.0,0.6613660853027167,335.5,4.0,5.5,0.79925,3142|3143,0.13841749089016137,0.8615825091098386,True,COMPLETE
9,-4.534188807232635,4.261084584588222,0.001212701833279365,0.005237226505152544,0.75725,"[-55.0, 0.0]",0.0,-55.0,0.75725,0.5,-3.9306354403478148,-4.534188807232635,-4.534188807232635,-5.137742174117454,0.8535533570644565,-5.40353046267554,-5.40353046267554,1.0716755563041704,0.24275000000000002,-7.234756032991312,-1.92616384090392,-5.40353046267554,5.729743749351592,4.0,9.841127481700717,105.0,0.6099374307201778,7.5,391.0,190.9407582460238,2,dro_minimax_median,-4.534188807232635,-4.534188807232635,-5.40353046267554,9.841127481700717,105.0,0.6099374307201778,391.0,4.0,5.0,0.755,3142|3143,0.10540464063384267,0.8945953593661573,True,COMPLETE
