trial_number,study_name,bandit_name,method_group,set_name,z_window,n_market_features,feature_list,memory_horizon_bars,objective_score,valid,objective_metric_name,constraints_values,cv_min_symbol_trades,cv_finite_objective,observed_dro_minimax_median,observed_dro_pure_min_median,dro_alpha,observed_median_max_drawdown_abs,observed_median_profit_factor,observed_median_total_trades,observed_median_min_symbol_trades,n_seeds,seeds_used,dro_minimax_median,dro_minimax_mean,dro_minimax_std,dro_minimax_min,dro_minimax_max,dro_pure_min_median,dro_pure_min_mean,dro_pure_min_std,h1_mean_aggregate_median,h2_mean_aggregate_median,full_mean_aggregate_median,median_max_drawdown_abs,median_profit_factor,median_total_trades,median_min_symbol_trades,median_holding_bars_overall,mean_holding_bars_overall,p25_holding_bars_overall,p75_holding_bars_overall,share_trades_closed_before_horizon_overall,share_trades_closed_after_horizon_overall,median_time_between_entries_overall,forced_singleton_ratio_overall,decision_point_ratio_overall,bandit_consulted_ratio_overall,pending_update_queued_ratio_overall,param_bandit_type,param_reward_clip,param_lambda_prior,param_window_size,param_noise_std,optuna_param_lambda_prior,optuna_param_window_size,optuna_param_noise_std,param_ucb_alpha,optuna_param_ucb_alpha
0,sw_lints__corr__z48_a0p5_corr_pruned_top10,sw_lints,corr,z48_a0p5_corr_pruned_top10,48,10,MOM_pct_14_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_30_z|range_sqrt_z|bb_width_20_sqrt_z|vol_ratio_72_log1p_z|body_sqrt_z|ret_accel_6_24_z|NATR_14_z,325.0,-4.784006631711947,True,dro_minimax_median,"[-109.0, 0.0]",-109.0,0.0,-4.784006631711947,-5.559876155996288,0.5,10.026942410021999,0.6549050983080063,531.0,159.0,5,3142|3143|3144|3145|3146,-4.784006631711947,-4.873326998088271,1.2636305972556157,-6.908554029844069,-3.4733681439499824,-5.559876155996288,-5.8862696633997915,1.606990323717504,-2.016340880698775,-5.559876155996288,-7.448667633158853,10.026942410021999,0.6549050983080063,531.0,159.0,4.0,6.178571428571429,4.0,6.0,0.88,0.12,8.0,0.35550000000000004,0.6445,1.0,0.995,sw_lints,0.1,1.0,325,0.03,1.0,325,0.03,,
1,sw_lints__corr__z48_a0p5_corr_pruned_top10,sw_lints,corr,z48_a0p5_corr_pruned_top10,48,10,MOM_pct_14_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_30_z|range_sqrt_z|bb_width_20_sqrt_z|vol_ratio_72_log1p_z|body_sqrt_z|ret_accel_6_24_z|NATR_14_z,225.0,-5.063873958870279,True,dro_minimax_median,"[-80.0, 0.0]",-80.0,0.0,-5.063873958870279,-5.93989486855218,0.5,10.13593349948806,0.6430859300583547,456.0,130.0,5,3142|3143|3144|3145|3146,-5.063873958870279,-4.847821929341883,1.0667942108724087,-5.991350200289903,-3.08663938323832,-5.93989486855218,-5.851491420127435,1.242437376856395,-1.6800822616099538,-5.93989486855218,-8.337795122808641,10.13593349948806,0.6430859300583547,456.0,130.0,4.0,6.680981595092025,4.0,6.0,0.8641975308641975,0.13580246913580246,8.0,0.3235,0.6765,1.0,0.995,sw_lints,0.1,3.672477322050449,225,0.012496721473894587,3.672477322050449,225,0.012496721473894587,,
2,sw_lints__corr__z48_a0p5_corr_pruned_top10,sw_lints,corr,z48_a0p5_corr_pruned_top10,48,10,MOM_pct_14_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_30_z|range_sqrt_z|bb_width_20_sqrt_z|vol_ratio_72_log1p_z|body_sqrt_z|ret_accel_6_24_z|NATR_14_z,300.0,-4.729501899877983,True,dro_minimax_median,"[-104.0, 0.0]",-104.0,0.0,-4.729501899877983,-5.828454546695521,0.5,9.581292337504177,0.6342712667364357,473.0,154.0,5,3142|3143|3144|3145|3146,-4.729501899877983,-4.885749904000552,0.5626411097618405,-5.6962806638662,-4.306130575094322,-5.828454546695521,-5.9659395580381265,0.7595416175364983,-1.5471034014097773,-5.828454546695521,-7.312597427300415,9.581292337504177,0.6342712667364357,473.0,154.0,4.0,6.573248407643312,4.0,7.0,0.8407643312101911,0.1592356687898089,9.0,0.3195,0.6805,1.0,0.995,sw_lints,0.1,24.45058168692544,300,0.019587875193323546,24.45058168692544,300,0.019587875193323546,,
3,sw_lints__corr__z48_a0p5_corr_pruned_top10,sw_lints,corr,z48_a0p5_corr_pruned_top10,48,10,MOM_pct_14_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_30_z|range_sqrt_z|bb_width_20_sqrt_z|vol_ratio_72_log1p_z|body_sqrt_z|ret_accel_6_24_z|NATR_14_z,175.0,-5.448616941341545,True,dro_minimax_median,"[-66.0, 0.0]",-66.0,0.0,-5.448616941341545,-5.927296342081838,0.5,12.964693603703392,0.5565518226819655,380.0,116.0,5,3142|3143|3144|3145|3146,-5.448616941341545,-5.36892040333692,0.5686757166346861,-6.16545856560229,-4.591457781388444,-5.927296342081838,-5.902502161653247,0.6975793939773647,-3.785455777664637,-5.927296342081838,-9.559890043066298,12.964693603703392,0.5565518226819655,380.0,116.0,4.0,8.037878787878787,4.0,9.5,0.7480916030534351,0.25190839694656486,10.0,0.262,0.738,1.0,0.995,sw_lints,0.1,6.892590636575401,175,0.0017980330440959514,6.892590636575401,175,0.0017980330440959514,,
4,sw_lints__corr__z48_a0p5_corr_pruned_top10,sw_lints,corr,z48_a0p5_corr_pruned_top10,48,10,MOM_pct_14_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_30_z|range_sqrt_z|bb_width_20_sqrt_z|vol_ratio_72_log1p_z|body_sqrt_z|ret_accel_6_24_z|NATR_14_z,300.0,-4.659837454842378,True,dro_minimax_median,"[-88.0, 0.0]",-88.0,0.0,-4.659837454842378,-5.737359232398956,0.5,10.352858292230893,0.7012355567445493,457.0,138.0,5,3142|3143|3144|3145|3146,-4.659837454842378,-4.8215913167947795,1.0515409300725667,-6.540085358538082,-3.669158616153175,-5.737359232398956,-6.005247674484169,1.219029634170572,-1.0155854897121859,-5.737359232398956,-6.553759012249075,10.352858292230893,0.7012355567445493,457.0,138.0,4.0,6.8441558441558445,4.0,6.0,0.855072463768116,0.14492753623188406,9.0,0.3075,0.6925,1.0,0.995,sw_lints,0.1,4.605578395334537,300,0.013618834376629212,4.605578395334537,300,0.013618834376629212,,
5,sw_lints__corr__z48_a0p5_corr_pruned_top10,sw_lints,corr,z48_a0p5_corr_pruned_top10,48,10,MOM_pct_14_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_30_z|range_sqrt_z|bb_width_20_sqrt_z|vol_ratio_72_log1p_z|body_sqrt_z|ret_accel_6_24_z|NATR_14_z,300.0,-5.461127995267125,True,dro_minimax_median,"[-100.0, 0.0]",-100.0,0.0,-5.461127995267125,-7.109158783496935,0.5,10.685317430773289,0.7264375907064009,464.0,150.0,5,3142|3143|3144|3145|3146,-5.461127995267125,-5.039990202526079,0.7380376975302367,-5.670441652895267,-3.9136277731109343,-7.109158783496935,-6.500539735575086,1.2126386347050386,-1.1603781410767458,-7.109158783496935,-6.931838480675516,10.685317430773289,0.7264375907064009,464.0,150.0,4.0,6.322368421052632,4.0,6.0,0.8486842105263158,0.1513157894736842,8.5,0.3035,0.6965,1.0,0.995,sw_lints,0.1,5.884459269971612,300,0.013297964459332606,5.884459269971612,300,0.013297964459332606,,
6,sw_lints__corr__z48_a0p5_corr_pruned_top10,sw_lints,corr,z48_a0p5_corr_pruned_top10,48,10,MOM_pct_14_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_30_z|range_sqrt_z|bb_width_20_sqrt_z|vol_ratio_72_log1p_z|body_sqrt_z|ret_accel_6_24_z|NATR_14_z,450.0,-3.5440477665596735,True,dro_minimax_median,"[-80.0, 0.0]",-80.0,0.0,-3.5440477665596735,-4.3706777181555765,0.5,8.69735098284522,0.70792902366909,446.0,130.0,5,3142|3143|3144|3145|3146,-3.5440477665596735,-3.3707212070218615,0.5280701046640495,-3.8931598671057923,-2.488338279095885,-4.3706777181555765,-4.133898916357485,0.7400629599189495,-1.042691976852687,-4.3706777181555765,-5.374360726726342,8.69735098284522,0.70792902366909,446.0,130.0,4.0,6.762589928057554,4.0,7.0,0.8231292517006803,0.17687074829931973,9.0,0.27749999999999997,0.7225,1.0,0.995,sw_lints,0.1,1.650846287730074,450,0.0018760743185387708,1.650846287730074,450,0.0018760743185387708,,
7,sw_lints__corr__z48_a0p5_corr_pruned_top10,sw_lints,corr,z48_a0p5_corr_pruned_top10,48,10,MOM_pct_14_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_30_z|range_sqrt_z|bb_width_20_sqrt_z|vol_ratio_72_log1p_z|body_sqrt_z|ret_accel_6_24_z|NATR_14_z,275.0,-4.776186041361762,True,dro_minimax_median,"[-78.0, 0.0]",-78.0,0.0,-4.776186041361762,-6.533058272012667,0.5,10.276161937070105,0.7273638191520275,440.0,128.0,5,3142|3143|3144|3145|3146,-4.776186041361762,-4.542517033280619,0.47720399267630204,-5.032391232332686,-3.9055974650722245,-6.533058272012667,-6.202088137834378,0.75348565658599,0.6511512320234947,-6.533058272012667,-5.876486194357844,10.276161937070105,0.7273638191520275,440.0,128.0,4.0,7.7304964539007095,4.0,8.0,0.7801418439716312,0.2198581560283688,8.0,0.28600000000000003,0.714,1.0,0.995,sw_lints,0.1,1.4429230661432635,275,0.002963670928442278,1.4429230661432635,275,0.002963670928442278,,
8,sw_lints__corr__z48_a0p5_corr_pruned_top10,sw_lints,corr,z48_a0p5_corr_pruned_top10,48,10,MOM_pct_14_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_30_z|range_sqrt_z|bb_width_20_sqrt_z|vol_ratio_72_log1p_z|body_sqrt_z|ret_accel_6_24_z|NATR_14_z,350.0,-5.1508185599813405,True,dro_minimax_median,"[-91.0, 0.0]",-91.0,0.0,-5.1508185599813405,-6.548567138808603,0.5,10.564976277194283,0.6954887483819802,488.0,141.0,5,3142|3143|3144|3145|3146,-5.1508185599813405,-5.176410314420911,0.624252715277984,-5.87851073223532,-4.249222143212022,-6.548567138808603,-6.435828522288313,0.9770432082126489,-1.1813535157195927,-6.548567138808603,-7.786086375996896,10.564976277194283,0.6954887483819802,488.0,141.0,4.0,7.149068322981367,4.0,6.0,0.8538011695906432,0.14619883040935672,8.0,0.3315,0.6685,1.0,0.995,sw_lints,0.1,0.7021639484127451,350,0.021127526447375734,0.7021639484127451,350,0.021127526447375734,,
9,sw_lints__corr__z48_a0p5_corr_pruned_top10,sw_lints,corr,z48_a0p5_corr_pruned_top10,48,10,MOM_pct_14_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_30_z|range_sqrt_z|bb_width_20_sqrt_z|vol_ratio_72_log1p_z|body_sqrt_z|ret_accel_6_24_z|NATR_14_z,375.0,-4.532181222863566,True,dro_minimax_median,"[-74.0, 0.0]",-74.0,0.0,-4.532181222863566,-6.338451180160765,0.5,9.738722120304011,0.7126614736356023,423.0,124.0,5,3142|3143|3144|3145|3146,-4.532181222863566,-4.489407311731154,0.20895377820041103,-4.741675224078138,-4.193881977358599,-6.338451180160765,-6.240152876679036,0.2550882345054528,0.8866286490280281,-6.338451180160765,-5.512246696732999,9.738722120304011,0.7126614736356023,423.0,124.0,4.0,8.055555555555555,4.0,7.0,0.8014705882352942,0.19852941176470587,9.0,0.2855,0.7145,1.0,0.995,sw_lints,0.1,11.424454836885744,375,0.006813071239863482,11.424454836885744,375,0.006813071239863482,,
