number,value,params_lambda_prior,params_one_minus_gamma,params_ucb_alpha,user_attrs_all_symbols_active_share,user_attrs_all_symbols_have_long_share,user_attrs_calmar_drawdown_floor_abs,user_attrs_calmar_drawdown_floor_applied,user_attrs_calmar_like,user_attrs_constraint_drawdown_ok,user_attrs_constraint_finite_objective_return_ok,user_attrs_constraint_max_trades_ok,user_attrs_constraint_min_trades_ok,user_attrs_constraint_profit_factor_ok,user_attrs_constraint_symbols_active_ok,user_attrs_constraint_symbols_have_long_ok,user_attrs_constraint_value_all_symbols_active,user_attrs_constraint_value_all_symbols_have_long,user_attrs_constraint_value_drawdown,user_attrs_constraint_value_finite_objective_return,user_attrs_constraint_value_max_trades,user_attrs_constraint_value_min_trades,user_attrs_constraint_value_profit_factor,user_attrs_constraints_values,user_attrs_diagnostic_mean_of_seed_mean_return_pct,user_attrs_diagnostic_median_mean_turnover,user_attrs_effective_drawdown_abs_for_calmar,user_attrs_invalid_score,user_attrs_max_drawdown_abs,user_attrs_max_seed_median_return_pct,user_attrs_max_total_trades,user_attrs_mean_of_seed_mean_return_pct,user_attrs_mean_of_seed_median_return_pct,user_attrs_mean_seed_half_return_gap_pct,user_attrs_mean_seed_max_half_median_return_pct,user_attrs_mean_seed_min_half_median_return_pct,user_attrs_mean_seed_second_minus_first_half_median_return_pct,user_attrs_mean_seed_val_first_max_drawdown_abs,user_attrs_mean_seed_val_first_mean_constraint_applied_ratio,user_attrs_mean_seed_val_first_mean_executed_action_1_ratio,user_attrs_mean_seed_val_first_mean_return_pct,user_attrs_mean_seed_val_first_mean_threshold_applied_ratio,user_attrs_mean_seed_val_first_mean_turnover,user_attrs_mean_seed_val_first_median_profit_factor,user_attrs_mean_seed_val_first_median_return_pct,user_attrs_mean_seed_val_first_positive_return_symbols,user_attrs_mean_seed_val_first_total_trade_events,user_attrs_mean_seed_val_first_total_trades,user_attrs_mean_seed_val_second_max_drawdown_abs,user_attrs_mean_seed_val_second_mean_constraint_applied_ratio,user_attrs_mean_seed_val_second_mean_executed_action_1_ratio,user_attrs_mean_seed_val_second_mean_return_pct,user_attrs_mean_seed_val_second_mean_threshold_applied_ratio,user_attrs_mean_seed_val_second_mean_turnover,user_attrs_mean_seed_val_second_median_profit_factor,user_attrs_mean_seed_val_second_median_return_pct,user_attrs_mean_seed_val_second_positive_return_symbols,user_attrs_mean_seed_val_second_total_trade_events,user_attrs_mean_seed_val_second_total_trades,user_attrs_median_active_symbols,user_attrs_median_long_action_symbols,user_attrs_median_max_drawdown_abs,user_attrs_median_mean_turnover,user_attrs_median_of_seed_mean_return_pct,user_attrs_median_of_seed_median_return_pct,user_attrs_median_positive_return_symbols,user_attrs_median_profit_factor,user_attrs_median_seed_half_return_gap_pct,user_attrs_median_seed_max_half_median_return_pct,user_attrs_median_seed_min_half_median_return_pct,user_attrs_median_seed_second_minus_first_half_median_return_pct,user_attrs_median_seed_val_first_max_drawdown_abs,user_attrs_median_seed_val_first_mean_constraint_applied_ratio,user_attrs_median_seed_val_first_mean_executed_action_1_ratio,user_attrs_median_seed_val_first_mean_return_pct,user_attrs_median_seed_val_first_mean_threshold_applied_ratio,user_attrs_median_seed_val_first_mean_turnover,user_attrs_median_seed_val_first_median_profit_factor,user_attrs_median_seed_val_first_median_return_pct,user_attrs_median_seed_val_first_positive_return_symbols,user_attrs_median_seed_val_first_total_trade_events,user_attrs_median_seed_val_first_total_trades,user_attrs_median_seed_val_second_max_drawdown_abs,user_attrs_median_seed_val_second_mean_constraint_applied_ratio,user_attrs_median_seed_val_second_mean_executed_action_1_ratio,user_attrs_median_seed_val_second_mean_return_pct,user_attrs_median_seed_val_second_mean_threshold_applied_ratio,user_attrs_median_seed_val_second_mean_turnover,user_attrs_median_seed_val_second_median_profit_factor,user_attrs_median_seed_val_second_median_return_pct,user_attrs_median_seed_val_second_positive_return_symbols,user_attrs_median_seed_val_second_total_trade_events,user_attrs_median_seed_val_second_total_trades,user_attrs_median_total_trade_events,user_attrs_median_total_trades,user_attrs_memory_horizon,user_attrs_memory_horizon_bars,user_attrs_min_profit_factor,user_attrs_min_seed_median_return_pct,user_attrs_min_total_trades,user_attrs_n_seeds,user_attrs_objective_metric_name,user_attrs_objective_score,user_attrs_observed_all_symbols_active_share,user_attrs_observed_all_symbols_have_long_share,user_attrs_observed_mean_of_seed_mean_return_pct,user_attrs_observed_median_max_drawdown_abs,user_attrs_observed_median_of_seed_median_return_pct,user_attrs_observed_median_profit_factor,user_attrs_observed_median_total_trades,user_attrs_optuna_constraints_convention,user_attrs_required_all_symbols_active_share,user_attrs_required_all_symbols_have_long_share,user_attrs_seeds_used,user_attrs_std_of_seed_median_return_pct,user_attrs_valid,state
0,0.37053793932342316,1.0,0.003076923076923077,0.1,1.0,1.0,1.0,False,0.03532425433317421,True,True,True,True,True,True,True,0.0,0.0,-4.510381851841714,0.0,-168.0,-382.0,-0.172021991128135,"[-4.510381851841714, -0.172021991128135, -382.0, -168.0, 0.0, 0.0, 0.0]",3.2695745594195413,0.0968,10.489618148158286,-1000000.0,15.0,0.37053793932342316,650.0,3.2695745594195413,0.37053793932342316,0.22823554662332324,0.2992804312548225,0.07104488463149927,0.22823554662332324,7.044422052927112,0.0834,0.5098,3.333413199294546,0.09559999999999999,0.0948,0.9646863947192527,0.07104488463149927,3.0,474.0,237.0,9.274423031018763,0.0978,0.4266,-0.18080092917186485,0.0854,0.0988,1.1025485855116892,0.2992804312548225,3.0,494.0,245.0,5.0,5.0,10.489618148158286,0.0968,3.2695745594195413,0.37053793932342316,3.0,1.022021991128135,0.22823554662332324,0.2992804312548225,0.07104488463149927,0.22823554662332324,7.044422052927112,0.0834,0.5098,3.333413199294546,0.09559999999999999,0.0948,0.9646863947192527,0.07104488463149927,3.0,474.0,237.0,9.274423031018763,0.0978,0.4266,-0.18080092917186485,0.0854,0.0988,1.1025485855116892,0.2992804312548225,3.0,494.0,245.0,968.0,482.0,325.0,324.9999999999988,0.85,0.37053793932342316,100.0,1,median_of_seed_median_return_pct,0.37053793932342316,1.0,1.0,3.2695745594195413,10.489618148158286,0.37053793932342316,1.022021991128135,482.0,feasible_if_all_values_le_0,1.0,1.0,3142,0.0,True,COMPLETE
1,-2.8842804219899376,0.7821861634688911,0.002782943029603162,0.11236297361827022,1.0,1.0,1.0,False,-0.276160783444041,True,True,True,True,False,True,True,0.0,0.0,-4.555792875368978,0.0,-144.0,-406.0,0.1096812331263528,"[-4.555792875368978, 0.1096812331263528, -406.0, -144.0, 0.0, 0.0, 0.0]",0.7649335889395179,0.1016,10.444207124631022,-1000000.0,15.0,-2.8842804219899376,650.0,0.7649335889395179,-2.8842804219899376,0.33272839462370474,-0.6037725588166398,-0.9365009534403446,0.33272839462370474,6.396531516888915,0.086,0.4986,2.7162080337249512,0.10200000000000001,0.09559999999999999,0.8392594842958484,-0.9365009534403446,2.0,478.0,239.0,10.444207124631022,0.11059999999999999,0.4312,-1.951402090045038,0.0938,0.1076,0.87286015464087,-0.6037725588166398,0.0,538.0,267.0,5.0,5.0,10.444207124631022,0.1016,0.7649335889395179,-2.8842804219899376,2.0,0.7403187668736472,0.33272839462370474,-0.6037725588166398,-0.9365009534403446,0.33272839462370474,6.396531516888915,0.086,0.4986,2.7162080337249512,0.10200000000000001,0.09559999999999999,0.8392594842958484,-0.9365009534403446,2.0,478.0,239.0,10.444207124631022,0.11059999999999999,0.4312,-1.951402090045038,0.0938,0.1076,0.87286015464087,-0.6037725588166398,0.0,538.0,267.0,1016.0,506.0,359.3318258270621,359.33182582706553,0.85,-2.8842804219899376,100.0,1,median_of_seed_median_return_pct,-2.8842804219899376,1.0,1.0,0.7649335889395179,10.444207124631022,-2.8842804219899376,0.7403187668736472,506.0,feasible_if_all_values_le_0,1.0,1.0,3142,0.0,False,COMPLETE
2,1.2726300977217608,0.33180168311635055,0.003857181506345956,0.11218098683541525,1.0,1.0,1.0,False,0.11435459198012679,True,True,True,True,True,True,True,0.0,0.0,-3.871193751948974,0.0,-139.0,-411.0,-0.16662557477554485,"[-3.871193751948974, -0.16662557477554485, -411.0, -139.0, 0.0, 0.0, 0.0]",1.1763774312791366,0.1026,11.128806248051026,-1000000.0,15.0,1.2726300977217608,650.0,1.1763774312791366,1.2726300977217608,0.17694443882446675,-0.2511625812306906,-0.42810702005515733,-0.17694443882446675,6.626848078877212,0.0868,0.5199999999999999,2.0284474670091184,0.0864,0.098,0.906783247163598,-0.2511625812306906,2.0,490.0,245.0,10.263155507798682,0.10819999999999999,0.4508,-0.8822151092887797,0.0774,0.1072,0.9162157621998217,-0.42810702005515733,2.0,536.0,266.0,5.0,5.0,11.128806248051026,0.1026,1.1763774312791366,1.2726300977217608,3.0,1.0166255747755448,0.17694443882446675,-0.2511625812306906,-0.42810702005515733,-0.17694443882446675,6.626848078877212,0.0868,0.5199999999999999,2.0284474670091184,0.0864,0.098,0.906783247163598,-0.2511625812306906,2.0,490.0,245.0,10.263155507798682,0.10819999999999999,0.4508,-0.8822151092887797,0.0774,0.1072,0.9162157621998217,-0.42810702005515733,2.0,536.0,266.0,1026.0,511.0,259.25666146505387,259.2566614650541,0.85,1.2726300977217608,100.0,1,median_of_seed_median_return_pct,1.2726300977217608,1.0,1.0,1.1763774312791366,11.128806248051026,1.2726300977217608,1.0166255747755448,511.0,feasible_if_all_values_le_0,1.0,1.0,3142,0.0,True,COMPLETE
3,-1.2968984407739748,0.9238328633922787,0.0031450292521837146,0.07318836674843336,1.0,1.0,1.0,False,-0.11840129449584451,True,True,True,True,True,True,True,0.0,0.0,-4.046585628170716,0.0,-152.0,-398.0,-0.02162965870280653,"[-4.046585628170716, -0.02162965870280653, -398.0, -152.0, 0.0, 0.0, 0.0]",0.4052496563323714,0.09989999999999999,10.953414371829284,-1000000.0,15.0,-1.2968984407739748,650.0,0.4052496563323714,-1.2968984407739748,2.0730366689596047,-0.16029172991307572,-2.2333283988726804,-2.0730366689596047,6.817655808074042,0.091,0.4962,2.555312922939519,0.09219999999999999,0.097,0.9053488274312365,-0.16029172991307572,2.0,485.0,242.0,10.14476410767433,0.1136,0.417,-2.1703349868437565,0.08360000000000001,0.1028,0.813194083338238,-2.2333283988726804,2.0,514.0,256.0,5.0,5.0,10.953414371829284,0.09989999999999999,0.4052496563323714,-1.2968984407739748,2.0,0.8716296587028065,2.0730366689596047,-0.16029172991307572,-2.2333283988726804,-2.0730366689596047,6.817655808074042,0.091,0.4962,2.555312922939519,0.09219999999999999,0.097,0.9053488274312365,-0.16029172991307572,2.0,485.0,242.0,10.14476410767433,0.1136,0.417,-2.1703349868437565,0.08360000000000001,0.1028,0.813194083338238,-2.2333283988726804,2.0,514.0,256.0,999.0,498.0,317.96206642773245,317.9620664277299,0.85,-1.2968984407739748,100.0,1,median_of_seed_median_return_pct,-1.2968984407739748,1.0,1.0,0.4052496563323714,10.953414371829284,-1.2968984407739748,0.8716296587028065,498.0,feasible_if_all_values_le_0,1.0,1.0,3142,0.0,True,COMPLETE
4,-1.5337346009678066,1.5802281513960459,0.0030172324409104847,0.049985833606859244,1.0,1.0,1.0,False,-0.15078636990896743,True,True,True,True,True,True,True,0.0,0.0,-4.828426787555459,0.0,-155.0,-395.0,-0.04322195344264934,"[-4.828426787555459, -0.04322195344264934, -395.0, -155.0, 0.0, 0.0, 0.0]",-0.2630571735315314,0.0994,10.17157321244454,-1000000.0,15.0,-1.5337346009678066,650.0,-0.2630571735315314,-1.5337346009678066,3.162409663196608,0.18151094479159635,-2.9808987184050117,-3.162409663196608,6.278093900500981,0.0858,0.47940000000000005,2.0851201829046073,0.0954,0.09419999999999999,0.8885013574788656,0.18151094479159635,3.0,471.0,235.0,9.337435304956166,0.1122,0.41419999999999996,-2.3685016251034585,0.08680000000000002,0.1046,0.7590233259612122,-2.9808987184050117,1.0,523.0,260.0,5.0,5.0,10.17157321244454,0.0994,-0.2630571735315314,-1.5337346009678066,2.0,0.8932219534426493,3.162409663196608,0.18151094479159635,-2.9808987184050117,-3.162409663196608,6.278093900500981,0.0858,0.47940000000000005,2.0851201829046073,0.0954,0.09419999999999999,0.8885013574788656,0.18151094479159635,3.0,471.0,235.0,9.337435304956166,0.1122,0.41419999999999996,-2.3685016251034585,0.08680000000000002,0.1046,0.7590233259612122,-2.9808987184050117,1.0,523.0,260.0,994.0,495.0,331.4295532691006,331.42955326910385,0.85,-1.5337346009678066,100.0,1,median_of_seed_median_return_pct,-1.5337346009678066,1.0,1.0,-0.2630571735315314,10.17157321244454,-1.5337346009678066,0.8932219534426493,495.0,feasible_if_all_values_le_0,1.0,1.0,3142,0.0,True,COMPLETE
5,0.1017575871041343,0.3585054288946365,0.003489316411413041,0.043764542843502854,1.0,1.0,1.0,False,0.014809728922476515,True,True,True,True,True,True,True,0.0,0.0,-8.129004073146927,0.0,-151.0,-399.0,-0.09287208533433755,"[-8.129004073146927, -0.09287208533433755, -399.0, -151.0, 0.0, 0.0, 0.0]",2.033826905031728,0.1002,6.870995926853074,-1000000.0,15.0,0.1017575871041343,650.0,2.033826905031728,0.1017575871041343,0.6782177510522125,0.1954509528125259,-0.4827667982396866,-0.6782177510522125,6.138398033821934,0.09259999999999999,0.4936,2.609386037353476,0.091,0.0978,0.9376680939691706,0.1954509528125259,3.0,489.0,244.0,6.14182543456856,0.10659999999999999,0.41319999999999996,-0.5907161692886899,0.0746,0.1026,0.9484465146778313,-0.4827667982396866,1.0,513.0,255.0,5.0,5.0,6.870995926853074,0.1002,2.033826905031728,0.1017575871041343,3.0,0.9428720853343375,0.6782177510522125,0.1954509528125259,-0.4827667982396866,-0.6782177510522125,6.138398033821934,0.09259999999999999,0.4936,2.609386037353476,0.091,0.0978,0.9376680939691706,0.1954509528125259,3.0,489.0,244.0,6.14182543456856,0.10659999999999999,0.41319999999999996,-0.5907161692886899,0.0746,0.1026,0.9484465146778313,-0.4827667982396866,1.0,513.0,255.0,1002.0,499.0,286.5890856814094,286.5890856814099,0.85,0.1017575871041343,100.0,1,median_of_seed_median_return_pct,0.1017575871041343,1.0,1.0,2.033826905031728,6.870995926853074,0.1017575871041343,0.9428720853343375,499.0,feasible_if_all_values_le_0,1.0,1.0,3142,0.0,True,COMPLETE
6,-0.10749628641513187,8.73695343523406,0.0036979312909475952,0.030115837616712163,1.0,1.0,1.0,False,-0.01169275133685861,True,True,True,True,True,True,True,0.0,0.0,-5.806587490125146,0.0,-186.0,-364.0,-0.14310372421223572,"[-5.806587490125146, -0.14310372421223572, -364.0, -186.0, 0.0, 0.0, 0.0]",1.2479735967322436,0.0931,9.193412509874854,-1000000.0,15.0,-0.10749628641513187,650.0,1.2479735967322436,-0.10749628641513187,3.4171740247307403,1.2996422782818762,-2.117531746448864,-3.4171740247307403,4.251264934021415,0.0708,0.4628,3.714127587793958,0.1092,0.09,1.2646778752448455,1.2996422782818762,3.0,450.0,225.0,8.084807650020442,0.1004,0.4016,-2.384357863577718,0.0854,0.0962,0.7736950714552434,-2.117531746448864,0.0,481.0,239.0,5.0,5.0,9.193412509874854,0.0931,1.2479735967322436,-0.10749628641513187,2.0,0.9931037242122357,3.4171740247307403,1.2996422782818762,-2.117531746448864,-3.4171740247307403,4.251264934021415,0.0708,0.4628,3.714127587793958,0.1092,0.09,1.2646778752448455,1.2996422782818762,3.0,450.0,225.0,8.084807650020442,0.1004,0.4016,-2.384357863577718,0.0854,0.0962,0.7736950714552434,-2.117531746448864,0.0,481.0,239.0,931.0,464.0,270.42146576599856,270.4214657659951,0.85,-0.10749628641513187,100.0,1,median_of_seed_median_return_pct,-0.10749628641513187,1.0,1.0,1.2479735967322436,9.193412509874854,-0.10749628641513187,0.9931037242122357,464.0,feasible_if_all_values_le_0,1.0,1.0,3142,0.0,True,COMPLETE
7,0.05363087897689578,1.4196223716226133,0.0035996885176728236,0.0495700052756821,1.0,1.0,1.0,False,0.004155045859563184,True,True,True,True,True,True,True,0.0,0.0,-2.09259036131699,0.0,-159.0,-391.0,-0.1178077084116892,"[-2.09259036131699, -0.1178077084116892, -391.0, -159.0, 0.0, 0.0, 0.0]",0.34460443507175353,0.09849999999999999,12.90740963868301,-1000000.0,15.0,0.05363087897689578,650.0,0.34460443507175353,0.05363087897689578,3.143801882243169,1.2929131118820214,-1.8508887703611476,-3.143801882243169,6.25878014533191,0.08199999999999999,0.485,2.0340656408176083,0.09300000000000001,0.0962,1.1126804164358939,1.2929131118820214,3.0,481.0,240.0,11.198647411311846,0.1096,0.4192,-1.7303248665470108,0.0698,0.1008,0.8085390106852469,-1.8508887703611476,2.0,504.0,251.0,5.0,5.0,12.90740963868301,0.09849999999999999,0.34460443507175353,0.05363087897689578,3.0,0.9678077084116892,3.143801882243169,1.2929131118820214,-1.8508887703611476,-3.143801882243169,6.25878014533191,0.08199999999999999,0.485,2.0340656408176083,0.09300000000000001,0.0962,1.1126804164358939,1.2929131118820214,3.0,481.0,240.0,11.198647411311846,0.1096,0.4192,-1.7303248665470108,0.0698,0.1008,0.8085390106852469,-1.8508887703611476,2.0,504.0,251.0,985.0,491.0,277.80181398764296,277.8018139876461,0.85,0.05363087897689578,100.0,1,median_of_seed_median_return_pct,0.05363087897689578,1.0,1.0,0.34460443507175353,12.90740963868301,0.05363087897689578,0.9678077084116892,491.0,feasible_if_all_values_le_0,1.0,1.0,3142,0.0,True,COMPLETE
8,-1.0000942951838732,4.624683587000661,0.0027249751578343833,0.11656726146834466,1.0,1.0,1.0,False,-0.0904822758888231,True,True,True,True,True,True,True,0.0,0.0,-3.9470696292752,0.0,-165.0,-385.0,-0.059597500084351274,"[-3.9470696292752, -0.059597500084351274, -385.0, -165.0, 0.0, 0.0, 0.0]",0.7530296123022648,0.0974,11.0529303707248,-1000000.0,15.0,-1.0000942951838732,650.0,0.7530296123022648,-1.0000942951838732,0.6170595064215134,-0.47037418812285736,-1.0874336945443708,0.6170595064215134,7.180188832962065,0.0886,0.49779999999999996,2.7554801836759446,0.11480000000000001,0.0968,0.7765017454568193,-1.0874336945443708,2.0,484.0,242.0,9.675594981184021,0.10359999999999998,0.4258,-1.9086979895812515,0.10479999999999998,0.098,0.9101969841237433,-0.47037418812285736,1.0,490.0,243.0,5.0,5.0,11.0529303707248,0.0974,0.7530296123022648,-1.0000942951838732,2.0,0.9095975000843513,0.6170595064215134,-0.47037418812285736,-1.0874336945443708,0.6170595064215134,7.180188832962065,0.0886,0.49779999999999996,2.7554801836759446,0.11480000000000001,0.0968,0.7765017454568193,-1.0874336945443708,2.0,484.0,242.0,9.675594981184021,0.10359999999999998,0.4258,-1.9086979895812515,0.10479999999999998,0.098,0.9101969841237433,-0.47037418812285736,1.0,490.0,243.0,974.0,485.0,366.97582255932525,366.9758225593189,0.85,-1.0000942951838732,100.0,1,median_of_seed_median_return_pct,-1.0000942951838732,1.0,1.0,0.7530296123022648,11.0529303707248,-1.0000942951838732,0.9095975000843513,485.0,feasible_if_all_values_le_0,1.0,1.0,3142,0.0,True,COMPLETE
9,0.14563603141497516,1.4303209498497353,0.00291136561197682,0.19038700880005283,1.0,1.0,1.0,False,0.013599395513921055,True,True,True,True,True,True,True,0.0,0.0,-4.29099228962828,0.0,-143.0,-407.0,-0.1476234696201809,"[-4.29099228962828, -0.1476234696201809, -407.0, -143.0, 0.0, 0.0, 0.0]",0.9929211662381345,0.1018,10.70900771037172,-1000000.0,15.0,0.14563603141497516,650.0,0.9929211662381345,0.14563603141497516,2.59797673858414,0.4901384011179566,-2.1078383374661835,-2.59797673858414,8.388950736683542,0.07359999999999998,0.517,2.7109284802917877,0.1234,0.094,1.0299288298364726,0.4901384011179566,3.0,470.0,235.0,10.50087545235715,0.11220000000000001,0.45200000000000007,-1.6573940078932161,0.096,0.1096,0.7538762894211167,-2.1078383374661835,2.0,548.0,272.0,5.0,5.0,10.70900771037172,0.1018,0.9929211662381345,0.14563603141497516,3.0,0.9976234696201809,2.59797673858414,0.4901384011179566,-2.1078383374661835,-2.59797673858414,8.388950736683542,0.07359999999999998,0.517,2.7109284802917877,0.1234,0.094,1.0299288298364726,0.4901384011179566,3.0,470.0,235.0,10.50087545235715,0.11220000000000001,0.45200000000000007,-1.6573940078932161,0.096,0.1096,0.7538762894211167,-2.1078383374661835,2.0,548.0,272.0,1018.0,507.0,343.48142187507636,343.4814218750785,0.85,0.14563603141497516,100.0,1,median_of_seed_median_return_pct,0.14563603141497516,1.0,1.0,0.9929211662381345,10.70900771037172,0.14563603141497516,0.9976234696201809,507.0,feasible_if_all_values_le_0,1.0,1.0,3142,0.0,True,COMPLETE
