bandit_name,method_group,set_name,confirmation_rank_from_optuna,original_trial_number,confirmation_seed,symbol,mode,start_value,end_value,return_pct,max_drawdown_pct,drawdown_abs,raw_action_1_ratio,executed_action_1_ratio,executed_action_1,raw_action_1,n_decisions,trade_events,turnover,threshold_applied_ratio,constraint_applied_ratio,abs_edge_mean,abs_edge_p50,uncertainty_0_mean,uncertainty_1_mean,n_reward_updates,mean_reward_update,std_reward_update,reward_abs_p95,trades,win_rate,mean_trade_pnl,median_trade_pnl,total_trade_pnl,profit_factor,source_mode,period_start_idx,period_end_idx_exclusive,period_start_timestamp,period_end_timestamp
sw_lints,corr,z72_a0p5_corr_pruned_top10,3,34,8014,ETHUSDT,val_first,100.0,101.05057414347797,1.050574143477978,-3.2670522398457913,3.2670522398457913,0.469,0.519,519,469,1000,84,0.084,0.073,0.063,0.019777175082228197,0.015480191341804804,0.2655696200846279,0.2791010243118034,990,0.00039659011921979766,0.03237941241798148,0.06859585824090188,42,0.5,0.0017224655798246957,0.002019782073935579,0.07234355435263722,1.1221156546667241,val,0.0,1000.0,2024-07-01 00:00:00+00:00,2024-12-14 12:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,3,34,8014,ETHUSDT,val_second,101.05057414347797,98.43012020302973,-2.5932103430976627,-8.369526529040083,8.369526529040083,0.376,0.448,448,376,1000,106,0.106,0.073,0.125,0.02158575154374274,0.016574718871556475,0.24920258639613904,0.3092507056885323,1000,-0.0008869586030601822,0.042908451647169124,0.08645881097514693,53,0.49056603773584906,-0.006982891783434339,-1.7901282476948804e-05,-0.37009326452201996,0.6948633713548588,val,1000.0,2000.0,2024-12-14 16:00:00+00:00,2025-05-30 04:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,3,34,8014,SOLUSDT,train,100.0,94.59772079929135,-5.402279200708648,-12.829847880335555,12.829847880335555,0.3908638464273018,0.45734091717028086,2573,2199,5626,549,0.09758265197298258,0.06292214717383576,0.10451475293281194,0.028413172675564372,0.022487840662773727,0.2608077549847881,0.33217082290991273,5616,-0.002071699219471997,0.05375239608513169,0.10173520697067617,274,0.4708029197080292,-0.004279563658916221,-0.0036794437214823067,-1.1726004425430445,0.8229509124606688,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,3,34,8014,SOLUSDT,val,99.9500625,98.95668712061462,-0.9938716940626091,-7.04732929584736,7.04732929584736,0.372,0.4235,847,744,2000,214,0.107,0.0795,0.115,0.025581813034897656,0.020475594890074507,0.2365950884414402,0.3038198614977624,1990,-0.002541929926525112,0.04124629834814969,0.09058821336658501,107,0.4672897196261682,-0.002221237430668485,-0.004181256423078114,-0.23767240508152787,0.891766199596523,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,3,34,8014,SOLUSDT,val_first,99.9500625,100.82748971295646,0.8778655970890004,-2.7308804750840743,2.7308804750840743,0.375,0.434,434,375,1000,124,0.124,0.09,0.131,0.02460305093945895,0.01924422418014918,0.21983677217503475,0.3184920736139342,990,-0.0029828796295384616,0.03789636169860606,0.08337252030283715,62,0.5,0.0005601563027638942,-0.00026153734042838844,0.03472969077136144,1.0350828358916329,val,0.0,1000.0,2024-07-01 00:00:00+00:00,2024-12-14 12:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,3,34,8014,SOLUSDT,val_second,100.82748971295646,98.95668712061462,-1.8554489432076382,-6.396454063490131,6.396454063490131,0.369,0.413,413,369,1000,90,0.09,0.069,0.099,0.026560575130336366,0.022508800878463305,0.2533534047078456,0.2891476493815906,1000,-0.002105389720541896,0.04432883552518846,0.0990195966025728,45,0.4222222222222222,-0.006053379907841985,-0.00777228206482796,-0.2724020958528893,0.7741243739258143,val,1000.0,2000.0,2024-12-14 16:00:00+00:00,2025-05-30 04:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,3,34,8014,XRPUSDT,train,100.0,87.81304649267106,-12.186953507328935,-14.205008466861669,14.205008466861669,0.3748666903661571,0.4269463206541059,2402,2109,5626,499,0.08869534305012443,0.0796302879488091,0.08478492712406684,0.021222323705021983,0.015666621261968335,0.2524655753781145,0.33312762796821493,5616,-0.0020410792455087244,0.03629365281749877,0.06692579410289622,249,0.44176706827309237,-0.006077060737225922,-0.0033347956585703595,-1.5131881235692546,0.6426703725272885,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,3,34,8014,XRPUSDT,val,99.9500625,110.16535080613248,10.220392114444632,-5.579055012483258,5.579055012483258,0.409,0.4685,937,818,2000,187,0.0935,0.0675,0.076,0.024079106900841567,0.018578097695727817,0.2564678795595439,0.27915888067990635,1990,-0.0018764509719591854,0.053578806554590325,0.10620549517642358,93,0.41935483870967744,0.007353077523053955,-0.005006260436236954,0.6838362096440178,1.4131874995902394,,,,,
sw_lints,corr,z72_a0p5_corr_pruned_top10,3,34,8014,XRPUSDT,val_first,99.9500625,108.9945372496362,9.048993590810595,-3.6801118210110784,3.6801118210110784,0.472,0.517,517,472,1000,84,0.084,0.072,0.057,0.02395675849374567,0.017203833053381863,0.27004964407728216,0.27382262796176066,990,-0.0003475861713731944,0.06301547963596481,0.1298659385619594,42,0.4523809523809524,0.014436116023212311,-0.004986571133432634,0.6063168729749171,1.84824654231311,val,0.0,1000.0,2024-07-01 00:00:00+00:00,2024-12-14 12:00:00+00:00
sw_lints,corr,z72_a0p5_corr_pruned_top10,3,34,8014,XRPUSDT,val_second,108.9945372496362,110.16535080613248,1.0741947129099705,-5.579055012483258,5.579055012483258,0.346,0.42,420,346,1000,103,0.103,0.063,0.095,0.024201455307937457,0.020236237140863138,0.24288611504180568,0.284495133398052,1000,-0.003390027124539317,0.04218653780008785,0.09056572553993265,51,0.39215686274509803,0.0015199869935117844,-0.007097261532667791,0.077519336669101,1.082446515577734,val,1000.0,2000.0,2024-12-14 16:00:00+00:00,2025-05-30 04:00:00+00:00
