number,value,params_lambda_prior,params_ucb_alpha,params_window_size,user_attrs_bandit_consulted_ratio_overall,user_attrs_constraints_values,user_attrs_cv_finite_objective,user_attrs_cv_min_symbol_trades,user_attrs_decision_point_ratio_overall,user_attrs_dro_alpha,user_attrs_dro_minimax_max,user_attrs_dro_minimax_mean,user_attrs_dro_minimax_median,user_attrs_dro_minimax_min,user_attrs_dro_minimax_std,user_attrs_dro_pure_min_mean,user_attrs_dro_pure_min_median,user_attrs_dro_pure_min_std,user_attrs_forced_singleton_ratio_overall,user_attrs_full_mean_aggregate_median,user_attrs_h1_mean_aggregate_median,user_attrs_h2_mean_aggregate_median,user_attrs_mean_holding_bars_overall,user_attrs_median_holding_bars_overall,user_attrs_median_max_drawdown_abs,user_attrs_median_min_symbol_trades,user_attrs_median_profit_factor,user_attrs_median_time_between_entries_overall,user_attrs_median_total_trades,user_attrs_memory_horizon_bars,user_attrs_n_seeds,user_attrs_objective_metric_name,user_attrs_objective_score,user_attrs_observed_dro_minimax_median,user_attrs_observed_dro_pure_min_median,user_attrs_observed_median_max_drawdown_abs,user_attrs_observed_median_min_symbol_trades,user_attrs_observed_median_profit_factor,user_attrs_observed_median_total_trades,user_attrs_p25_holding_bars_overall,user_attrs_p75_holding_bars_overall,user_attrs_pending_update_queued_ratio_overall,user_attrs_seeds_used,user_attrs_share_trades_closed_after_horizon_overall,user_attrs_share_trades_closed_before_horizon_overall,user_attrs_valid,state
37,-3.316487819518219,26.304962033329726,0.005092997164863068,400,1.0,"[-73.0, 0.0]",0.0,-73.0,0.7405,0.5,-3.316487819518219,-3.316487819518219,-3.316487819518219,-3.316487819518219,0.0,-4.842951468063098,-4.842951468063098,0.0,0.25949999999999995,-3.659289997220823,1.2629031261164176,-4.842951468063098,8.008130081300813,4.0,7.877957356459353,123.0,0.7542669061602986,9.0,385.0,400.0,1,dro_minimax_median,-3.316487819518219,-3.316487819518219,-4.842951468063098,7.877957356459353,123.0,0.7542669061602986,385.0,4.0,7.0,0.995,3142,0.1951219512195122,0.8048780487804879,True,COMPLETE
38,-3.3883838680428564,19.379379237164155,0.040597532690804114,275,1.0,"[-63.0, 0.0]",0.0,-63.0,0.7185,0.5,-3.3883838680428564,-3.3883838680428564,-3.3883838680428564,-3.3883838680428564,0.0,-4.280875027284758,-4.280875027284758,0.0,0.2815,-4.952056636540481,-0.7109103903171506,-4.280875027284758,7.964285714285714,4.0,7.687111019180637,113.0,0.7642607434235136,9.0,407.0,275.0,1,dro_minimax_median,-3.3883838680428564,-3.3883838680428564,-4.280875027284758,7.687111019180637,113.0,0.7642607434235136,407.0,4.0,6.0,0.995,3142,0.16428571428571428,0.8357142857142857,True,COMPLETE
39,-4.166385552781791,3.022950966695676,0.18229112924547705,375,1.0,"[-90.0, 0.0]",0.0,-90.0,0.7005,0.5,-4.166385552781791,-4.166385552781791,-4.166385552781791,-4.166385552781791,0.0,-5.7183603625971635,-5.7183603625971635,0.0,0.2995,-5.257060234143699,0.48953887666432677,-5.7183603625971635,7.206666666666667,4.0,8.556628168621527,140.0,0.7011741158681466,7.0,450.0,375.0,1,dro_minimax_median,-4.166385552781791,-4.166385552781791,-5.7183603625971635,8.556628168621527,140.0,0.7011741158681466,450.0,4.0,6.0,0.995,3142,0.15333333333333332,0.8466666666666667,True,COMPLETE
40,-5.609202746161254,0.6044322416669128,0.1357787979584578,425,1.0,"[-72.0, 0.0]",0.0,-72.0,0.7185,0.5,-5.609202746161254,-5.609202746161254,-5.609202746161254,-5.609202746161254,0.0,-6.957127204944908,-6.957127204944908,0.0,0.2815,-8.390158151134075,-1.5654293698102932,-6.957127204944908,7.328571428571428,4.0,12.009455480189967,122.0,0.6405025854994079,8.0,411.0,425.0,1,dro_minimax_median,-5.609202746161254,-5.609202746161254,-6.957127204944908,12.009455480189967,122.0,0.6405025854994079,411.0,4.0,7.0,0.995,3142,0.18571428571428572,0.8142857142857143,True,COMPLETE
41,-4.447231295992607,6.647854050623242,0.008534002608501018,225,1.0,"[-76.0, 0.0]",0.0,-76.0,0.7465,0.5,-4.447231295992607,-4.447231295992607,-4.447231295992607,-4.447231295992607,0.0,-5.644974106354894,-5.644974106354894,0.0,0.25349999999999995,-6.439350788320039,-0.8540028649057452,-5.644974106354894,7.519685039370079,4.0,10.025418334058479,126.0,0.6980842323285745,9.5,391.0,225.0,1,dro_minimax_median,-4.447231295992607,-4.447231295992607,-5.644974106354894,10.025418334058479,126.0,0.6980842323285745,391.0,4.0,7.75,0.995,3142,0.21428571428571427,0.7857142857142857,True,COMPLETE
42,-4.7991481475403,1.8475355261637858,0.01964165455127305,275,1.0,"[-79.0, 0.0]",0.0,-79.0,0.7325,0.5,-4.7991481475403,-4.7991481475403,-4.7991481475403,-4.7991481475403,0.0,-6.222902929287429,-6.222902929287429,0.0,0.26749999999999996,-6.721650449979003,-0.5278838022989119,-6.222902929287429,6.940298507462686,4.0,9.256358757550542,129.0,0.5630114260929941,8.0,413.0,275.0,1,dro_minimax_median,-4.7991481475403,-4.7991481475403,-6.222902929287429,9.256358757550542,129.0,0.5630114260929941,413.0,4.0,7.0,0.995,3142,0.16,0.84,True,COMPLETE
43,-3.3397262625283153,0.6445458363139192,0.03909840337614641,250,1.0,"[-65.0, 0.0]",0.0,-65.0,0.7625,0.5,-3.3397262625283153,-3.3397262625283153,-3.3397262625283153,-3.3397262625283153,0.0,-4.744540118631691,-4.744540118631691,0.0,0.23750000000000004,-3.8883862245118492,0.874715305781811,-4.744540118631691,7.878260869565217,4.0,9.645637120397376,115.0,0.8254203216743633,8.5,364.0,250.0,1,dro_minimax_median,-3.3397262625283153,-3.3397262625283153,-4.744540118631691,9.645637120397376,115.0,0.8254203216743633,364.0,4.0,7.0,0.995,3142,0.21374045801526717,0.7862595419847328,True,COMPLETE
44,-4.001261488762657,7.633514334790937,0.018795797036721275,275,1.0,"[-65.0, 0.0]",0.0,-65.0,0.7185,0.5,-4.001261488762657,-4.001261488762657,-4.001261488762657,-4.001261488762657,0.0,-5.068983579728925,-5.068983579728925,0.0,0.2815,-5.796715254827098,-0.7980952158638551,-5.068983579728925,7.835714285714285,4.0,7.756525089059663,115.0,0.6588756354097551,9.0,406.0,275.0,1,dro_minimax_median,-4.001261488762657,-4.001261488762657,-5.068983579728925,7.756525089059663,115.0,0.6588756354097551,406.0,4.0,6.5,0.995,3142,0.16556291390728478,0.8344370860927153,True,COMPLETE
45,-5.030521799817734,11.172555820045135,0.005193659532905352,450,1.0,"[-80.0, 0.0]",0.0,-80.0,0.7205,0.5,-5.030521799817734,-5.030521799817734,-5.030521799817734,-5.030521799817734,0.0,-6.922141542863717,-6.922141542863717,0.0,0.27949999999999997,-6.379242508886681,0.644337429320215,-6.922141542863717,7.852112676056338,4.0,7.787315050332788,130.0,0.7387975099800772,8.0,412.0,450.0,1,dro_minimax_median,-5.030521799817734,-5.030521799817734,-6.922141542863717,7.787315050332788,130.0,0.7387975099800772,412.0,4.0,6.75,0.995,3142,0.19718309859154928,0.8028169014084507,True,COMPLETE
46,-4.202065044404095,5.653427370710011,0.08395557807179194,250,1.0,"[-83.0, 0.0]",0.0,-83.0,0.7165,0.5,-4.202065044404095,-4.202065044404095,-4.202065044404095,-4.202065044404095,0.0,-5.150253760661017,-5.150253760661017,0.0,0.2835,-6.449657846003613,-1.357498895633328,-5.150253760661017,7.413533834586466,4.0,9.24994577492615,133.0,0.646438714424268,8.0,417.0,250.0,1,dro_minimax_median,-4.202065044404095,-4.202065044404095,-5.150253760661017,9.24994577492615,133.0,0.646438714424268,417.0,4.0,6.0,0.995,3142,0.18309859154929578,0.8169014084507042,True,COMPLETE
47,-5.301538094391123,0.5476396286895331,0.032005708511616895,350,1.0,"[-77.0, 0.0]",0.0,-77.0,0.7245,0.5,-5.301538094391123,-5.301538094391123,-5.301538094391123,-5.301538094391123,0.0,-6.557733990041389,-6.557733990041389,0.0,0.27549999999999997,-8.021714361659697,-1.5329504074403255,-6.557733990041389,6.581081081081081,4.0,10.570456820860297,127.0,0.621699200569747,9.0,412.0,350.0,1,dro_minimax_median,-5.301538094391123,-5.301538094391123,-6.557733990041389,10.570456820860297,127.0,0.621699200569747,412.0,4.0,7.0,0.995,3142,0.1554054054054054,0.8445945945945946,True,COMPLETE
48,-4.207012594555254,5.658916301289587,0.011093937365943357,275,1.0,"[-72.0, 0.0]",0.0,-72.0,0.7065,0.5,-4.207012594555254,-4.207012594555254,-4.207012594555254,-4.207012594555254,0.0,-5.287813939589151,-5.287813939589151,0.0,0.2935,-6.207909195402561,-0.9646085594535615,-5.287813939589151,7.315068493150685,4.0,9.543939574211112,122.0,0.5693889176406222,9.0,427.0,275.0,1,dro_minimax_median,-4.207012594555254,-4.207012594555254,-5.287813939589151,9.543939574211112,122.0,0.5693889176406222,427.0,4.0,5.0,0.995,3142,0.15753424657534246,0.8424657534246576,True,COMPLETE
49,-2.7341050959785793,23.969505776980863,0.019530058212257378,450,1.0,"[-78.0, 0.0]",0.0,-78.0,0.732,0.5,-2.7341050959785793,-2.7341050959785793,-2.7341050959785793,-2.7341050959785793,0.0,-3.9106324877700196,-3.9106324877700196,0.0,0.268,-3.1664842828973154,0.7954770793957419,-3.9106324877700196,7.9496402877697845,4.0,5.831553117924127,128.0,0.7640537301820045,8.0,401.0,450.0,1,dro_minimax_median,-2.7341050959785793,-2.7341050959785793,-3.9106324877700196,5.831553117924127,128.0,0.7640537301820045,401.0,4.0,6.25,0.995,3142,0.16417910447761194,0.835820895522388,True,COMPLETE
