bandit_name,method_group,set_name,z_window,original_trial_number,confirmation_rank_by_main_dro,original_objective_score,confirmation_objective_score,confirmation_feasible,confirmation_complete,n_confirmation_seeds_expected,n_confirmation_seeds_used,n_confirmation_seeds_missing,memory_horizon_bars,n_confirmation_seeds,confirmation_n_seeds,confirmation_seeds_used,confirmation_dro_alpha,confirmation_dro_minimax_median,confirmation_dro_minimax_mean,confirmation_dro_minimax_std,confirmation_dro_minimax_min,confirmation_dro_minimax_max,confirmation_dro_pure_min_median,confirmation_dro_pure_min_mean,confirmation_dro_pure_min_std,confirmation_h1_mean_aggregate_median,confirmation_h2_mean_aggregate_median,confirmation_full_mean_aggregate_median,confirmation_median_max_drawdown_abs,confirmation_median_profit_factor,confirmation_median_total_trades,confirmation_median_min_symbol_trades,confirmation_median_holding_bars_overall,confirmation_mean_holding_bars_overall,confirmation_p25_holding_bars_overall,confirmation_p75_holding_bars_overall,confirmation_share_trades_closed_before_horizon_overall,confirmation_share_trades_closed_after_horizon_overall,confirmation_median_time_between_entries_overall,confirmation_forced_singleton_ratio_overall,confirmation_decision_point_ratio_overall,confirmation_bandit_consulted_ratio_overall,confirmation_pending_update_queued_ratio_overall,param_bandit_type,param_lambda_prior,param_reward_clip,param_window_size,param_noise_std,confirmation_is_fallback_any,confirmation_is_fallback_infeasible
sw_lints,corr,z48_a0p5_corr_pruned_top10,48,45,2,-3.2538354090596124,-3.6691627702348875,True,True,25,25,0,325.0,25,25,8000|8001|8002|8003|8004|8005|8006|8007|8008|8009|8010|8011|8012|8013|8014|8015|8016|8017|8018|8019|8020|8021|8022|8023|8024,0.5,-3.6691627702348875,-3.5502178959100457,0.6370207592669049,-4.8884235681469335,-2.0819599441883043,-4.576561594600644,-4.606574627205576,0.8510868722128971,-0.5175754065450197,-4.576561594600644,-4.835269011295977,8.269074727940263,0.7174742110231257,422.0,133.0,4.0,7.186046511627907,4.0,6.0,0.8333333333333334,0.16666666666666666,9.0,0.2855,0.7145,0.7145,0.713,sw_lints,29.398408440183594,0.1,325,0.0020615100800243,False,False
sw_lints,hybrid,z72_a0p5_hybrid_corr5_bsstablehie5_top10,72,41,1,-1.954879174832472,-2.2187921071567187,True,True,25,25,0,225.0,25,25,8000|8001|8002|8003|8004|8005|8006|8007|8008|8009|8010|8011|8012|8013|8014|8015|8016|8017|8018|8019|8020|8021|8022|8023|8024,0.5,-2.2187921071567187,-2.31237099380022,0.6872312542590886,-3.4756475822121486,-1.1143892250010305,-2.700550210499856,-2.7179331465615504,0.7618119658210887,-0.9500948956239393,-2.700550210499856,-3.477625078469737,7.2259301100985995,0.7249648990015091,314.0,86.0,4.0,7.8316831683168315,4.0,6.0,0.8315789473684211,0.16842105263157894,10.0,0.20550000000000002,0.7945,0.7945,0.791,sw_lints,0.7481317506750544,0.1,225,0.0022975658334562,False,False
