seed,n_symbols,seed_dro_score,dro_alpha,seed_dro_min_aggregate_half,mean_symbol_h1_return_pct,mean_symbol_h2_return_pct,mean_symbol_full_return_pct,median_symbol_full_return_pct,median_drawdown_abs,max_drawdown_abs,median_profit_factor,total_trades,min_symbol_trades,mean_executed_action_1_ratio,mean_constraint_applied_ratio,mean_forced_singleton_ratio,mean_decision_point_ratio,mean_bandit_consulted_ratio,mean_pending_update_queued_ratio,median_holding_bars,mean_holding_bars,p25_holding_bars,p75_holding_bars,share_trades_closed_before_horizon,share_trades_closed_after_horizon,median_time_between_entries,confirmation_seed,original_trial_number,confirmation_rank,bandit_name,method_group,set_name,z_window
8000,3,-4.087604494174501,0.5,-5.138756355350638,-0.9341489106460895,-5.138756355350638,-6.05008946066042,-6.9292213379375305,8.782800008674696,9.959416136445565,0.6716550612538973,444,141,0.5146666666666667,0.2965,0.29800000000000004,0.702,0.702,0.6995,4.0,6.798657718120805,4.0,5.0,0.8506493506493507,0.14935064935064934,8.5,8000,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8001,3,-3.9752819749505734,0.5,-5.532265853411947,0.6956696604335474,-5.532265853411947,-4.854161679883162,-4.504851552417588,8.52779565023849,11.391633027411952,0.7538875131024594,415,120,0.5258333333333333,0.2771666666666667,0.2915,0.7085,0.7085,0.707,4.0,6.74496644295302,4.0,7.0,0.8053691275167785,0.19463087248322147,9.0,8001,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8002,3,-4.9875181179221535,0.5,-6.348590236654313,-0.9043017617256751,-6.348590236654313,-7.16412308341674,-8.0858624590186,9.974535066330182,12.943701980549104,0.6466264673929384,426,127,0.5138333333333333,0.2848333333333333,0.2995,0.7005,0.7005,0.6975,4.0,6.713333333333333,4.0,5.75,0.84,0.16,9.0,8002,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8003,3,-2.7580981843389134,0.5,-3.587197496903771,-0.27080024664433894,-3.587197496903771,-3.803255980144175,-5.9184216894556885,9.089208347246148,9.299981456919271,0.7071049080827068,427,130,0.5211666666666667,0.2851666666666666,0.29400000000000004,0.706,0.706,0.7035,4.0,6.802721088435374,4.0,6.0,0.8503401360544217,0.14965986394557823,8.0,8003,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8004,3,-3.2637424821196284,0.5,-4.149840947117622,-0.6054470871256471,-4.149840947117622,-4.680349357863929,-6.631523439560594,8.386303558393848,10.295101614699952,0.7068925825149688,426,126,0.5228333333333334,0.2848333333333333,0.277,0.723,0.723,0.721,4.0,6.760869565217392,4.0,5.0,0.8333333333333334,0.16666666666666666,8.0,8004,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8005,3,-4.190800632281595,0.5,-5.214842985955214,-1.1186735712607383,-5.214842985955214,-6.23038985042994,-6.240243502674314,7.259976466314777,12.255126361065694,0.7415870493737904,449,123,0.535,0.30083333333333334,0.3235,0.6765,0.6765,0.675,4.0,6.341614906832298,4.0,6.0,0.8571428571428571,0.14285714285714285,8.0,8005,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8006,3,-4.403303946094996,0.5,-5.3979650505403685,-1.41932063275888,-5.3979650505403685,-6.711356431472251,-5.038990288673029,8.907576741959321,12.664128072813485,0.7451319835115393,455,128,0.5158333333333333,0.3041666666666667,0.31999999999999995,0.68,0.68,0.6775,4.0,6.1125,4.0,5.0,0.8862275449101796,0.11377245508982035,7.0,8006,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8007,3,-3.0179251984396815,0.5,-4.241859189118169,0.6538767735957814,-4.241859189118169,-3.633037382801818,-4.47013619679979,7.13621033206322,8.943194372241358,0.7704820482843378,424,137,0.5185000000000001,0.2841666666666667,0.2835,0.7165,0.7165,0.715,4.0,7.065693430656935,4.0,5.0,0.8467153284671532,0.15328467153284672,9.0,8007,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8008,3,-3.7564638149336935,0.5,-4.8715555260789785,-0.411188681497839,-4.8715555260789785,-5.312240096142836,-6.32578130642295,7.648390585160724,10.361603765846827,0.7142934626188981,446,138,0.515,0.29816666666666664,0.2935,0.7065,0.7065,0.704,4.0,6.425925925925926,4.0,5.0,0.863013698630137,0.136986301369863,8.0,8008,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8009,3,-3.567537257272665,0.5,-4.183103343709959,-1.720838997960783,-4.183103343709959,-5.81650613061229,-7.724826972718457,9.82540788838866,13.144520601509612,0.6729068657669092,453,144,0.514,0.3028333333333333,0.30300000000000005,0.697,0.697,0.695,4.0,6.596026490066225,4.0,6.0,0.8807947019867549,0.11920529801324503,8.0,8009,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8010,3,-3.245980674294718,0.5,-4.095757334459749,-0.6966506937996275,-4.095757334459749,-4.766935890039984,-4.089707672472242,5.7210092549667575,10.31326142758463,0.7357287695629499,447,140,0.5206666666666666,0.29916666666666664,0.29500000000000004,0.705,0.705,0.703,4.0,6.945578231292517,4.0,5.0,0.8428571428571429,0.15714285714285714,9.0,8010,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8011,3,-3.4038003324611235,0.5,-4.214455873139318,-0.9718337104265395,-4.214455873139318,-5.116572130699592,-4.729795903735479,7.668532354306768,11.561030924682758,0.7519081249402204,417,127,0.5323333333333333,0.27899999999999997,0.28600000000000003,0.714,0.714,0.709,4.0,6.945578231292517,4.0,6.0,0.8435374149659864,0.1564625850340136,9.0,8011,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8012,3,-4.972866002223533,0.5,-5.966980171527954,-1.9905234943102699,-5.966980171527954,-7.796448215871717,-9.133734712760887,12.10451695134278,13.747124772531127,0.6605982309052316,436,117,0.5346666666666666,0.29116666666666663,0.30800000000000005,0.692,0.692,0.69,4.0,6.5064935064935066,4.0,5.0,0.8571428571428571,0.14285714285714285,8.0,8012,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
8013,3,-4.594333535310244,0.5,-5.653112472063733,-1.4179967250497751,-5.653112472063733,-6.947241855808872,-8.13711351734291,8.279492684656686,14.312147291051113,0.65445411259195,434,133,0.517,0.29033333333333333,0.30000000000000004,0.7,0.7,0.6975,4.0,6.602649006622516,4.0,6.0,0.8345864661654135,0.16541353383458646,8.0,8013,32,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
