seed,n_symbols,seed_dro_score,dro_alpha,seed_dro_min_aggregate_half,mean_symbol_h1_return_pct,mean_symbol_h2_return_pct,mean_symbol_full_return_pct,median_symbol_full_return_pct,median_drawdown_abs,max_drawdown_abs,median_profit_factor,total_trades,min_symbol_trades,mean_executed_action_1_ratio,mean_constraint_applied_ratio,mean_forced_singleton_ratio,mean_decision_point_ratio,mean_bandit_consulted_ratio,mean_pending_update_queued_ratio,median_holding_bars,mean_holding_bars,p25_holding_bars,p75_holding_bars,share_trades_closed_before_horizon,share_trades_closed_after_horizon,median_time_between_entries,trial_number,bandit_name,method_group,set_name,z_window
3142,3,-3.0444274286811432,0.5,-3.190737859276009,-2.6054961368965457,-3.190737859276009,-5.717577940909076,-6.199988871840034,7.732649872422237,8.111293898309436,0.7623430988355543,605,193,0.5670000000000001,0.403,0.39549999999999996,0.6045,0.6045,0.603,4.0,5.528497409326425,4.0,5.0,0.9222797927461139,0.07772020725388601,7.0,0,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
3143,3,-4.218390674782777,0.5,-4.990098944276752,-1.9032658663008517,-4.990098944276752,-6.810076441069513,-8.148203189548543,8.960074076192715,10.923552879848353,0.6668305078080288,670,208,0.5303333333333332,0.44683333333333336,0.4475,0.5525,0.5525,0.551,4.0,4.763392857142857,4.0,4.0,0.9705882352941176,0.029411764705882353,7.0,0,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
3144,3,-4.537019921155336,0.5,-5.039320082410381,-3.0301194373902036,-5.039320082410381,-7.872256975917886,-10.40533503986577,14.507315564705836,15.30482780059147,0.6329694668953205,603,192,0.5444999999999999,0.4028333333333333,0.4095,0.5905,0.5905,0.589,4.0,5.254901960784314,4.0,5.0,0.9362745098039216,0.06372549019607843,8.0,0,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
3145,3,-5.073624953197417,0.5,-7.261978206035554,1.4914348053169935,-7.261978206035554,-5.932620483497885,-6.311756015638403,9.009156561696297,13.222592467281336,0.7214534465705323,563,180,0.561,0.37566666666666665,0.38149999999999995,0.6185,0.6185,0.617,4.0,5.721052631578948,4.0,5.0,0.917098445595855,0.08290155440414508,8.0,0,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
3146,3,-4.303217463561156,0.5,-5.294706606768074,-1.328750033940403,-5.294706606768074,-6.526451993771354,-5.552464362865351,8.20817980576506,13.458316831743133,0.7471018780127401,556,160,0.5561666666666666,0.37166666666666665,0.37549999999999994,0.6245,0.6245,0.6215,4.0,6.385026737967914,4.0,6.0,0.8877005347593583,0.11229946524064172,8.0,0,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
3142,3,-6.04616488082865,0.5,-7.703196329480536,-1.0750705348729905,-7.703196329480536,-8.690585808869907,-8.147122469092949,11.23490004980482,14.942945803542218,0.6914527892636876,530,171,0.5489999999999999,0.35366666666666663,0.352,0.648,0.648,0.6465,4.0,6.482954545454546,4.0,5.25,0.8806818181818182,0.11931818181818182,8.0,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
3143,3,-3.6212881036104356,0.5,-5.070539221965086,0.7264652514535156,-5.070539221965086,-4.4528584700635925,-5.066379851759606,8.092813727696967,13.146136460431034,0.7421791630253715,515,166,0.551,0.3441666666666667,0.34550000000000003,0.6545,0.6545,0.651,4.0,6.27710843373494,4.0,5.0,0.8636363636363636,0.13636363636363635,8.0,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
3144,3,-6.534513161551416,0.5,-8.28449959629088,-1.2845538573330262,-8.28449959629088,-9.458039140649914,-12.544222785102033,14.491850531370964,14.503648371330923,0.5251952504965381,498,153,0.5306666666666666,0.33233333333333337,0.3335,0.6665,0.6665,0.6635,4.0,6.666666666666667,4.0,5.0,0.8614457831325302,0.13855421686746988,8.0,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
3145,3,-4.666489705719465,0.5,-5.423486554460195,-2.3954991594972754,-5.423486554460195,-7.662950299682773,-9.819812755708002,11.525520898776442,13.412480566929352,0.6091484912969414,503,162,0.5433333333333333,0.3361666666666667,0.3295,0.6705,0.6705,0.6675,4.0,6.219512195121951,4.0,5.0,0.8813559322033898,0.11864406779661017,8.0,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
3146,3,-5.15336033886153,0.5,-6.340941140976234,-1.5906179325174168,-6.340941140976234,-7.848653547413143,-9.724922155198135,12.765058277960827,13.1286697632503,0.6379053800533419,513,158,0.5558333333333333,0.3421666666666667,0.3215,0.6785,0.6785,0.6755,4.0,7.1075949367088604,4.0,6.0,0.8544303797468354,0.14556962025316456,8.0,1,sw_lints,corr,z48_a0p5_corr_pruned_top10,48
