symbol,z_window,feature,target,corr_method,raw_corr,abs_corr
BTCUSDT,24,dist_ema_9_z,target_log_ret_horizon_1,spearman,-0.035460525095807535,0.035460525095807535
BTCUSDT,24,dist_ema_21_z,target_log_ret_horizon_1,spearman,-0.028190833387389754,0.028190833387389754
BTCUSDT,24,log_ret_6_z,target_log_ret_horizon_1,spearman,-0.027833379034747734,0.027833379034747734
BTCUSDT,24,dist_to_high_72_sqrt_z,target_log_ret_horizon_1,spearman,0.026936425786018674,0.026936425786018674
BTCUSDT,24,ret_accel_6_24_z,target_log_ret_horizon_1,spearman,-0.025469603347844573,0.025469603347844573
BTCUSDT,24,dist_to_high_24_sqrt_z,target_log_ret_horizon_1,spearman,0.02380769012132509,0.02380769012132509
BTCUSDT,24,dist_to_low_168_sqrt_z,target_log_ret_horizon_1,spearman,-0.023560481449039168,0.023560481449039168
BTCUSDT,24,bb_pos_20_norm,target_log_ret_horizon_1,spearman,-0.02335870682940167,0.02335870682940167
BTCUSDT,24,price_pos_in_range_24_norm,target_log_ret_horizon_1,spearman,-0.023044937754014765,0.023044937754014765
BTCUSDT,24,dist_to_high_168_sqrt_z,target_log_ret_horizon_1,spearman,0.022252020222272274,0.022252020222272274
BTCUSDT,24,dist_to_low_72_sqrt_z,target_log_ret_horizon_1,spearman,-0.020635047434875146,0.020635047434875146
BTCUSDT,24,body_sqrt_z,target_log_ret_horizon_1,spearman,0.020540505403635955,0.020540505403635955
BTCUSDT,24,log_ret_72_z,target_log_ret_horizon_1,spearman,-0.020505234123933486,0.020505234123933486
BTCUSDT,24,MOM_pct_72_z,target_log_ret_horizon_1,spearman,-0.02035667127104157,0.02035667127104157
BTCUSDT,24,MOM_pct_14_z,target_log_ret_horizon_1,spearman,-0.019645711524497737,0.019645711524497737
BTCUSDT,24,dist_ema_50_z,target_log_ret_horizon_1,spearman,-0.019563827374891745,0.019563827374891745
BTCUSDT,24,ret_accel_24_72_z,target_log_ret_horizon_1,spearman,0.019534095581248186,0.019534095581248186
BTCUSDT,24,dist_to_low_24_sqrt_z,target_log_ret_horizon_1,spearman,-0.01928147107781363,0.01928147107781363
BTCUSDT,24,volatility_72_sqrt_z,target_log_ret_horizon_1,spearman,0.018015876574778322,0.018015876574778322
BTCUSDT,24,ema_slope_9_z,target_log_ret_horizon_1,spearman,-0.01731806175294457,0.01731806175294457
BTCUSDT,24,dist_ema_100_z,target_log_ret_horizon_1,spearman,-0.015921471865939667,0.015921471865939667
BTCUSDT,24,NATR_14_z,target_log_ret_horizon_1,spearman,0.01554172765013517,0.01554172765013517
BTCUSDT,24,dist_ema_200_z,target_log_ret_horizon_1,spearman,-0.014995395671473441,0.014995395671473441
BTCUSDT,24,volatility_168_sqrt_z,target_log_ret_horizon_1,spearman,0.014965051315609297,0.014965051315609297
BTCUSDT,24,ret_accel_72_168_z,target_log_ret_horizon_1,spearman,-0.014030375494861759,0.014030375494861759
BTCUSDT,24,RSI_72_bounded,target_log_ret_horizon_1,spearman,0.01375475687731277,0.01375475687731277
BTCUSDT,24,range_sqrt_z,target_log_ret_horizon_1,spearman,0.012312310297576007,0.012312310297576007
BTCUSDT,24,ADX_14_scaled,target_log_ret_horizon_1,spearman,0.01199367810197994,0.01199367810197994
BTCUSDT,24,bb_width_20_sqrt_z,target_log_ret_horizon_1,spearman,0.011913063815953391,0.011913063815953391
BTCUSDT,24,vol_expansion_168_log1p_z,target_log_ret_horizon_1,spearman,0.011902580416264102,0.011902580416264102
BTCUSDT,24,ADX_72_scaled,target_log_ret_horizon_1,spearman,0.011716281201310802,0.011716281201310802
BTCUSDT,24,RSI_14_bounded,target_log_ret_horizon_1,spearman,-0.010738527107891686,0.010738527107891686
BTCUSDT,24,vol_expansion_72_log1p_z,target_log_ret_horizon_1,spearman,0.010384035424767494,0.010384035424767494
BTCUSDT,24,vol_expansion_24_log1p_z,target_log_ret_horizon_1,spearman,0.01020931738539801,0.01020931738539801
BTCUSDT,24,MACD_hist_pct_z,target_log_ret_horizon_1,spearman,-0.010125770723744407,0.010125770723744407
BTCUSDT,24,ema_slope_21_z,target_log_ret_horizon_1,spearman,-0.009821509211425787,0.009821509211425787
BTCUSDT,24,volatility_24_sqrt_z,target_log_ret_horizon_1,spearman,0.00903873221794584,0.00903873221794584
BTCUSDT,24,log_ret_24_z,target_log_ret_horizon_1,spearman,0.00896422163937167,0.00896422163937167
BTCUSDT,24,ema_slope_50_z,target_log_ret_horizon_1,spearman,-0.007785633775997247,0.007785633775997247
BTCUSDT,24,ADX_30_scaled,target_log_ret_horizon_1,spearman,0.007745253833503746,0.007745253833503746
BTCUSDT,24,price_pos_in_range_72_norm,target_log_ret_horizon_1,spearman,-0.00681575140288117,0.00681575140288117
BTCUSDT,24,vol_ratio_168_log1p_z,target_log_ret_horizon_1,spearman,0.006287080182344271,0.006287080182344271
BTCUSDT,24,vol_ratio_24_log1p_z,target_log_ret_horizon_1,spearman,0.005864509164454729,0.005864509164454729
BTCUSDT,24,ema_spread_9_21_z,target_log_ret_horizon_1,spearman,-0.005195013295424364,0.005195013295424364
BTCUSDT,24,ema_slope_100_z,target_log_ret_horizon_1,spearman,-0.004407011081178112,0.004407011081178112
BTCUSDT,24,vol_ratio_72_log1p_z,target_log_ret_horizon_1,spearman,0.004252476906618371,0.004252476906618371
BTCUSDT,24,ema_spread_100_200_z,target_log_ret_horizon_1,spearman,0.0038634458039157756,0.0038634458039157756
BTCUSDT,24,ema_spread_50_100_z,target_log_ret_horizon_1,spearman,0.0035407971470025447,0.0035407971470025447
BTCUSDT,24,RSI_30_bounded,target_log_ret_horizon_1,spearman,0.0029702414242006965,0.0029702414242006965
BTCUSDT,24,ema_slope_200_z,target_log_ret_horizon_1,spearman,-0.0026380808524833327,0.0026380808524833327
BTCUSDT,24,ema_spread_21_50_z,target_log_ret_horizon_1,spearman,0.0024249593904919478,0.0024249593904919478
BTCUSDT,24,price_pos_in_range_168_norm,target_log_ret_horizon_1,spearman,0.0016394342215753147,0.0016394342215753147
BTCUSDT,24,MOM_pct_30_z,target_log_ret_horizon_1,spearman,0.000851365132622412,0.000851365132622412
BTCUSDT,24,log_ret_168_z,target_log_ret_horizon_1,spearman,-0.00032026303774039354,0.00032026303774039354
BTCUSDT,24,ret_accel_6_24_z,target_log_ret_horizon_10,spearman,-0.06685568497465076,0.06685568497465076
BTCUSDT,24,MOM_pct_30_z,target_log_ret_horizon_10,spearman,0.04414143687378106,0.04414143687378106
BTCUSDT,24,ret_accel_24_72_z,target_log_ret_horizon_10,spearman,0.04074110355840493,0.04074110355840493
BTCUSDT,24,ADX_14_scaled,target_log_ret_horizon_10,spearman,0.03807822296357256,0.03807822296357256
BTCUSDT,24,bb_width_20_sqrt_z,target_log_ret_horizon_10,spearman,0.03793150873853719,0.03793150873853719
BTCUSDT,24,log_ret_24_z,target_log_ret_horizon_10,spearman,0.03330918186647104,0.03330918186647104
BTCUSDT,24,ret_accel_72_168_z,target_log_ret_horizon_10,spearman,-0.031259199874421835,0.031259199874421835
BTCUSDT,24,ema_slope_21_z,target_log_ret_horizon_10,spearman,0.030863873413074054,0.030863873413074054
BTCUSDT,24,ADX_30_scaled,target_log_ret_horizon_10,spearman,0.028913064343036792,0.028913064343036792
BTCUSDT,24,ema_spread_9_21_z,target_log_ret_horizon_10,spearman,0.028760933651101498,0.028760933651101498
BTCUSDT,24,dist_to_low_24_sqrt_z,target_log_ret_horizon_10,spearman,0.028659485691163594,0.028659485691163594
BTCUSDT,24,log_ret_72_z,target_log_ret_horizon_10,spearman,-0.02805941768446276,0.02805941768446276
BTCUSDT,24,MOM_pct_72_z,target_log_ret_horizon_10,spearman,-0.02780172069746914,0.02780172069746914
BTCUSDT,24,ema_slope_50_z,target_log_ret_horizon_10,spearman,0.02726723599278719,0.02726723599278719
BTCUSDT,24,volatility_168_sqrt_z,target_log_ret_horizon_10,spearman,0.02642792736767405,0.02642792736767405
BTCUSDT,24,volatility_72_sqrt_z,target_log_ret_horizon_10,spearman,0.025379179693763174,0.025379179693763174
BTCUSDT,24,body_sqrt_z,target_log_ret_horizon_10,spearman,0.025051964120756977,0.025051964120756977
BTCUSDT,24,ADX_72_scaled,target_log_ret_horizon_10,spearman,0.02466747394758639,0.02466747394758639
BTCUSDT,24,MOM_pct_14_z,target_log_ret_horizon_10,spearman,0.024644942006499464,0.024644942006499464
BTCUSDT,24,RSI_72_bounded,target_log_ret_horizon_10,spearman,0.022537777396002,0.022537777396002
BTCUSDT,24,log_ret_6_z,target_log_ret_horizon_10,spearman,-0.022080362219669355,0.022080362219669355
BTCUSDT,24,ema_slope_100_z,target_log_ret_horizon_10,spearman,0.02038582137627186,0.02038582137627186
BTCUSDT,24,range_sqrt_z,target_log_ret_horizon_10,spearman,0.020159321349441116,0.020159321349441116
BTCUSDT,24,vol_expansion_168_log1p_z,target_log_ret_horizon_10,spearman,0.019339029351693005,0.019339029351693005
BTCUSDT,24,vol_expansion_72_log1p_z,target_log_ret_horizon_10,spearman,0.01881773024518059,0.01881773024518059
BTCUSDT,24,MACD_hist_pct_z,target_log_ret_horizon_10,spearman,0.01821959633884983,0.01821959633884983
BTCUSDT,24,vol_expansion_24_log1p_z,target_log_ret_horizon_10,spearman,0.017939061276053297,0.017939061276053297
BTCUSDT,24,ema_spread_50_100_z,target_log_ret_horizon_10,spearman,0.0165103740357052,0.0165103740357052
BTCUSDT,24,ema_spread_21_50_z,target_log_ret_horizon_10,spearman,0.01615816837860525,0.01615816837860525
BTCUSDT,24,ema_slope_9_z,target_log_ret_horizon_10,spearman,0.015652487878718844,0.015652487878718844
BTCUSDT,24,ema_slope_200_z,target_log_ret_horizon_10,spearman,0.015292546906176123,0.015292546906176123
BTCUSDT,24,dist_ema_9_z,target_log_ret_horizon_10,spearman,-0.013593007531220587,0.013593007531220587
BTCUSDT,24,price_pos_in_range_168_norm,target_log_ret_horizon_10,spearman,0.013527159016480743,0.013527159016480743
BTCUSDT,24,log_ret_168_z,target_log_ret_horizon_10,spearman,0.009795517047890754,0.009795517047890754
BTCUSDT,24,RSI_30_bounded,target_log_ret_horizon_10,spearman,0.009447397089855843,0.009447397089855843
BTCUSDT,24,NATR_14_z,target_log_ret_horizon_10,spearman,0.00936823900063293,0.00936823900063293
BTCUSDT,24,dist_to_high_72_sqrt_z,target_log_ret_horizon_10,spearman,0.008913577863275735,0.008913577863275735
BTCUSDT,24,dist_ema_50_z,target_log_ret_horizon_10,spearman,0.007057112082058506,0.007057112082058506
BTCUSDT,24,dist_to_low_72_sqrt_z,target_log_ret_horizon_10,spearman,0.005401447957747606,0.005401447957747606
BTCUSDT,24,price_pos_in_range_72_norm,target_log_ret_horizon_10,spearman,0.005288444319247477,0.005288444319247477
BTCUSDT,24,dist_ema_100_z,target_log_ret_horizon_10,spearman,0.005121766267814721,0.005121766267814721
BTCUSDT,24,dist_to_low_168_sqrt_z,target_log_ret_horizon_10,spearman,-0.004558084630055265,0.004558084630055265
BTCUSDT,24,price_pos_in_range_24_norm,target_log_ret_horizon_10,spearman,-0.004533324898411111,0.004533324898411111
BTCUSDT,24,dist_ema_21_z,target_log_ret_horizon_10,spearman,0.004473796873139596,0.004473796873139596
BTCUSDT,24,vol_ratio_24_log1p_z,target_log_ret_horizon_10,spearman,0.004098698784601808,0.004098698784601808
BTCUSDT,24,RSI_14_bounded,target_log_ret_horizon_10,spearman,0.003072039314301648,0.003072039314301648
BTCUSDT,24,volatility_24_sqrt_z,target_log_ret_horizon_10,spearman,-0.003046831870326285,0.003046831870326285
BTCUSDT,24,ema_spread_100_200_z,target_log_ret_horizon_10,spearman,0.0023103917211441767,0.0023103917211441767
BTCUSDT,24,vol_ratio_168_log1p_z,target_log_ret_horizon_10,spearman,0.0020361174887862927,0.0020361174887862927
BTCUSDT,24,dist_ema_200_z,target_log_ret_horizon_10,spearman,0.0017241993923874418,0.0017241993923874418
BTCUSDT,24,dist_to_high_168_sqrt_z,target_log_ret_horizon_10,spearman,-0.001694925826446551,0.001694925826446551
BTCUSDT,24,vol_ratio_72_log1p_z,target_log_ret_horizon_10,spearman,0.0008415563227698646,0.0008415563227698646
BTCUSDT,24,bb_pos_20_norm,target_log_ret_horizon_10,spearman,-0.0006917999892612249,0.0006917999892612249
BTCUSDT,24,dist_to_high_24_sqrt_z,target_log_ret_horizon_10,spearman,3.5168492978582184e-05,3.5168492978582184e-05
BTCUSDT,24,MACD_hist_pct_z,target_log_ret_horizon_24,spearman,0.06898936852265061,0.06898936852265061
BTCUSDT,24,dist_to_low_24_sqrt_z,target_log_ret_horizon_24,spearman,0.0660382141130197,0.0660382141130197
BTCUSDT,24,ret_accel_24_72_z,target_log_ret_horizon_24,spearman,0.05360812092821958,0.05360812092821958
BTCUSDT,24,MOM_pct_14_z,target_log_ret_horizon_24,spearman,0.048270652863079265,0.048270652863079265
BTCUSDT,24,ret_accel_6_24_z,target_log_ret_horizon_24,spearman,-0.04653830879289586,0.04653830879289586
BTCUSDT,24,vol_ratio_24_log1p_z,target_log_ret_horizon_24,spearman,-0.04525677019056629,0.04525677019056629
BTCUSDT,24,log_ret_24_z,target_log_ret_horizon_24,spearman,0.044888994038087084,0.044888994038087084
BTCUSDT,24,ema_slope_9_z,target_log_ret_horizon_24,spearman,0.04335284417818272,0.04335284417818272
BTCUSDT,24,ADX_72_scaled,target_log_ret_horizon_24,spearman,0.043102883536865255,0.043102883536865255
BTCUSDT,24,vol_ratio_72_log1p_z,target_log_ret_horizon_24,spearman,-0.039015146941912736,0.039015146941912736
BTCUSDT,24,vol_ratio_168_log1p_z,target_log_ret_horizon_24,spearman,-0.0379539492639187,0.0379539492639187
BTCUSDT,24,ema_slope_21_z,target_log_ret_horizon_24,spearman,0.037271214797850734,0.037271214797850734
BTCUSDT,24,dist_ema_21_z,target_log_ret_horizon_24,spearman,0.03596528718719529,0.03596528718719529
BTCUSDT,24,dist_ema_9_z,target_log_ret_horizon_24,spearman,0.03170631868268834,0.03170631868268834
BTCUSDT,24,ema_spread_9_21_z,target_log_ret_horizon_24,spearman,0.03043516664784912,0.03043516664784912
BTCUSDT,24,MOM_pct_30_z,target_log_ret_horizon_24,spearman,0.029338282681365586,0.029338282681365586
BTCUSDT,24,ADX_30_scaled,target_log_ret_horizon_24,spearman,0.02566681609442837,0.02566681609442837
BTCUSDT,24,dist_to_low_72_sqrt_z,target_log_ret_horizon_24,spearman,0.02413011221789889,0.02413011221789889
BTCUSDT,24,vol_expansion_24_log1p_z,target_log_ret_horizon_24,spearman,-0.02340762016448769,0.02340762016448769
BTCUSDT,24,log_ret_6_z,target_log_ret_horizon_24,spearman,0.02281716531419837,0.02281716531419837
BTCUSDT,24,ADX_14_scaled,target_log_ret_horizon_24,spearman,0.02086587185973205,0.02086587185973205
BTCUSDT,24,dist_ema_50_z,target_log_ret_horizon_24,spearman,0.020684294561498937,0.020684294561498937
BTCUSDT,24,dist_to_high_24_sqrt_z,target_log_ret_horizon_24,spearman,-0.017450561508794312,0.017450561508794312
BTCUSDT,24,volatility_24_sqrt_z,target_log_ret_horizon_24,spearman,0.017413337157221074,0.017413337157221074
BTCUSDT,24,RSI_72_bounded,target_log_ret_horizon_24,spearman,0.016669517869602753,0.016669517869602753
BTCUSDT,24,price_pos_in_range_168_norm,target_log_ret_horizon_24,spearman,0.01621391178817201,0.01621391178817201
BTCUSDT,24,ret_accel_72_168_z,target_log_ret_horizon_24,spearman,-0.015654327811178162,0.015654327811178162
BTCUSDT,24,ema_slope_50_z,target_log_ret_horizon_24,spearman,0.015357068794837173,0.015357068794837173
BTCUSDT,24,dist_to_high_72_sqrt_z,target_log_ret_horizon_24,spearman,0.014685131089724527,0.014685131089724527
BTCUSDT,24,vol_expansion_72_log1p_z,target_log_ret_horizon_24,spearman,-0.012360533987041884,0.012360533987041884
BTCUSDT,24,vol_expansion_168_log1p_z,target_log_ret_horizon_24,spearman,-0.011741762261796568,0.011741762261796568
BTCUSDT,24,volatility_168_sqrt_z,target_log_ret_horizon_24,spearman,0.011014021846609292,0.011014021846609292
BTCUSDT,24,bb_pos_20_norm,target_log_ret_horizon_24,spearman,0.00962105144484388,0.00962105144484388
BTCUSDT,24,range_sqrt_z,target_log_ret_horizon_24,spearman,-0.00957150947071373,0.00957150947071373
BTCUSDT,24,dist_ema_100_z,target_log_ret_horizon_24,spearman,0.00943265710553893,0.00943265710553893
BTCUSDT,24,dist_to_low_168_sqrt_z,target_log_ret_horizon_24,spearman,-0.008708217530639346,0.008708217530639346
BTCUSDT,24,price_pos_in_range_24_norm,target_log_ret_horizon_24,spearman,-0.00846399139344501,0.00846399139344501
BTCUSDT,24,log_ret_72_z,target_log_ret_horizon_24,spearman,-0.006576111798329152,0.006576111798329152
BTCUSDT,24,ema_spread_50_100_z,target_log_ret_horizon_24,spearman,-0.006521407937317332,0.006521407937317332
BTCUSDT,24,MOM_pct_72_z,target_log_ret_horizon_24,spearman,-0.006420092845332863,0.006420092845332863
BTCUSDT,24,ema_spread_21_50_z,target_log_ret_horizon_24,spearman,-0.005385595374698865,0.005385595374698865
BTCUSDT,24,volatility_72_sqrt_z,target_log_ret_horizon_24,spearman,0.005352913867555639,0.005352913867555639
BTCUSDT,24,NATR_14_z,target_log_ret_horizon_24,spearman,0.0041357412716464355,0.0041357412716464355
BTCUSDT,24,RSI_30_bounded,target_log_ret_horizon_24,spearman,0.0036260390906592667,0.0036260390906592667
BTCUSDT,24,ema_slope_100_z,target_log_ret_horizon_24,spearman,0.0034113491488165456,0.0034113491488165456
BTCUSDT,24,ema_slope_200_z,target_log_ret_horizon_24,spearman,-0.0033196484228503703,0.0033196484228503703
BTCUSDT,24,dist_ema_200_z,target_log_ret_horizon_24,spearman,0.00293286256993372,0.00293286256993372
BTCUSDT,24,RSI_14_bounded,target_log_ret_horizon_24,spearman,0.0027058127993977764,0.0027058127993977764
BTCUSDT,24,ema_spread_100_200_z,target_log_ret_horizon_24,spearman,0.0018239689757382576,0.0018239689757382576
BTCUSDT,24,price_pos_in_range_72_norm,target_log_ret_horizon_24,spearman,-0.0017686173196528698,0.0017686173196528698
BTCUSDT,24,body_sqrt_z,target_log_ret_horizon_24,spearman,-0.0017057882061399837,0.0017057882061399837
BTCUSDT,24,bb_width_20_sqrt_z,target_log_ret_horizon_24,spearman,0.0016782477816698952,0.0016782477816698952
BTCUSDT,24,log_ret_168_z,target_log_ret_horizon_24,spearman,-0.0014332623419039338,0.0014332623419039338
BTCUSDT,24,dist_to_high_168_sqrt_z,target_log_ret_horizon_24,spearman,-0.0008371174715268112,0.0008371174715268112
BTCUSDT,24,ret_accel_6_24_z,target_log_ret_horizon_3,spearman,-0.043127656864864354,0.043127656864864354
BTCUSDT,24,log_ret_6_z,target_log_ret_horizon_3,spearman,-0.03610100979742434,0.03610100979742434
BTCUSDT,24,volatility_72_sqrt_z,target_log_ret_horizon_3,spearman,0.03321827390089483,0.03321827390089483
BTCUSDT,24,ret_accel_24_72_z,target_log_ret_horizon_3,spearman,0.029714994448041886,0.029714994448041886
BTCUSDT,24,dist_to_high_72_sqrt_z,target_log_ret_horizon_3,spearman,0.026557378538064762,0.026557378538064762
BTCUSDT,24,volatility_168_sqrt_z,target_log_ret_horizon_3,spearman,0.02647322349399175,0.02647322349399175
BTCUSDT,24,ema_slope_9_z,target_log_ret_horizon_3,spearman,-0.025206334716822928,0.025206334716822928
BTCUSDT,24,log_ret_24_z,target_log_ret_horizon_3,spearman,0.02309734334118805,0.02309734334118805
BTCUSDT,24,NATR_14_z,target_log_ret_horizon_3,spearman,0.02190072189480815,0.02190072189480815
BTCUSDT,24,log_ret_72_z,target_log_ret_horizon_3,spearman,-0.021551774498177,0.021551774498177
BTCUSDT,24,MOM_pct_72_z,target_log_ret_horizon_3,spearman,-0.0214602765994044,0.0214602765994044
BTCUSDT,24,body_sqrt_z,target_log_ret_horizon_3,spearman,0.02057629051475801,0.02057629051475801
BTCUSDT,24,MOM_pct_14_z,target_log_ret_horizon_3,spearman,-0.020039808463453178,0.020039808463453178
BTCUSDT,24,dist_ema_9_z,target_log_ret_horizon_3,spearman,-0.01981802810270837,0.01981802810270837
BTCUSDT,24,ADX_14_scaled,target_log_ret_horizon_3,spearman,0.019244583751775225,0.019244583751775225
BTCUSDT,24,bb_width_20_sqrt_z,target_log_ret_horizon_3,spearman,0.01856072345404537,0.01856072345404537
BTCUSDT,24,MOM_pct_30_z,target_log_ret_horizon_3,spearman,0.01813870311285588,0.01813870311285588
BTCUSDT,24,price_pos_in_range_24_norm,target_log_ret_horizon_3,spearman,-0.01795472495315348,0.01795472495315348
BTCUSDT,24,bb_pos_20_norm,target_log_ret_horizon_3,spearman,-0.017823163873482317,0.017823163873482317
BTCUSDT,24,ret_accel_72_168_z,target_log_ret_horizon_3,spearman,-0.017582866362627864,0.017582866362627864
BTCUSDT,24,ADX_72_scaled,target_log_ret_horizon_3,spearman,0.01657482493207019,0.01657482493207019
BTCUSDT,24,ADX_30_scaled,target_log_ret_horizon_3,spearman,0.016190542137330722,0.016190542137330722
BTCUSDT,24,dist_ema_21_z,target_log_ret_horizon_3,spearman,-0.014979762208524981,0.014979762208524981
BTCUSDT,24,dist_to_high_168_sqrt_z,target_log_ret_horizon_3,spearman,0.013946401169983911,0.013946401169983911
BTCUSDT,24,MACD_hist_pct_z,target_log_ret_horizon_3,spearman,-0.013425559810883688,0.013425559810883688
BTCUSDT,24,volatility_24_sqrt_z,target_log_ret_horizon_3,spearman,0.012225946618032762,0.012225946618032762
BTCUSDT,24,range_sqrt_z,target_log_ret_horizon_3,spearman,0.011983708096774688,0.011983708096774688
BTCUSDT,24,vol_expansion_168_log1p_z,target_log_ret_horizon_3,spearman,0.010932302368023498,0.010932302368023498
BTCUSDT,24,price_pos_in_range_168_norm,target_log_ret_horizon_3,spearman,-0.01074546760418504,0.01074546760418504
BTCUSDT,24,ema_slope_21_z,target_log_ret_horizon_3,spearman,-0.010724452845548646,0.010724452845548646
BTCUSDT,24,dist_to_low_168_sqrt_z,target_log_ret_horizon_3,spearman,-0.010595324598983363,0.010595324598983363
BTCUSDT,24,RSI_14_bounded,target_log_ret_horizon_3,spearman,-0.010153877887398816,0.010153877887398816
BTCUSDT,24,dist_to_high_24_sqrt_z,target_log_ret_horizon_3,spearman,0.009757772131820528,0.009757772131820528
BTCUSDT,24,dist_to_low_72_sqrt_z,target_log_ret_horizon_3,spearman,-0.00916798967689503,0.00916798967689503
BTCUSDT,24,dist_ema_50_z,target_log_ret_horizon_3,spearman,-0.009058848416129965,0.009058848416129965
BTCUSDT,24,price_pos_in_range_72_norm,target_log_ret_horizon_3,spearman,-0.008962129235798822,0.008962129235798822
BTCUSDT,24,vol_expansion_72_log1p_z,target_log_ret_horizon_3,spearman,0.008592937172359826,0.008592937172359826
BTCUSDT,24,ema_slope_200_z,target_log_ret_horizon_3,spearman,-0.008457753692950062,0.008457753692950062
BTCUSDT,24,ema_slope_50_z,target_log_ret_horizon_3,spearman,-0.008421329725388896,0.008421329725388896
BTCUSDT,24,log_ret_168_z,target_log_ret_horizon_3,spearman,0.007961578098505019,0.007961578098505019
BTCUSDT,24,vol_expansion_24_log1p_z,target_log_ret_horizon_3,spearman,0.007387926649608335,0.007387926649608335
BTCUSDT,24,dist_to_low_24_sqrt_z,target_log_ret_horizon_3,spearman,0.0064642615852751615,0.0064642615852751615
BTCUSDT,24,ema_slope_100_z,target_log_ret_horizon_3,spearman,-0.006336297283840735,0.006336297283840735
BTCUSDT,24,dist_ema_100_z,target_log_ret_horizon_3,spearman,-0.006223398713176246,0.006223398713176246
BTCUSDT,24,dist_ema_200_z,target_log_ret_horizon_3,spearman,-0.0061708915774605745,0.0061708915774605745
BTCUSDT,24,ema_spread_50_100_z,target_log_ret_horizon_3,spearman,0.0057168137276543815,0.0057168137276543815
BTCUSDT,24,vol_ratio_72_log1p_z,target_log_ret_horizon_3,spearman,-0.0056712643034409725,0.0056712643034409725
BTCUSDT,24,ema_spread_9_21_z,target_log_ret_horizon_3,spearman,-0.0035221805598701643,0.0035221805598701643
BTCUSDT,24,RSI_72_bounded,target_log_ret_horizon_3,spearman,0.0033357133890412065,0.0033357133890412065
BTCUSDT,24,vol_ratio_24_log1p_z,target_log_ret_horizon_3,spearman,-0.0031759877669214577,0.0031759877669214577
BTCUSDT,24,RSI_30_bounded,target_log_ret_horizon_3,spearman,-0.0029850543037065937,0.0029850543037065937
BTCUSDT,24,vol_ratio_168_log1p_z,target_log_ret_horizon_3,spearman,-0.0028414630593956063,0.0028414630593956063
BTCUSDT,24,ema_spread_100_200_z,target_log_ret_horizon_3,spearman,-0.0012655728717477993,0.0012655728717477993
BTCUSDT,24,ema_spread_21_50_z,target_log_ret_horizon_3,spearman,-0.0005877417465295007,0.0005877417465295007
BTCUSDT,24,ret_accel_6_24_z,target_log_ret_horizon_5,spearman,-0.04556683137726251,0.04556683137726251
BTCUSDT,24,body_sqrt_z,target_log_ret_horizon_5,spearman,0.04490219653791128,0.04490219653791128
BTCUSDT,24,log_ret_6_z,target_log_ret_horizon_5,spearman,-0.03989484429059516,0.03989484429059516
BTCUSDT,24,volatility_72_sqrt_z,target_log_ret_horizon_5,spearman,0.03834997777218104,0.03834997777218104
BTCUSDT,24,dist_to_high_72_sqrt_z,target_log_ret_horizon_5,spearman,0.03161278107001511,0.03161278107001511
BTCUSDT,24,ret_accel_24_72_z,target_log_ret_horizon_5,spearman,0.031286594234731784,0.031286594234731784
BTCUSDT,24,volatility_168_sqrt_z,target_log_ret_horizon_5,spearman,0.031213766494343827,0.031213766494343827
BTCUSDT,24,dist_ema_9_z,target_log_ret_horizon_5,spearman,-0.028826244974001384,0.028826244974001384
BTCUSDT,24,price_pos_in_range_24_norm,target_log_ret_horizon_5,spearman,-0.028479483235537815,0.028479483235537815
BTCUSDT,24,bb_pos_20_norm,target_log_ret_horizon_5,spearman,-0.02825465580687949,0.02825465580687949
BTCUSDT,24,log_ret_72_z,target_log_ret_horizon_5,spearman,-0.027959512126805,0.027959512126805
BTCUSDT,24,MOM_pct_72_z,target_log_ret_horizon_5,spearman,-0.027848948542047856,0.027848948542047856
BTCUSDT,24,range_sqrt_z,target_log_ret_horizon_5,spearman,0.027823818419013067,0.027823818419013067
BTCUSDT,24,bb_width_20_sqrt_z,target_log_ret_horizon_5,spearman,0.027279461692834083,0.027279461692834083
BTCUSDT,24,vol_expansion_168_log1p_z,target_log_ret_horizon_5,spearman,0.026198335743235497,0.026198335743235497
BTCUSDT,24,vol_expansion_24_log1p_z,target_log_ret_horizon_5,spearman,0.02558536823776628,0.02558536823776628
BTCUSDT,24,ADX_30_scaled,target_log_ret_horizon_5,spearman,0.02556686094405869,0.02556686094405869
BTCUSDT,24,ADX_14_scaled,target_log_ret_horizon_5,spearman,0.025338083495028498,0.025338083495028498
BTCUSDT,24,vol_expansion_72_log1p_z,target_log_ret_horizon_5,spearman,0.024282926938547236,0.024282926938547236
BTCUSDT,24,ADX_72_scaled,target_log_ret_horizon_5,spearman,0.022953971634003426,0.022953971634003426
BTCUSDT,24,RSI_14_bounded,target_log_ret_horizon_5,spearman,-0.02201149174088206,0.02201149174088206
BTCUSDT,24,dist_to_low_168_sqrt_z,target_log_ret_horizon_5,spearman,-0.021772235722998256,0.021772235722998256
BTCUSDT,24,NATR_14_z,target_log_ret_horizon_5,spearman,0.02092815120495399,0.02092815120495399
BTCUSDT,24,ema_slope_9_z,target_log_ret_horizon_5,spearman,-0.02025994301463341,0.02025994301463341
BTCUSDT,24,dist_to_high_168_sqrt_z,target_log_ret_horizon_5,spearman,0.02011993047376579,0.02011993047376579
BTCUSDT,24,dist_ema_21_z,target_log_ret_horizon_5,spearman,-0.01970596803907121,0.01970596803907121
