symbol,z_window,feature_1,feature_2,corr_method,abs_corr
DOGEUSDT,48,dist_ema_100_z,dist_ema_200_z,spearman,0.9735272621340016
DOGEUSDT,48,vol_expansion_72_log1p_z,vol_expansion_168_log1p_z,spearman,0.9721242889842546
DOGEUSDT,48,ema_slope_100_z,ema_slope_200_z,spearman,0.9706467979789987
DOGEUSDT,48,dist_ema_50_z,dist_ema_100_z,spearman,0.9630738461557321
DOGEUSDT,48,ema_slope_50_z,ema_slope_100_z,spearman,0.9610041871682046
DOGEUSDT,48,range_sqrt_z,vol_expansion_72_log1p_z,spearman,0.9597635626475174
DOGEUSDT,48,vol_ratio_72_log1p_z,vol_ratio_168_log1p_z,spearman,0.9597578360292179
DOGEUSDT,48,ema_slope_100_z,ema_spread_21_50_z,spearman,0.9580563256530992
DOGEUSDT,48,ema_slope_50_z,ema_spread_9_21_z,spearman,0.9459591453595492
DOGEUSDT,48,dist_ema_200_z,ema_slope_200_z,spearman,0.9293699749427898
DOGEUSDT,48,dist_ema_50_z,ema_spread_9_21_z,spearman,0.9270321585957616
DOGEUSDT,48,ema_slope_200_z,ema_spread_21_50_z,spearman,0.921694836004271
DOGEUSDT,48,dist_ema_100_z,ema_slope_100_z,spearman,0.9207501019972487
DOGEUSDT,48,ema_slope_100_z,dist_ema_200_z,spearman,0.9184528009475185
DOGEUSDT,48,ema_slope_21_z,ema_slope_50_z,spearman,0.9173140227273836
DOGEUSDT,48,dist_ema_21_z,dist_ema_50_z,spearman,0.9172093188647513
DOGEUSDT,48,RSI_14_bounded,bb_pos_20_norm,spearman,0.9140040451788485
DOGEUSDT,48,ema_slope_9_z,ema_slope_21_z,spearman,0.9127918050284889
DOGEUSDT,48,ema_slope_50_z,dist_ema_100_z,spearman,0.9119683987111729
DOGEUSDT,48,RSI_14_bounded,RSI_30_bounded,spearman,0.909730524789204
DOGEUSDT,48,ema_slope_50_z,ema_spread_21_50_z,spearman,0.9064862284760066
DOGEUSDT,48,dist_ema_9_z,dist_ema_21_z,spearman,0.9058174834958248
DOGEUSDT,48,ema_spread_9_21_z,log_ret_24_z,spearman,0.9052001434244961
DOGEUSDT,48,dist_ema_50_z,ema_slope_50_z,spearman,0.9014775666440464
DOGEUSDT,48,bb_pos_20_norm,price_pos_in_range_24_norm,spearman,0.8959935341096122
DOGEUSDT,48,dist_ema_50_z,dist_ema_200_z,spearman,0.8933453934270233
DOGEUSDT,48,RSI_30_bounded,RSI_72_bounded,spearman,0.8909357555705225
DOGEUSDT,48,ema_slope_50_z,ema_slope_200_z,spearman,0.8870339098721384
DOGEUSDT,48,dist_ema_9_z,log_ret_6_z,spearman,0.8851110869379938
DOGEUSDT,48,ema_slope_21_z,dist_ema_50_z,spearman,0.8850773671016557
DOGEUSDT,48,vol_expansion_24_log1p_z,vol_expansion_72_log1p_z,spearman,0.8847113174189621
DOGEUSDT,48,dist_ema_100_z,ema_slope_200_z,spearman,0.8801904606029248
DOGEUSDT,48,dist_ema_200_z,RSI_14_bounded,spearman,0.8791237193199779
DOGEUSDT,48,RSI_72_bounded,price_pos_in_range_168_norm,spearman,0.8780945525218403
DOGEUSDT,48,dist_ema_50_z,log_ret_24_z,spearman,0.8755753433290375
DOGEUSDT,48,dist_ema_21_z,MOM_pct_14_z,spearman,0.8729175443362278
DOGEUSDT,48,vol_expansion_24_log1p_z,vol_expansion_168_log1p_z,spearman,0.8701621670437986
DOGEUSDT,48,ema_slope_9_z,MACD_hist_pct_z,spearman,0.8690305446996885
DOGEUSDT,48,dist_ema_100_z,ema_spread_21_50_z,spearman,0.8685717585703429
DOGEUSDT,48,dist_ema_50_z,MOM_pct_30_z,spearman,0.8683048852665365
DOGEUSDT,48,ema_spread_9_21_z,MOM_pct_30_z,spearman,0.8667129646250051
DOGEUSDT,48,dist_ema_100_z,ema_spread_9_21_z,spearman,0.8662753481375074
DOGEUSDT,48,RSI_30_bounded,price_pos_in_range_72_norm,spearman,0.8636851510012956
DOGEUSDT,48,ema_slope_50_z,dist_ema_200_z,spearman,0.8634676320611536
DOGEUSDT,48,ema_slope_9_z,dist_ema_21_z,spearman,0.8612716180775318
DOGEUSDT,48,ema_slope_50_z,MOM_pct_30_z,spearman,0.8610626591216773
DOGEUSDT,48,dist_ema_200_z,ema_spread_21_50_z,spearman,0.8609095497194804
DOGEUSDT,48,ema_slope_21_z,log_ret_24_z,spearman,0.8583901139358571
DOGEUSDT,48,RSI_14_bounded,price_pos_in_range_24_norm,spearman,0.8571247174680771
DOGEUSDT,48,vol_ratio_24_log1p_z,vol_ratio_72_log1p_z,spearman,0.8564195219653982
DOGEUSDT,48,dist_ema_21_z,bb_pos_20_norm,spearman,0.8552352316254315
DOGEUSDT,48,range_sqrt_z,vol_expansion_24_log1p_z,spearman,0.8550534101208955
DOGEUSDT,48,ema_slope_21_z,MOM_pct_14_z,spearman,0.8527200100556365
DOGEUSDT,48,ema_slope_200_z,ema_spread_50_100_z,spearman,0.8526674571123252
DOGEUSDT,48,MOM_pct_30_z,log_ret_24_z,spearman,0.8518788561027714
DOGEUSDT,48,dist_ema_100_z,RSI_14_bounded,spearman,0.8518705616602515
DOGEUSDT,48,dist_ema_21_z,ema_spread_9_21_z,spearman,0.8511481612841314
ETHUSDT,48,MOM_pct_72_z,log_ret_72_z,spearman,0.9999104416143227
ETHUSDT,48,range_sqrt_z,vol_expansion_168_log1p_z,spearman,0.9928208500359436
ETHUSDT,48,ema_slope_21_z,ema_spread_9_21_z,spearman,0.9823924397442544
ETHUSDT,48,vol_expansion_72_log1p_z,vol_expansion_168_log1p_z,spearman,0.9778965141506096
ETHUSDT,48,dist_ema_100_z,dist_ema_200_z,spearman,0.9748030405225461
ETHUSDT,48,vol_ratio_72_log1p_z,vol_ratio_168_log1p_z,spearman,0.9739234210170564
ETHUSDT,48,ema_slope_100_z,ema_slope_200_z,spearman,0.9722644477461554
ETHUSDT,48,range_sqrt_z,vol_expansion_72_log1p_z,spearman,0.9721504373076592
ETHUSDT,48,dist_ema_50_z,dist_ema_100_z,spearman,0.9638126087465398
ETHUSDT,48,ema_slope_50_z,ema_slope_100_z,spearman,0.9624917083129164
ETHUSDT,48,ema_slope_100_z,ema_spread_21_50_z,spearman,0.9580153816596961
ETHUSDT,48,ema_slope_50_z,ema_spread_9_21_z,spearman,0.9433866292733881
ETHUSDT,48,RSI_30_bounded,price_pos_in_range_72_norm,spearman,0.9308237306419866
ETHUSDT,48,vol_expansion_24_log1p_z,vol_expansion_72_log1p_z,spearman,0.9299784112375977
ETHUSDT,48,dist_ema_50_z,ema_spread_9_21_z,spearman,0.9271649061065388
ETHUSDT,48,dist_ema_200_z,ema_slope_200_z,spearman,0.9232138040964577
ETHUSDT,48,ema_slope_200_z,ema_spread_21_50_z,spearman,0.9221736379564394
ETHUSDT,48,dist_ema_100_z,ema_slope_100_z,spearman,0.9195507237161172
ETHUSDT,48,RSI_14_bounded,RSI_30_bounded,spearman,0.9190915452475542
ETHUSDT,48,RSI_14_bounded,price_pos_in_range_24_norm,spearman,0.9158095265278487
ETHUSDT,48,dist_ema_21_z,dist_ema_50_z,spearman,0.9154290881620353
ETHUSDT,48,ema_slope_100_z,dist_ema_200_z,spearman,0.9149117048850878
ETHUSDT,48,ema_slope_21_z,ema_slope_50_z,spearman,0.9145789341013347
ETHUSDT,48,ema_slope_50_z,dist_ema_100_z,spearman,0.9138287280883122
ETHUSDT,48,vol_ratio_24_log1p_z,vol_ratio_72_log1p_z,spearman,0.9130445279090919
ETHUSDT,48,vol_expansion_24_log1p_z,vol_expansion_168_log1p_z,spearman,0.9128682929187146
ETHUSDT,48,ema_slope_9_z,ema_slope_21_z,spearman,0.9114922578968503
ETHUSDT,48,bb_pos_20_norm,price_pos_in_range_24_norm,spearman,0.9086287363477497
ETHUSDT,48,dist_ema_9_z,dist_ema_21_z,spearman,0.9082807712906669
ETHUSDT,48,range_sqrt_z,vol_expansion_24_log1p_z,spearman,0.9075797358772707
ETHUSDT,48,ema_slope_50_z,ema_spread_21_50_z,spearman,0.9066765971240011
ETHUSDT,48,RSI_72_bounded,price_pos_in_range_168_norm,spearman,0.9051253154722044
ETHUSDT,48,dist_ema_50_z,ema_slope_50_z,spearman,0.90446001318122
ETHUSDT,48,dist_ema_9_z,log_ret_6_z,spearman,0.9022445492715759
ETHUSDT,48,RSI_14_bounded,bb_pos_20_norm,spearman,0.901564524338948
ETHUSDT,48,ema_spread_9_21_z,log_ret_24_z,spearman,0.9014113910202807
ETHUSDT,48,dist_ema_50_z,dist_ema_200_z,spearman,0.8983570567089588
ETHUSDT,48,RSI_30_bounded,RSI_72_bounded,spearman,0.8946415192485879
ETHUSDT,48,ema_slope_50_z,ema_slope_200_z,spearman,0.8935347541041927
ETHUSDT,48,vol_ratio_24_log1p_z,vol_ratio_168_log1p_z,spearman,0.8918636981392946
ETHUSDT,48,ema_slope_21_z,dist_ema_50_z,spearman,0.8865217371911484
ETHUSDT,48,dist_ema_21_z,MOM_pct_14_z,spearman,0.8822143398778616
ETHUSDT,48,dist_ema_100_z,ema_slope_200_z,spearman,0.8791025191022932
ETHUSDT,48,dist_ema_200_z,RSI_14_bounded,spearman,0.8723235937360801
ETHUSDT,48,ema_slope_9_z,dist_ema_21_z,spearman,0.8710344380116878
ETHUSDT,48,ema_slope_9_z,MACD_hist_pct_z,spearman,0.8707129703748773
ETHUSDT,48,dist_ema_50_z,log_ret_24_z,spearman,0.8704832507543776
ETHUSDT,48,dist_ema_100_z,ema_spread_21_50_z,spearman,0.8676386965472496
ETHUSDT,48,ema_spread_9_21_z,MOM_pct_30_z,spearman,0.8667490466045883
ETHUSDT,48,ema_slope_50_z,dist_ema_200_z,spearman,0.8656133325509782
ETHUSDT,48,dist_ema_50_z,MOM_pct_30_z,spearman,0.865290716665026
ETHUSDT,48,dist_ema_100_z,ema_spread_9_21_z,spearman,0.8630707454331432
ETHUSDT,48,ema_slope_9_z,MOM_pct_14_z,spearman,0.8621130934744433
ETHUSDT,48,ema_slope_21_z,MOM_pct_14_z,spearman,0.8594260068103787
ETHUSDT,48,ema_slope_50_z,MOM_pct_30_z,spearman,0.8578765139232046
ETHUSDT,48,dist_ema_200_z,ema_spread_21_50_z,spearman,0.8564230993488916
ETHUSDT,48,dist_ema_21_z,ema_spread_9_21_z,spearman,0.8562344877547865
ETHUSDT,48,ema_slope_21_z,log_ret_24_z,spearman,0.8538084956144825
ETHUSDT,48,dist_ema_21_z,ema_slope_21_z,spearman,0.8506056665079282
ETHUSDT,48,MOM_pct_30_z,log_ret_24_z,spearman,0.8505677160225276
SOLUSDT,48,MOM_pct_72_z,log_ret_72_z,spearman,0.9997706596933653
SOLUSDT,48,range_sqrt_z,vol_expansion_168_log1p_z,spearman,0.9890097465805056
SOLUSDT,48,ema_slope_21_z,ema_spread_9_21_z,spearman,0.9835828933985161
SOLUSDT,48,dist_ema_100_z,dist_ema_200_z,spearman,0.9739243050663262
SOLUSDT,48,ema_slope_100_z,ema_slope_200_z,spearman,0.9724423698307094
SOLUSDT,48,vol_expansion_72_log1p_z,vol_expansion_168_log1p_z,spearman,0.9687095111028914
SOLUSDT,48,range_sqrt_z,vol_expansion_72_log1p_z,spearman,0.9601527712011935
SOLUSDT,48,vol_ratio_72_log1p_z,vol_ratio_168_log1p_z,spearman,0.9588021171421172
SOLUSDT,48,ema_slope_100_z,ema_spread_21_50_z,spearman,0.954703301921662
SOLUSDT,48,dist_ema_50_z,dist_ema_100_z,spearman,0.9543611669717139
SOLUSDT,48,ema_slope_50_z,ema_slope_100_z,spearman,0.9498326231787336
SOLUSDT,48,ema_slope_50_z,ema_spread_9_21_z,spearman,0.9433248603129086
SOLUSDT,48,dist_ema_200_z,ema_slope_200_z,spearman,0.9329144089989138
SOLUSDT,48,RSI_72_bounded,price_pos_in_range_168_norm,spearman,0.929899429980197
SOLUSDT,48,RSI_30_bounded,price_pos_in_range_72_norm,spearman,0.9298512445677423
SOLUSDT,48,dist_ema_50_z,ema_spread_9_21_z,spearman,0.9261858447419103
SOLUSDT,48,ema_slope_100_z,dist_ema_200_z,spearman,0.9236127259083611
SOLUSDT,48,dist_ema_100_z,ema_slope_100_z,spearman,0.9226666930055769
SOLUSDT,48,dist_ema_21_z,dist_ema_50_z,spearman,0.9207194286814934
SOLUSDT,48,ema_slope_9_z,ema_slope_21_z,spearman,0.9199621300771611
SOLUSDT,48,RSI_14_bounded,RSI_30_bounded,spearman,0.919269303406962
SOLUSDT,48,ema_slope_200_z,ema_spread_21_50_z,spearman,0.9181512223838841
SOLUSDT,48,ema_slope_21_z,ema_slope_50_z,spearman,0.9174078736698918
SOLUSDT,48,dist_ema_9_z,dist_ema_21_z,spearman,0.9152895805131199
SOLUSDT,48,RSI_14_bounded,price_pos_in_range_24_norm,spearman,0.9143078071713484
SOLUSDT,48,bb_pos_20_norm,price_pos_in_range_24_norm,spearman,0.9133337809433293
SOLUSDT,48,RSI_14_bounded,bb_pos_20_norm,spearman,0.9124333552867102
SOLUSDT,48,ema_spread_9_21_z,log_ret_24_z,spearman,0.9086074849536795
SOLUSDT,48,ema_slope_50_z,dist_ema_100_z,spearman,0.9073587212501097
SOLUSDT,48,ema_slope_50_z,ema_spread_21_50_z,spearman,0.9069788359681159
SOLUSDT,48,dist_ema_50_z,ema_slope_50_z,spearman,0.9039351086729632
SOLUSDT,48,vol_expansion_24_log1p_z,vol_expansion_72_log1p_z,spearman,0.9025324425512502
SOLUSDT,48,dist_ema_9_z,log_ret_6_z,spearman,0.8986188519414616
SOLUSDT,48,RSI_30_bounded,RSI_72_bounded,spearman,0.8877347251367476
SOLUSDT,48,dist_ema_21_z,MOM_pct_14_z,spearman,0.8876141071965818
SOLUSDT,48,ema_slope_21_z,dist_ema_50_z,spearman,0.8875790036326474
SOLUSDT,48,dist_ema_100_z,ema_slope_200_z,spearman,0.8837245778694415
SOLUSDT,48,vol_ratio_24_log1p_z,vol_ratio_72_log1p_z,spearman,0.8828180722646416
SOLUSDT,48,dist_ema_50_z,dist_ema_200_z,spearman,0.8808174670917948
SOLUSDT,48,ema_spread_9_21_z,MOM_pct_30_z,spearman,0.8802495375165124
SOLUSDT,48,vol_expansion_24_log1p_z,vol_expansion_168_log1p_z,spearman,0.8785623146527672
SOLUSDT,48,dist_ema_50_z,log_ret_24_z,spearman,0.8759882861651027
SOLUSDT,48,dist_ema_200_z,RSI_14_bounded,spearman,0.8757006929686301
SOLUSDT,48,ema_slope_9_z,dist_ema_21_z,spearman,0.8743648578902158
SOLUSDT,48,ema_slope_50_z,ema_slope_200_z,spearman,0.8742149102683221
SOLUSDT,48,dist_ema_50_z,MOM_pct_30_z,spearman,0.8712692857852808
SOLUSDT,48,ema_slope_9_z,MOM_pct_14_z,spearman,0.8712679175964211
SOLUSDT,48,MOM_pct_30_z,log_ret_24_z,spearman,0.8691660430023264
SOLUSDT,48,range_sqrt_z,vol_expansion_24_log1p_z,spearman,0.8687911483387686
SOLUSDT,48,dist_ema_100_z,ema_spread_21_50_z,spearman,0.8666761866452426
SOLUSDT,48,ema_slope_21_z,MOM_pct_14_z,spearman,0.8666634711516573
SOLUSDT,48,ema_slope_21_z,log_ret_24_z,spearman,0.8641501878567376
SOLUSDT,48,ema_slope_50_z,MOM_pct_30_z,spearman,0.8631766791073564
SOLUSDT,48,ema_slope_9_z,MACD_hist_pct_z,spearman,0.861199272902417
SOLUSDT,48,ema_slope_9_z,ema_spread_9_21_z,spearman,0.8593731584610446
SOLUSDT,48,dist_ema_21_z,ema_spread_9_21_z,spearman,0.8592635753850942
SOLUSDT,48,dist_ema_200_z,ema_spread_21_50_z,spearman,0.8589283305555901
SOLUSDT,48,ema_spread_9_21_z,MOM_pct_14_z,spearman,0.8556368213795454
SOLUSDT,48,ema_slope_50_z,dist_ema_200_z,spearman,0.8555445765347287
SOLUSDT,48,dist_ema_100_z,RSI_14_bounded,spearman,0.8532674303650415
SOLUSDT,48,dist_ema_21_z,ema_slope_21_z,spearman,0.8509745020713241
SOLUSDT,48,dist_ema_100_z,ema_spread_9_21_z,spearman,0.8500340988050027
XRPUSDT,48,MOM_pct_72_z,log_ret_72_z,spearman,0.9999023513561237
XRPUSDT,48,range_sqrt_z,vol_expansion_168_log1p_z,spearman,0.9903988512402644
XRPUSDT,48,ema_slope_21_z,ema_spread_9_21_z,spearman,0.9820434837440015
XRPUSDT,48,dist_ema_100_z,dist_ema_200_z,spearman,0.9755118689294668
XRPUSDT,48,ema_slope_100_z,ema_slope_200_z,spearman,0.9737194770715282
XRPUSDT,48,vol_expansion_72_log1p_z,vol_expansion_168_log1p_z,spearman,0.9699121406087158
XRPUSDT,48,range_sqrt_z,vol_expansion_72_log1p_z,spearman,0.9618388498978774
XRPUSDT,48,vol_ratio_72_log1p_z,vol_ratio_168_log1p_z,spearman,0.9617187389737732
XRPUSDT,48,dist_ema_50_z,dist_ema_100_z,spearman,0.9603589186629696
XRPUSDT,48,ema_slope_50_z,ema_slope_100_z,spearman,0.9578435175949555
XRPUSDT,48,ema_slope_100_z,ema_spread_21_50_z,spearman,0.9557887693750978
XRPUSDT,48,ema_slope_50_z,ema_spread_9_21_z,spearman,0.9439194014331108
XRPUSDT,48,dist_ema_200_z,ema_slope_200_z,spearman,0.928189481291802
XRPUSDT,48,dist_ema_50_z,ema_spread_9_21_z,spearman,0.9250740359140411
XRPUSDT,48,ema_slope_200_z,ema_spread_21_50_z,spearman,0.9221138915217624
XRPUSDT,48,dist_ema_100_z,ema_slope_100_z,spearman,0.9211904645230322
XRPUSDT,48,ema_slope_100_z,dist_ema_200_z,spearman,0.9187380365338246
XRPUSDT,48,dist_ema_21_z,dist_ema_50_z,spearman,0.9153657972611363
XRPUSDT,48,ema_slope_21_z,ema_slope_50_z,spearman,0.9149460956320601
XRPUSDT,48,ema_slope_9_z,ema_slope_21_z,spearman,0.9122164299722161
XRPUSDT,48,RSI_14_bounded,bb_pos_20_norm,spearman,0.9097079172132105
XRPUSDT,48,ema_slope_50_z,dist_ema_100_z,spearman,0.9093724890395525
XRPUSDT,48,dist_ema_9_z,dist_ema_21_z,spearman,0.9057496473049058
XRPUSDT,48,ema_slope_50_z,ema_spread_21_50_z,spearman,0.9043112859382827
XRPUSDT,48,RSI_14_bounded,RSI_30_bounded,spearman,0.90354889021853
XRPUSDT,48,dist_ema_50_z,ema_slope_50_z,spearman,0.9018045271075511
XRPUSDT,48,vol_expansion_24_log1p_z,vol_expansion_72_log1p_z,spearman,0.9010933303309937
XRPUSDT,48,ema_spread_9_21_z,log_ret_24_z,spearman,0.9004877314117168
XRPUSDT,48,dist_ema_50_z,dist_ema_200_z,spearman,0.8943455550415362
XRPUSDT,48,ema_slope_50_z,ema_slope_200_z,spearman,0.8899341562511546
XRPUSDT,48,bb_pos_20_norm,price_pos_in_range_24_norm,spearman,0.8879157140318634
XRPUSDT,48,vol_ratio_24_log1p_z,vol_ratio_72_log1p_z,spearman,0.8860863383738583
XRPUSDT,48,ema_slope_21_z,dist_ema_50_z,spearman,0.8841373013721603
XRPUSDT,48,dist_ema_100_z,ema_slope_200_z,spearman,0.8838358765046761
XRPUSDT,48,dist_ema_9_z,log_ret_6_z,spearman,0.8814097623735646
XRPUSDT,48,RSI_30_bounded,RSI_72_bounded,spearman,0.8806953325613266
XRPUSDT,48,vol_expansion_24_log1p_z,vol_expansion_168_log1p_z,spearman,0.8805533765970547
XRPUSDT,48,range_sqrt_z,vol_expansion_24_log1p_z,spearman,0.8728995309957543
XRPUSDT,48,dist_ema_50_z,log_ret_24_z,spearman,0.8723495529584443
XRPUSDT,48,dist_ema_21_z,MOM_pct_14_z,spearman,0.8707729589488488
XRPUSDT,48,dist_ema_50_z,MOM_pct_30_z,spearman,0.8707007635582412
XRPUSDT,48,ema_slope_9_z,MACD_hist_pct_z,spearman,0.869569884710541
XRPUSDT,48,ema_spread_9_21_z,MOM_pct_30_z,spearman,0.8691041432964646
XRPUSDT,48,dist_ema_200_z,RSI_14_bounded,spearman,0.8690318278828538
XRPUSDT,48,dist_ema_21_z,bb_pos_20_norm,spearman,0.8684116467850933
XRPUSDT,48,ema_slope_9_z,dist_ema_21_z,spearman,0.8670141506898109
XRPUSDT,48,dist_ema_100_z,ema_spread_21_50_z,spearman,0.8662031916002162
XRPUSDT,48,RSI_72_bounded,price_pos_in_range_168_norm,spearman,0.8639067578052779
XRPUSDT,48,ema_slope_50_z,dist_ema_200_z,spearman,0.8626455377306589
XRPUSDT,48,RSI_30_bounded,price_pos_in_range_72_norm,spearman,0.8618866961486948
XRPUSDT,48,vol_ratio_24_log1p_z,vol_ratio_168_log1p_z,spearman,0.8611437748939528
XRPUSDT,48,ema_slope_50_z,MOM_pct_30_z,spearman,0.8579999608522848
XRPUSDT,48,RSI_14_bounded,price_pos_in_range_24_norm,spearman,0.857855674928314
XRPUSDT,48,dist_ema_200_z,ema_spread_21_50_z,spearman,0.8574821651618276
XRPUSDT,48,dist_ema_100_z,ema_spread_9_21_z,spearman,0.8572682644251961
XRPUSDT,48,ema_slope_21_z,log_ret_24_z,spearman,0.8547886523276272
XRPUSDT,48,MOM_pct_30_z,log_ret_24_z,spearman,0.853078615047265
XRPUSDT,48,ema_slope_21_z,MOM_pct_14_z,spearman,0.8528375177581666
XRPUSDT,48,dist_ema_21_z,ema_spread_9_21_z,spearman,0.8513272623194472
XRPUSDT,48,ema_slope_9_z,MOM_pct_14_z,spearman,0.8502820178470993
BTCUSDT,72,MOM_pct_72_z,log_ret_72_z,spearman,0.9999050204009522
BTCUSDT,72,range_sqrt_z,vol_expansion_168_log1p_z,spearman,0.9891327491661001
BTCUSDT,72,ema_slope_21_z,ema_spread_9_21_z,spearman,0.9839158520115201
BTCUSDT,72,ema_slope_100_z,ema_spread_21_50_z,spearman,0.968788575471387
BTCUSDT,72,vol_expansion_72_log1p_z,vol_expansion_168_log1p_z,spearman,0.9671278024996246
BTCUSDT,72,dist_ema_100_z,dist_ema_200_z,spearman,0.9664637239536659
BTCUSDT,72,ema_slope_100_z,ema_slope_200_z,spearman,0.9641420425468723
BTCUSDT,72,vol_ratio_72_log1p_z,vol_ratio_168_log1p_z,spearman,0.9640679255548342
BTCUSDT,72,range_sqrt_z,vol_expansion_72_log1p_z,spearman,0.9580985394984481
BTCUSDT,72,dist_ema_50_z,dist_ema_100_z,spearman,0.9543582926838919
BTCUSDT,72,ema_slope_50_z,ema_slope_100_z,spearman,0.9528219712779504
BTCUSDT,72,dist_ema_200_z,ema_slope_200_z,spearman,0.9502492564141853
BTCUSDT,72,dist_ema_100_z,ema_slope_100_z,spearman,0.9436519630995504
BTCUSDT,72,ema_slope_50_z,ema_spread_9_21_z,spearman,0.9432413938738481
BTCUSDT,72,RSI_30_bounded,price_pos_in_range_72_norm,spearman,0.9337220268860821
BTCUSDT,72,dist_ema_50_z,ema_spread_9_21_z,spearman,0.9332390257047387
BTCUSDT,72,ema_slope_100_z,dist_ema_200_z,spearman,0.932087920359239
BTCUSDT,72,RSI_72_bounded,price_pos_in_range_168_norm,spearman,0.9281118663352482
BTCUSDT,72,vol_expansion_24_log1p_z,vol_expansion_72_log1p_z,spearman,0.9274126578801786
BTCUSDT,72,ema_slope_50_z,ema_spread_21_50_z,spearman,0.9251424172421706
BTCUSDT,72,dist_ema_50_z,ema_slope_50_z,spearman,0.9244989221200305
BTCUSDT,72,ema_slope_50_z,dist_ema_100_z,spearman,0.9234147394368751
BTCUSDT,72,RSI_14_bounded,RSI_30_bounded,spearman,0.9186870479753072
BTCUSDT,72,ema_spread_9_21_z,log_ret_24_z,spearman,0.9152330105821633
BTCUSDT,72,ema_slope_200_z,ema_spread_21_50_z,spearman,0.9148637444783831
BTCUSDT,72,RSI_14_bounded,price_pos_in_range_24_norm,spearman,0.914734442750596
BTCUSDT,72,dist_ema_21_z,dist_ema_50_z,spearman,0.9132630411232506
BTCUSDT,72,ema_slope_21_z,ema_slope_50_z,spearman,0.9129042002429312
BTCUSDT,72,ema_slope_9_z,ema_slope_21_z,spearman,0.9119218361627635
BTCUSDT,72,vol_ratio_24_log1p_z,vol_ratio_72_log1p_z,spearman,0.9116882244015272
BTCUSDT,72,dist_ema_100_z,ema_spread_21_50_z,spearman,0.9061733032939078
BTCUSDT,72,dist_ema_9_z,dist_ema_21_z,spearman,0.9049425553867325
BTCUSDT,72,bb_pos_20_norm,price_pos_in_range_24_norm,spearman,0.9030408588588693
BTCUSDT,72,RSI_14_bounded,bb_pos_20_norm,spearman,0.8992463587999093
BTCUSDT,72,dist_ema_100_z,ema_slope_200_z,spearman,0.8955416794313596
BTCUSDT,72,dist_ema_9_z,log_ret_6_z,spearman,0.8945109686162332
BTCUSDT,72,ema_slope_21_z,dist_ema_50_z,spearman,0.8942584449310681
BTCUSDT,72,RSI_30_bounded,RSI_72_bounded,spearman,0.8932471325471601
BTCUSDT,72,vol_expansion_24_log1p_z,vol_expansion_168_log1p_z,spearman,0.8924485788530192
BTCUSDT,72,ema_spread_9_21_z,MOM_pct_30_z,spearman,0.8918846844026316
BTCUSDT,72,range_sqrt_z,vol_expansion_24_log1p_z,spearman,0.8904714924959005
BTCUSDT,72,dist_ema_50_z,MOM_pct_30_z,spearman,0.889864742153885
BTCUSDT,72,ema_slope_200_z,ema_spread_50_100_z,spearman,0.8844830224389724
BTCUSDT,72,dist_ema_21_z,MOM_pct_14_z,spearman,0.8830688403730147
BTCUSDT,72,dist_ema_50_z,log_ret_24_z,spearman,0.8813379475193217
BTCUSDT,72,ema_slope_9_z,dist_ema_21_z,spearman,0.8790283361169292
BTCUSDT,72,ema_slope_50_z,MOM_pct_30_z,spearman,0.8784604482355504
BTCUSDT,72,dist_ema_200_z,ema_spread_21_50_z,spearman,0.8775685235754652
BTCUSDT,72,vol_ratio_24_log1p_z,vol_ratio_168_log1p_z,spearman,0.8760764890659616
BTCUSDT,72,ema_slope_21_z,log_ret_24_z,spearman,0.8722910246569938
BTCUSDT,72,MOM_pct_30_z,log_ret_24_z,spearman,0.8719774253195481
BTCUSDT,72,dist_ema_21_z,ema_spread_9_21_z,spearman,0.8716837488024363
BTCUSDT,72,dist_ema_50_z,dist_ema_200_z,spearman,0.8679914779945118
BTCUSDT,72,dist_ema_21_z,ema_slope_21_z,spearman,0.8673762693452665
BTCUSDT,72,ema_slope_9_z,MOM_pct_14_z,spearman,0.8655316713005307
BTCUSDT,72,ema_slope_50_z,ema_slope_200_z,spearman,0.8634551439901286
BTCUSDT,72,ema_slope_21_z,MOM_pct_14_z,spearman,0.8595507271593873
BTCUSDT,72,dist_ema_50_z,ema_slope_100_z,spearman,0.8585427444248658
BTCUSDT,72,ema_slope_50_z,dist_ema_200_z,spearman,0.8551645461221942
DOGEUSDT,72,MOM_pct_72_z,log_ret_72_z,spearman,0.9998057179252964
DOGEUSDT,72,ema_slope_21_z,ema_spread_9_21_z,spearman,0.9819201548292611
DOGEUSDT,72,range_sqrt_z,vol_expansion_168_log1p_z,spearman,0.9800388733021492
DOGEUSDT,72,ema_slope_100_z,ema_spread_21_50_z,spearman,0.9599437017190494
DOGEUSDT,72,dist_ema_100_z,dist_ema_200_z,spearman,0.9593840569833549
DOGEUSDT,72,ema_slope_100_z,ema_slope_200_z,spearman,0.9574916841119769
DOGEUSDT,72,vol_expansion_72_log1p_z,vol_expansion_168_log1p_z,spearman,0.9555089727384545
DOGEUSDT,72,dist_ema_50_z,dist_ema_100_z,spearman,0.9497966382969943
DOGEUSDT,72,ema_slope_50_z,ema_slope_100_z,spearman,0.9482946034892108
DOGEUSDT,72,dist_ema_200_z,ema_slope_200_z,spearman,0.9480922582340022
DOGEUSDT,72,ema_slope_50_z,ema_spread_9_21_z,spearman,0.9429371593365169
