feature,count,mean,std,min,1%,5%,50%,95%,99%,max,missing_ratio,zero_std,symbol,z_window
vol_expansion_24_log1p_z,5577.0,0.00600160068512375,1.0206784658064283,-2.02018882078576,-1.6044224281944548,-1.277590220248887,-0.18606070671972358,1.9041559189771622,3.168441543397755,5.0,0.0,False,ETHUSDT,96
vol_expansion_72_log1p_z,5577.0,0.016197002945418273,1.0550910391730843,-2.1385537867254722,-1.6031129710934533,-1.3039315113050114,-0.18137588738657048,1.959891184141373,3.4249179817832553,5.0,0.0,False,ETHUSDT,96
vol_expansion_168_log1p_z,5577.0,0.006660701707473858,1.0749553329793007,-2.1425130322479355,-1.6367622452780561,-1.3438742612505588,-0.19814104859220577,2.004094726216358,3.4957759976000897,5.0,0.0,False,ETHUSDT,96
dist_to_high_24_sqrt_z,5577.0,0.02509096812534305,1.1458560348539615,-3.4092651202376367,-2.2001685062210488,-1.6322591015443129,-0.121608568002523,2.089420386433378,2.9139046054800635,5.0,0.0,False,ETHUSDT,96
dist_to_low_24_sqrt_z,5577.0,0.006578466359833933,1.1486084616177932,-4.42982917722999,-2.462869155908991,-1.71217575802447,-0.08409973867183722,2.0184102484313806,2.742040210027683,5.0,0.0,False,ETHUSDT,96
price_pos_in_range_24_norm,5577.0,0.0201609219857979,0.27414049791517314,-0.5,-0.4673618618007264,-0.4059240470787492,0.03164670927764879,0.42698108614156255,0.47788107382108574,0.4999999999942897,0.0,False,ETHUSDT,96
dist_to_high_72_sqrt_z,5577.0,0.017793477227237516,1.3279146145388743,-5.0,-2.716545377297433,-2.03075947950361,-0.0006107185121696466,2.222248009399124,3.0568120436701722,5.0,0.0,False,ETHUSDT,96
dist_to_low_72_sqrt_z,5577.0,-0.03226625119128075,1.336933186757552,-5.0,-3.253434063667377,-2.2176296739826666,0.04762413456046871,2.0359608960117823,2.831238503819804,5.0,0.0,False,ETHUSDT,96
price_pos_in_range_72_norm,5577.0,0.019190208355705365,0.27677141558765567,-0.49913566588300523,-0.46261663483642196,-0.4033711576100803,0.0011861117094820184,0.43421036021030673,0.4792749696155018,0.499999999996541,0.0,False,ETHUSDT,96
dist_to_high_168_sqrt_z,5577.0,0.01709679437206033,1.4065511421836796,-5.0,-3.4680266026516704,-2.418162608798168,0.19678938957470107,2.108167535276399,2.944298055537562,5.0,0.0,False,ETHUSDT,96
dist_to_low_168_sqrt_z,5577.0,-0.09602400711027155,1.4637662490389969,-5.0,-3.6597924827570156,-2.5838834587992903,0.021045991707273993,2.0207845323005977,2.788873311304366,5.0,0.0,False,ETHUSDT,96
price_pos_in_range_168_norm,5577.0,-0.0015282816499161977,0.28812364176289734,-0.499205034779729,-0.4605927837553892,-0.4042153020100231,-0.06396469832147395,0.44286267982814226,0.47965305426658744,0.49973524836902017,0.0,False,ETHUSDT,96
dist_ema_9_z,5577.0,0.005000584660489869,1.107160459589224,-5.0,-2.986929459097264,-1.697178430409058,-0.015485603425075791,1.816714878887823,2.9411772252019928,5.0,0.0,False,SOLUSDT,96
ema_slope_9_z,5577.0,0.010046746623158808,1.1456127547574033,-4.790355182026537,-3.0237280780000395,-1.722249400906679,-0.03855124584855369,1.948446356437609,3.20384236802047,4.898153561740673,0.0,False,SOLUSDT,96
dist_ema_21_z,5577.0,0.009771365648452822,1.176894740675596,-5.0,-3.0843104606422416,-1.7956084283428337,-0.04512185692149514,1.9194904091645706,3.167938158807798,5.0,0.0,False,SOLUSDT,96
ema_slope_21_z,5577.0,0.013578663902908192,1.215285747515045,-4.586307916172497,-3.107811191665704,-1.8360322634337993,-0.06830912815322593,2.0148696928942296,3.2192234935555675,4.8771114764229235,0.0,False,SOLUSDT,96
dist_ema_50_z,5577.0,0.019156547503418022,1.2816720951576552,-5.0,-3.0205909993285385,-1.8438790394705016,-0.059592576014827245,2.15130147689984,3.184303503192307,5.0,0.0,False,SOLUSDT,96
ema_slope_50_z,5577.0,0.022808156758121763,1.3191609965416287,-4.787936423506462,-3.040128809287483,-1.93176617188336,-0.07850570266198253,2.209576514863862,3.2997042383461768,4.970781718148701,0.0,False,SOLUSDT,96
dist_ema_100_z,5577.0,0.031824624736272504,1.3545535577326564,-5.0,-2.965820109078271,-1.9536697898589246,-0.07961407907061409,2.294142568808727,3.202805206961408,5.0,0.0,False,SOLUSDT,96
ema_slope_100_z,5577.0,0.03537200674288944,1.388697659007894,-4.853731885483618,-2.9123453479900174,-2.0046078384675083,-0.07104374594300356,2.3404404454166357,3.2019227775283152,5.0,0.0,False,SOLUSDT,96
dist_ema_200_z,5577.0,0.023190336764709024,1.4042920682673248,-5.0,-2.906727683929338,-2.0319721426745723,-0.1045394380804916,2.3521415388959275,3.218372963801452,5.0,0.0,False,SOLUSDT,96
