interval_minutes,interval_label,symbol,z_window,use_calendar_scaled_indicators,feature,target,horizon_bars,horizon_hours,corr_method,raw_corr,abs_corr,n_rows,n_features
30,30m,BTCUSDT,192,True,log_ret_1344_z,target_log_ret_horizon_5,5,2.5,spearman,-0.008621975312724149,0.008621975312724149,45073,54
30,30m,BTCUSDT,192,True,log_ret_1344_z,target_log_ret_horizon_10,10,5.0,spearman,-0.004917809843243349,0.004917809843243349,45073,54
30,30m,BTCUSDT,192,True,log_ret_1344_z,target_log_ret_horizon_24,24,12.0,spearman,0.0065700093127443486,0.0065700093127443486,45073,54
30,30m,BTCUSDT,192,True,ret_accel_48_192_z,target_log_ret_horizon_1,1,0.5,spearman,-0.010000162926239332,0.010000162926239332,45073,54
30,30m,BTCUSDT,192,True,ret_accel_48_192_z,target_log_ret_horizon_3,3,1.5,spearman,-0.014438260005750922,0.014438260005750922,45073,54
30,30m,BTCUSDT,192,True,ret_accel_48_192_z,target_log_ret_horizon_5,5,2.5,spearman,-0.016272058051988437,0.016272058051988437,45073,54
30,30m,BTCUSDT,192,True,ret_accel_48_192_z,target_log_ret_horizon_10,10,5.0,spearman,-0.022796048058576796,0.022796048058576796,45073,54
30,30m,BTCUSDT,192,True,ret_accel_48_192_z,target_log_ret_horizon_24,24,12.0,spearman,-0.042286444973198715,0.042286444973198715,45073,54
30,30m,BTCUSDT,192,True,ret_accel_192_576_z,target_log_ret_horizon_1,1,0.5,spearman,0.004246395303004757,0.004246395303004757,45073,54
30,30m,BTCUSDT,192,True,ret_accel_192_576_z,target_log_ret_horizon_3,3,1.5,spearman,0.010264240433515202,0.010264240433515202,45073,54
30,30m,BTCUSDT,192,True,ret_accel_192_576_z,target_log_ret_horizon_5,5,2.5,spearman,0.01376310127698793,0.01376310127698793,45073,54
30,30m,BTCUSDT,192,True,ret_accel_192_576_z,target_log_ret_horizon_10,10,5.0,spearman,0.02273391946011013,0.02273391946011013,45073,54
30,30m,BTCUSDT,192,True,ret_accel_192_576_z,target_log_ret_horizon_24,24,12.0,spearman,0.028202897859906456,0.028202897859906456,45073,54
30,30m,BTCUSDT,192,True,ret_accel_576_1344_z,target_log_ret_horizon_1,1,0.5,spearman,-0.0028943488934560645,0.0028943488934560645,45073,54
30,30m,BTCUSDT,192,True,ret_accel_576_1344_z,target_log_ret_horizon_3,3,1.5,spearman,-0.007954125193656522,0.007954125193656522,45073,54
