interval_minutes,interval_label,target,horizon_bars,horizon_hours,n,mean,std,min,p01,p05,p25,median,p75,p95,p99,max,abs_mean,abs_median,abs_p75,abs_p95,positive_ratio,one_side_long_success_ratio,one_side_short_success_ratio,abs_move_gt_one_side_cost_ratio,abs_move_gt_round_trip_cost_ratio,abs_mean_to_one_side_cost,std_to_one_side_cost,timestamp_min,timestamp_max,symbol,source_file
30,30m,target_log_ret_horizon_1,1,0.5,45073,-7.130510610522784e-06,0.005187605134292348,-0.10564755138929503,-0.015868187814815773,-0.007162637306718753,-0.0018591919129111218,4.872173125521016e-05,0.0019209407213903822,0.007053991805540262,0.014916909109710528,0.07611416927022992,0.0031428785978481373,0.0018909828776883454,0.0038777434739441373,0.010245315793408193,0.5066225900206331,0.20089632374148603,0.1980564861446986,0.39895280988618465,0.17720142879329087,1.255579344254228,2.0724471690456876,2021-11-30 16:00:00+00:00,2024-06-26 16:00:00+00:00,ETHUSDT,crypto_30m_bybit_TEST.parquet
30,30m,target_log_ret_horizon_3,3,1.5,45073,-2.078409380704391e-05,0.008954664647997304,-0.12321870716527647,-0.027498225143608775,-0.01299383630592837,-0.0031472560987134044,7.545251006196068e-05,0.0032676208140027824,0.012585149088921286,0.02604610655438721,0.0948773043829626,0.005468197387330474,0.003204253790646708,0.006791899302705391,0.01816970326225934,0.506666962483083,0.2966742839393872,0.28762230159962726,0.5842965855390145,0.34575022740887007,2.1845437156045153,3.5773866589842247,2021-11-30 16:00:00+00:00,2024-06-26 16:00:00+00:00,ETHUSDT,crypto_30m_bybit_TEST.parquet
30,30m,target_log_ret_horizon_5,5,2.5,45073,-3.4715996189081606e-05,0.011506799049487431,-0.1889303826294816,-0.035256265399656074,-0.016982658290600767,-0.004015460652195664,7.424986224362408e-05,0.004163539955706201,0.016493909116325273,0.03330226447167149,0.11499061725657056,0.00707454138281701,0.004086597604968541,0.008868579988836799,0.023778702555911545,0.5053357886095889,0.33226099882412974,0.322942781709671,0.6552037805338007,0.4331639784349833,2.8262778067274197,4.596963820019214,2021-11-30 16:00:00+00:00,2024-06-26 16:00:00+00:00,ETHUSDT,crypto_30m_bybit_TEST.parquet
30,30m,target_log_ret_horizon_10,10,5.0,45073,-7.009874932100498e-05,0.016126741605012394,-0.1590111464280366,-0.05118412161899621,-0.024930037909460506,-0.005867064630877108,8.290770413692961e-05,0.0061765277127891005,0.02372613234256727,0.04653570527645907,0.15627063120556017,0.010202387446173968,0.006019496756798962,0.013138869067933769,0.0341343811243076,0.5042264770483438,0.3800945133450181,0.37017726798748696,0.750271781332505,0.5605573181283695,4.07585165658812,6.442629907258427,2021-11-30 16:00:00+00:00,2024-06-26 16:00:00+00:00,ETHUSDT,crypto_30m_bybit_TEST.parquet
30,30m,target_log_ret_horizon_24,24,12.0,45073,-0.0001715831050290717,0.02488348300393404,-0.20933356523168048,-0.07525807506650212,-0.04002796606718151,-0.009993440713065174,-0.00014442654836219795,0.010259402684924791,0.03886876936293597,0.06987813970587609,0.17869891932804183,0.016453227882198874,0.010125991751838702,0.021837194642533867,0.05311671194227821,0.49513012224613406,0.417855478889801,0.4237126439331751,0.8415681228229761,0.709138508641537,6.573061106891297,9.940946269522557,2021-11-30 16:00:00+00:00,2024-06-26 16:00:00+00:00,ETHUSDT,crypto_30m_bybit_TEST.parquet
30,30m,target_log_ret_horizon_1,1,0.5,45073,-9.870373785801634e-06,0.008418348685118088,-0.22744792065284003,-0.022956710312203747,-0.011840509026063819,-0.003610633616368259,0.0,0.003573559490864922,0.011688881900099935,0.023400624208752222,0.14208689068056907,0.005385579898357386,0.00359066813072854,0.006895545235987603,0.01612260196919185,0.4845916624143057,0.3124265081090675,0.31535509063075456,0.6277815987398221,0.37124220708628225,2.151538045993292,3.3631285436863525,2021-11-30 16:00:00+00:00,2024-06-26 16:00:00+00:00,SOLUSDT,crypto_30m_bybit_TEST.parquet
30,30m,target_log_ret_horizon_3,3,1.5,45073,-2.949154891720381e-05,0.014264009592264966,-0.25077675772557806,-0.04071004256846531,-0.020430740909540595,-0.006085479820081042,0.0,0.005939771387784158,0.020550734033369277,0.041088733213216544,0.15988232060267676,0.009202942587763843,0.006018417272036783,0.011773911328428699,0.02846250689580622,0.4883189492600892,0.3789630155525481,0.3837108690346771,0.7626738845872252,0.5662369933219444,3.67657364413163,5.6984688567208375,2021-11-30 16:00:00+00:00,2024-06-26 16:00:00+00:00,SOLUSDT,crypto_30m_bybit_TEST.parquet
30,30m,target_log_ret_horizon_5,5,2.5,45073,-4.9562692139369606e-05,0.018273715778642802,-0.31024855687934916,-0.05194164765829033,-0.02670963074629541,-0.007819327416476294,0.0,0.007717461871428861,0.026616203022073966,0.053186859000149966,0.22543976357456008,0.011889048596018172,0.007762005335489109,0.015302658495372127,0.03671776650621686,0.4904931999201296,0.40485434739200854,0.41020122911720985,0.8150555765092183,0.6495906640339005,4.749672434123224,7.300345641777513,2021-11-30 16:00:00+00:00,2024-06-26 16:00:00+00:00,SOLUSDT,crypto_30m_bybit_TEST.parquet
30,30m,target_log_ret_horizon_10,10,5.0,45073,-9.940639001873468e-05,0.025475474991570247,-0.30928812674711137,-0.07115010968121327,-0.038567028263940685,-0.011357891844409516,0.0,0.011306885983461424,0.037765886749556485,0.07235173222939029,0.2919831543511715,0.016950477290792763,0.011330220599948133,0.022160753240812216,0.051923164222700505,0.491757815099949,0.4292148292769507,0.43899895724713245,0.8682137865240832,0.7472988263483682,6.771712141901236,10.177446945097156,2021-11-30 16:00:00+00:00,2024-06-26 16:00:00+00:00,SOLUSDT,crypto_30m_bybit_TEST.parquet
30,30m,target_log_ret_horizon_24,24,12.0,45073,-0.0002348141636933493,0.03885009806574295,-0.3913787419470517,-0.10478145996073499,-0.05846987498274995,-0.018771668710857052,-0.0006080875833470577,0.018171004011628047,0.06035694730345874,0.1008601359267083,0.3502969531350037,0.02662944613604394,0.018488647596994118,0.03614500140027916,0.07733052175303194,0.4859450225190247,0.4486943402924145,0.46917223171299893,0.9178665720054134,0.8393494997004859,10.63845817660276,15.520606073360963,2021-11-30 16:00:00+00:00,2024-06-26 16:00:00+00:00,SOLUSDT,crypto_30m_bybit_TEST.parquet
