bandit_name,method_group,set_name,trial_number,seed,symbol,mode,start_value,end_value,return_pct,max_drawdown_pct,drawdown_abs,raw_action_1_ratio,executed_action_1_ratio,executed_action_1,raw_action_1,n_decisions,trade_events,turnover,threshold_applied_ratio,constraint_applied_ratio,abs_edge_mean,abs_edge_p50,uncertainty_0_mean,uncertainty_1_mean,n_reward_updates,mean_reward_update,std_reward_update,reward_abs_p95,trades,win_rate,mean_trade_pnl,median_trade_pnl,total_trade_pnl,profit_factor,source_mode,period_start_idx,period_end_idx_exclusive,period_start_timestamp,period_end_timestamp
discounted_lints,mixed,mixed_z72corr5_z24hie5_top10,0,3142,BTCUSDT,train,100.0,84.89464255353806,-15.105357446461943,-16.447359533617423,16.447359533617423,0.4507643085673658,0.522929257020974,2942,2536,5626,784,0.1393530039104159,0.09207252044081052,0.11091361535726982,0.01786757082016735,0.01312347783221341,0.2858299062638105,0.31664837988471445,5616,-0.0019049240716168243,0.02716400752085517,0.05608564673218435,392,0.37244897959183676,-0.00461632231420079,-0.0048136565778960465,-1.8095983471667099,0.6226756416754973,,,,,
discounted_lints,mixed,mixed_z72corr5_z24hie5_top10,0,3142,BTCUSDT,val,100.0,95.79530859170947,-4.204691408290529,-5.468929564444302,5.468929564444302,0.518,0.561,1122,1036,2000,221,0.1105,0.0875,0.0715,0.015933501907228708,0.013273701034541285,0.2768441444563642,0.2591485634819911,1990,-0.0006868613961261295,0.025378569711489978,0.05381926085926702,110,0.4090909090909091,-0.004135093770706887,-0.006225513675638599,-0.45486031477775757,0.6893449754445425,,,,,
discounted_lints,mixed,mixed_z72corr5_z24hie5_top10,0,3142,BTCUSDT,val_first,100.0,98.95015136066803,-1.049848639331974,-2.4201928990144395,2.4201928990144395,0.472,0.518,518,472,1000,112,0.112,0.096,0.08,0.015103603844910132,0.012419626868117905,0.2557979808820133,0.2763843772447366,990,0.0002660800957980571,0.02586435602659963,0.056094800496583413,56,0.39285714285714285,-0.0023494050098722455,-0.0061183676489598455,-0.13156668055284576,0.8115896264897573,val,0.0,1000.0,2024-07-01 00:00:00+00:00,2024-12-14 12:00:00+00:00
discounted_lints,mixed,mixed_z72corr5_z24hie5_top10,0,3142,BTCUSDT,val_second,98.9007381288323,95.79530859170947,-3.139945763678287,-4.948849111557186,4.948849111557186,0.564,0.604,604,564,1000,109,0.109,0.079,0.063,0.016763399969547288,0.014337643489200476,0.29789030803071503,0.24191274971924567,1000,-0.0016302734731310743,0.024865272000451494,0.051612256650147584,54,0.42592592592592593,-0.00598691915231318,-0.006225513675638599,-0.3232936342249117,0.5778900002521024,val,1000.0,2000.0,2024-12-14 16:00:00+00:00,2025-05-30 04:00:00+00:00
discounted_lints,mixed,mixed_z72corr5_z24hie5_top10,0,3142,DOGEUSDT,train,99.9500625,81.52951575173688,-18.429750104721666,-23.485088150963808,23.485088150963808,0.4612513330963384,0.5472804834696054,3079,2595,5626,833,0.14806256665481693,0.07767507998578031,0.14166370423035904,0.02162596451625432,0.016133093153954836,0.29379050344761315,0.3067810709733391,5616,-0.001785425239702564,0.044003714828976366,0.09353799484801145,416,0.43990384615384615,-0.006013935283648283,-0.0027279757422817375,-2.5017970779976855,0.6722296664269093,,,,,
discounted_lints,mixed,mixed_z72corr5_z24hie5_top10,0,3142,DOGEUSDT,val,100.0,99.60352958730849,-0.3964704126915186,-7.124223018513732,7.124223018513732,0.3455,0.43,860,691,2000,271,0.1355,0.0565,0.149,0.025758442369881816,0.02192623807670769,0.24465253907532042,0.3094414344691003,1990,0.0013735762340595478,0.05154725217084521,0.11032989517247455,135,0.4740740740740741,-0.0007024135124943733,-0.0023774694375316018,-0.09482582418674039,0.9624941422736961,,,,,
discounted_lints,mixed,mixed_z72corr5_z24hie5_top10,0,3142,DOGEUSDT,val_first,100.0,101.89684753588718,1.8968475358871695,-3.4840621075559075,3.4840621075559075,0.342,0.415,415,342,1000,115,0.115,0.066,0.131,0.026397688070221973,0.023267909404216407,0.24795152254693448,0.32241525966792084,990,-0.0015596361052358134,0.05649069930972515,0.1272143088775439,57,0.43859649122807015,0.002433511639783481,-0.003334019243874821,0.13871016346765844,1.1256418649431565,val,0.0,1000.0,2024-07-01 00:00:00+00:00,2024-12-14 12:00:00+00:00
discounted_lints,mixed,mixed_z72corr5_z24hie5_top10,0,3142,DOGEUSDT,val_second,101.77806087808827,99.60352958730849,-2.1365422685587165,-5.37942881487411,5.37942881487411,0.349,0.445,445,349,1000,156,0.156,0.047,0.167,0.025119196669541658,0.020750965290723018,0.2413535556037064,0.2964676092702797,1000,0.0042774564499619555,0.04597910442369788,0.10010404371789793,78,0.5,-0.0029940511237743447,-0.000681690433628893,-0.2335359876543989,0.8360324126233541,val,1000.0,2000.0,2024-12-14 16:00:00+00:00,2025-05-30 04:00:00+00:00
discounted_lints,mixed,mixed_z72corr5_z24hie5_top10,0,3142,ETHUSDT,train,100.0,86.02425309599184,-13.975746904008158,-16.846616912530887,16.846616912530887,0.4560966939210807,0.5247067188055456,2952,2566,5626,710,0.12619978670458584,0.08140774973338073,0.11233558478492713,0.020660440162190413,0.015173664162143512,0.2944541222725888,0.3082445198672035,5616,-0.0007584634945010454,0.033840125568877145,0.07215358037279132,355,0.4507042253521127,-0.005006540986800718,-0.003157676835901346,-1.7773220503142548,0.6814237206186056,,,,,
discounted_lints,mixed,mixed_z72corr5_z24hie5_top10,0,3142,ETHUSDT,val,100.0,97.24681268545763,-2.7531873145423713,-8.07266679828974,8.07266679828974,0.421,0.488,976,842,2000,231,0.1155,0.084,0.084,0.01977905916561589,0.016268699555129783,0.2514444212856517,0.2994417604032109,1990,-0.0001683388866902151,0.03710933761351528,0.07879997250744629,115,0.4956521739130435,-0.003738286502527718,-0.002098763832389284,-0.4299029477906876,0.8131846726559663,,,,,
