number,value,params_lambda_prior,params_ucb_alpha,params_window_size,user_attrs_bandit_consulted_ratio_overall,user_attrs_constraints_values,user_attrs_cv_finite_objective,user_attrs_cv_min_symbol_trades,user_attrs_decision_point_ratio_overall,user_attrs_dro_alpha,user_attrs_dro_minimax_max,user_attrs_dro_minimax_mean,user_attrs_dro_minimax_median,user_attrs_dro_minimax_min,user_attrs_dro_minimax_std,user_attrs_dro_pure_min_mean,user_attrs_dro_pure_min_median,user_attrs_dro_pure_min_std,user_attrs_forced_singleton_ratio_overall,user_attrs_full_mean_aggregate_median,user_attrs_h1_mean_aggregate_median,user_attrs_h2_mean_aggregate_median,user_attrs_mean_holding_bars_overall,user_attrs_median_holding_bars_overall,user_attrs_median_max_drawdown_abs,user_attrs_median_min_symbol_trades,user_attrs_median_profit_factor,user_attrs_median_time_between_entries_overall,user_attrs_median_total_trades,user_attrs_memory_horizon_bars,user_attrs_n_seeds,user_attrs_objective_metric_name,user_attrs_objective_score,user_attrs_observed_dro_minimax_median,user_attrs_observed_dro_pure_min_median,user_attrs_observed_median_max_drawdown_abs,user_attrs_observed_median_min_symbol_trades,user_attrs_observed_median_profit_factor,user_attrs_observed_median_total_trades,user_attrs_p25_holding_bars_overall,user_attrs_p75_holding_bars_overall,user_attrs_pending_update_queued_ratio_overall,user_attrs_seeds_used,user_attrs_share_trades_closed_after_horizon_overall,user_attrs_share_trades_closed_before_horizon_overall,user_attrs_valid,state
0,-4.29650281762491,1.0,0.1,325,0.6745,"[-102.0, 0.0]",0.0,-102.0,0.6745,0.5,-4.29650281762491,-4.29650281762491,-4.29650281762491,-4.29650281762491,0.0,-5.583395602615575,-5.583395602615575,0.0,0.3255,-6.022379762334033,-0.43582446265291913,-5.583395602615575,6.631578947368421,4.0,10.217098523029255,152.0,0.7104841890035424,8.0,528.0,325.0,1,dro_minimax_median,-4.29650281762491,-4.29650281762491,-5.583395602615575,10.217098523029255,152.0,0.7104841890035424,528.0,4.0,5.0,0.673,3142,0.1513157894736842,0.8486842105263158,True,COMPLETE
1,-4.670547522398673,10.849298953354761,0.04743552925961268,275,0.6765,"[-105.0, 0.0]",0.0,-105.0,0.6765,0.5,-4.670547522398673,-4.670547522398673,-4.670547522398673,-4.670547522398673,0.0,-5.473573836281086,-5.473573836281086,0.0,0.3235,-7.599081717401901,-2.261468580751432,-5.473573836281086,6.548387096774194,4.0,11.74627440587278,155.0,0.6218169017062083,8.0,481.0,275.0,1,dro_minimax_median,-4.670547522398673,-4.670547522398673,-5.473573836281086,11.74627440587278,155.0,0.6218169017062083,481.0,4.0,6.0,0.6735,3142,0.14285714285714285,0.8571428571428571,True,COMPLETE
2,-3.850686692495146,1.391787756481205,0.005020523174778083,350,0.6585,"[-82.0, 0.0]",0.0,-82.0,0.6585,0.5,-3.850686692495146,-3.850686692495146,-3.850686692495146,-3.850686692495146,0.0,-4.722259676122472,-4.722259676122472,0.0,0.3415,-5.816777078945926,-1.235967741613168,-4.722259676122472,5.9,4.0,11.123585338307551,132.0,0.6604935477306917,7.0,484.0,350.0,1,dro_minimax_median,-3.850686692495146,-3.850686692495146,-4.722259676122472,11.123585338307551,132.0,0.6604935477306917,484.0,4.0,4.0,0.655,3142,0.1,0.9,True,COMPLETE
3,-3.4015410357564746,6.117025522674068,0.011290461803700183,250,0.7205,"[-88.0, 0.0]",0.0,-88.0,0.7205,0.5,-3.4015410357564746,-3.4015410357564746,-3.4015410357564746,-3.4015410357564746,0.0,-4.187434332243856,-4.187434332243856,0.0,0.27949999999999997,-5.181641346057238,-1.04386114629433,-4.187434332243856,7.571428571428571,4.0,9.36571718667808,138.0,0.697623788646421,10.0,417.0,250.0,1,dro_minimax_median,-3.4015410357564746,-3.4015410357564746,-4.187434332243856,9.36571718667808,138.0,0.697623788646421,417.0,4.0,7.0,0.7175,3142,0.19285714285714287,0.8071428571428572,True,COMPLETE
4,-3.5592237622290233,2.825279658780465,0.005577587269233879,450,0.672,"[-89.0, 0.0]",0.0,-89.0,0.672,0.5,-3.5592237622290233,-3.5592237622290233,-3.5592237622290233,-3.5592237622290233,0.0,-4.466514797714933,-4.466514797714933,0.0,0.32799999999999996,-5.254413387865649,-0.8373506557712925,-4.466514797714933,6.012195121951219,4.0,8.993604352959272,139.0,0.7263433758222322,9.0,471.0,450.0,1,dro_minimax_median,-3.5592237622290233,-3.5592237622290233,-4.466514797714933,8.993604352959272,139.0,0.7263433758222322,471.0,4.0,5.0,0.669,3142,0.12195121951219512,0.8780487804878049,True,COMPLETE
5,-6.239443060695626,2.068236356427619,0.04988514469775409,225,0.6475,"[-121.0, 0.0]",0.0,-121.0,0.6475,0.5,-6.239443060695626,-6.239443060695626,-6.239443060695626,-6.239443060695626,0.0,-7.045927290380246,-7.045927290380246,0.0,0.35250000000000004,-10.62712506708281,-3.8199903716417682,-7.045927290380246,5.920454545454546,4.0,14.464653998686094,171.0,0.6017612025928762,7.0,529.0,225.0,1,dro_minimax_median,-6.239443060695626,-6.239443060695626,-7.045927290380246,14.464653998686094,171.0,0.6017612025928762,529.0,4.0,5.0,0.6455,3142,0.1043956043956044,0.8956043956043956,True,COMPLETE
6,-6.1145243735814425,2.1146024497025016,0.006235003999783108,400,0.616,"[-114.0, 0.0]",0.0,-114.0,0.616,0.5,-6.1145243735814425,-6.1145243735814425,-6.1145243735814425,-6.1145243735814425,0.0,-7.48860299492812,-7.48860299492812,0.0,0.384,-9.317397873715157,-1.9922885095414102,-7.48860299492812,5.0256410256410255,4.0,11.512357752235058,164.0,0.6795377193779187,7.0,551.0,400.0,1,dro_minimax_median,-6.1145243735814425,-6.1145243735814425,-7.48860299492812,11.512357752235058,164.0,0.6795377193779187,551.0,4.0,4.0,0.611,3142,0.05641025641025641,0.9435897435897436,True,COMPLETE
7,-3.2750543631262787,10.570638336996952,0.02372545702135237,350,0.681,"[-95.0, 0.0]",0.0,-95.0,0.681,0.5,-3.2750543631262787,-3.2750543631262787,-3.2750543631262787,-3.2750543631262787,0.0,-3.537086027557198,-3.537086027557198,0.0,0.31899999999999995,-5.923259278757101,-3.537086027557198,-2.488959369833521,6.490566037735849,4.0,9.284419519341814,145.0,0.763677236051391,8.0,468.0,350.0,1,dro_minimax_median,-3.2750543631262787,-3.2750543631262787,-3.537086027557198,9.284419519341814,145.0,0.763677236051391,468.0,4.0,5.0,0.679,3142,0.11949685534591195,0.8805031446540881,True,COMPLETE
8,-3.806679283315473,4.95612888468418,0.021074635636296444,200,0.6605,"[-112.0, 0.0]",0.0,-112.0,0.6605,0.5,-3.806679283315473,-3.806679283315473,-3.806679283315473,-3.806679283315473,0.0,-3.8473070351270273,-3.8473070351270273,0.0,0.3395,-7.392663610204075,-3.6847960278808096,-3.8473070351270273,5.958579881656805,4.0,9.103834449270398,162.0,0.6826454710161841,7.0,511.0,200.0,1,dro_minimax_median,-3.806679283315473,-3.806679283315473,-3.8473070351270273,9.103834449270398,162.0,0.6826454710161841,511.0,4.0,5.0,0.659,3142,0.1242603550295858,0.8757396449704142,True,COMPLETE
9,-4.718247918938589,4.967208533643981,0.018175600264839935,325,0.6225,"[-113.0, 0.0]",0.0,-113.0,0.6225,0.5,-4.718247918938589,-4.718247918938589,-4.718247918938589,-4.718247918938589,0.0,-5.4043818772258945,-5.4043818772258945,0.0,0.37749999999999995,-7.849487527685249,-2.659846044076671,-5.4043818772258945,5.420512820512821,4.0,8.522506169856614,163.0,0.7502626100234459,8.0,547.0,325.0,1,dro_minimax_median,-4.718247918938589,-4.718247918938589,-5.4043818772258945,8.522506169856614,163.0,0.7502626100234459,547.0,4.0,5.0,0.6195,3142,0.08465608465608465,0.9153439153439153,True,COMPLETE
