z_window,sample,alpha_out,top_k,feature,union_rank,best_rank,mean_rank,best_hie_norm,best_p_value,regime_coverage_topk,best_regime_source,entry_rank,exit_rank,entry_hie_norm,exit_hie_norm
96,mid_train,0.5,7,ema_spread_100_200_z,2,1.0,7.5,0.017685025203600713,0.0,2,entry,1.0,14.0,0.017685025203600713,0.016703462474698616
96,mid_train,0.5,7,log_ret_72_z,3,2.0,3.0,0.03006501339783102,0.0,2,exit,4.0,2.0,0.016264066485068174,0.03006501339783102
96,mid_train,0.5,7,price_pos_in_range_168_norm,4,3.0,11.5,0.026250967063516706,0.0,1,exit,20.0,3.0,0.00967484535017149,0.026250967063516706
96,mid_train,0.5,7,dist_ema_9_z,5,3.0,11.5,0.016458738883043944,0.0,1,entry,3.0,20.0,0.016458738883043944,0.01426862890099917
96,mid_train,0.5,7,volatility_168_sqrt_z,6,4.0,6.5,0.02235788076494133,0.0,2,exit,9.0,4.0,0.01494871327513625,0.02235788076494133
96,mid_train,0.5,7,dist_ema_21_z,7,5.0,5.0,0.020279397622752937,0.0,2,both_tie,5.0,5.0,0.016254511039372588,0.020279397622752937
96,mid_train,0.5,14,MOM_pct_72_z,1,1.0,1.5,0.0307061158737279,0.0,2,exit,2.0,1.0,0.016979602259691307,0.0307061158737279
96,mid_train,0.5,14,ema_spread_100_200_z,2,1.0,7.5,0.017685025203600713,0.0,2,entry,1.0,14.0,0.017685025203600713,0.016703462474698616
96,mid_train,0.5,14,log_ret_72_z,3,2.0,3.0,0.03006501339783102,0.0,2,exit,4.0,2.0,0.016264066485068174,0.03006501339783102
96,mid_train,0.5,14,price_pos_in_range_168_norm,4,3.0,11.5,0.026250967063516706,0.0,1,exit,20.0,3.0,0.00967484535017149,0.026250967063516706
96,mid_train,0.5,14,dist_ema_9_z,5,3.0,11.5,0.016458738883043944,0.0,1,entry,3.0,20.0,0.016458738883043944,0.01426862890099917
96,mid_train,0.5,14,volatility_168_sqrt_z,6,4.0,6.5,0.02235788076494133,0.0,2,exit,9.0,4.0,0.01494871327513625,0.02235788076494133
96,mid_train,0.5,14,dist_ema_21_z,7,5.0,5.0,0.020279397622752937,0.0,2,both_tie,5.0,5.0,0.016254511039372588,0.020279397622752937
96,mid_train,0.5,14,dist_to_low_72_sqrt_z,8,6.0,9.5,0.019191884136736947,0.0,2,exit,13.0,6.0,0.012709845378491846,0.019191884136736947
96,mid_train,0.5,14,ema_spread_50_100_z,9,6.0,13.5,0.015813773119285113,0.0,1,entry,6.0,21.0,0.015813773119285113,0.013806863277405823
96,mid_train,0.5,14,RSI_72_bounded,10,7.0,9.5,0.0171663465111494,0.0,2,entry,7.0,12.0,0.01575055912870449,0.0171663465111494
96,mid_train,0.5,14,dist_to_high_24_sqrt_z,11,7.0,17.0,0.01855707165017556,0.0,1,exit,27.0,7.0,0.007417611478301556,0.01855707165017556
96,mid_train,0.5,14,log_ret_6_z,12,8.0,9.0,0.018471860357475722,0.0,2,exit,10.0,8.0,0.013355577563126886,0.018471860357475722
96,mid_train,0.5,14,ret_accel_24_72_z,13,8.0,16.5,0.015739041221991656,0.0,1,entry,8.0,25.0,0.015739041221991656,0.012047970415051401
96,mid_train,0.5,14,ema_spread_9_21_z,14,9.0,20.0,0.018202267837995667,0.0,1,exit,31.0,9.0,0.006356062141534502,0.018202267837995667
96,mid_train,0.5,20,MOM_pct_72_z,1,1.0,1.5,0.0307061158737279,0.0,2,exit,2.0,1.0,0.016979602259691307,0.0307061158737279
96,mid_train,0.5,20,ema_spread_100_200_z,2,1.0,7.5,0.017685025203600713,0.0,2,entry,1.0,14.0,0.017685025203600713,0.016703462474698616
96,mid_train,0.5,20,log_ret_72_z,3,2.0,3.0,0.03006501339783102,0.0,2,exit,4.0,2.0,0.016264066485068174,0.03006501339783102
96,mid_train,0.5,20,price_pos_in_range_168_norm,4,3.0,11.5,0.026250967063516706,0.0,1,exit,20.0,3.0,0.00967484535017149,0.026250967063516706
96,mid_train,0.5,20,dist_ema_9_z,5,3.0,11.5,0.016458738883043944,0.0,1,entry,3.0,20.0,0.016458738883043944,0.01426862890099917
96,mid_train,0.5,20,volatility_168_sqrt_z,6,4.0,6.5,0.02235788076494133,0.0,2,exit,9.0,4.0,0.01494871327513625,0.02235788076494133
96,mid_train,0.5,20,dist_ema_21_z,7,5.0,5.0,0.020279397622752937,0.0,2,both_tie,5.0,5.0,0.016254511039372588,0.020279397622752937
96,mid_train,0.5,20,dist_to_low_72_sqrt_z,8,6.0,9.5,0.019191884136736947,0.0,2,exit,13.0,6.0,0.012709845378491846,0.019191884136736947
96,mid_train,0.5,20,ema_spread_50_100_z,9,6.0,13.5,0.015813773119285113,0.0,1,entry,6.0,21.0,0.015813773119285113,0.013806863277405823
96,mid_train,0.5,20,RSI_72_bounded,10,7.0,9.5,0.0171663465111494,0.0,2,entry,7.0,12.0,0.01575055912870449,0.0171663465111494
96,mid_train,0.5,20,dist_to_high_24_sqrt_z,11,7.0,17.0,0.01855707165017556,0.0,1,exit,27.0,7.0,0.007417611478301556,0.01855707165017556
96,mid_train,0.5,20,log_ret_6_z,12,8.0,9.0,0.018471860357475722,0.0,2,exit,10.0,8.0,0.013355577563126886,0.018471860357475722
96,mid_train,0.5,20,ret_accel_24_72_z,13,8.0,16.5,0.015739041221991656,0.0,1,entry,8.0,25.0,0.015739041221991656,0.012047970415051401
96,mid_train,0.5,20,ema_spread_9_21_z,14,9.0,20.0,0.018202267837995667,0.0,1,exit,31.0,9.0,0.006356062141534502,0.018202267837995667
96,mid_train,0.5,20,bb_pos_20_norm,15,10.0,11.0,0.017750840248389077,0.0,2,exit,12.0,10.0,0.012853886504129775,0.017750840248389077
96,mid_train,0.5,20,ema_spread_21_50_z,16,11.0,16.5,0.017712337714920035,0.0,1,exit,22.0,11.0,0.009053530991272596,0.017712337714920035
96,mid_train,0.5,20,ADX_30_scaled,17,11.0,15.0,0.014333066362366698,0.0,1,entry,11.0,19.0,0.01302937155121564,0.014333066362366698
96,mid_train,0.5,20,dist_to_high_168_sqrt_z,18,13.0,14.5,0.016937645585843153,0.0,1,exit,16.0,13.0,0.011063033166290426,0.016937645585843153
96,mid_train,0.5,20,ema_slope_9_z,19,14.0,26.0,0.012136894189648695,0.0,1,entry,14.0,38.0,0.012136894189648695,0.009831868037003533
96,mid_train,0.5,20,MOM_pct_14_z,20,15.0,28.5,0.016109606675602073,0.0,0,exit,42.0,15.0,0.003972730697935245,0.016109606675602073
96,mid_train,0.5,26,MOM_pct_72_z,1,1.0,1.5,0.0307061158737279,0.0,2,exit,2.0,1.0,0.016979602259691307,0.0307061158737279
96,mid_train,0.5,26,ema_spread_100_200_z,2,1.0,7.5,0.017685025203600713,0.0,2,entry,1.0,14.0,0.017685025203600713,0.016703462474698616
96,mid_train,0.5,26,log_ret_72_z,3,2.0,3.0,0.03006501339783102,0.0,2,exit,4.0,2.0,0.016264066485068174,0.03006501339783102
96,mid_train,0.5,26,price_pos_in_range_168_norm,4,3.0,11.5,0.026250967063516706,0.0,1,exit,20.0,3.0,0.00967484535017149,0.026250967063516706
96,mid_train,0.5,26,dist_ema_9_z,5,3.0,11.5,0.016458738883043944,0.0,1,entry,3.0,20.0,0.016458738883043944,0.01426862890099917
96,mid_train,0.5,26,volatility_168_sqrt_z,6,4.0,6.5,0.02235788076494133,0.0,2,exit,9.0,4.0,0.01494871327513625,0.02235788076494133
96,mid_train,0.5,26,dist_ema_21_z,7,5.0,5.0,0.020279397622752937,0.0,2,both_tie,5.0,5.0,0.016254511039372588,0.020279397622752937
96,mid_train,0.5,26,dist_to_low_72_sqrt_z,8,6.0,9.5,0.019191884136736947,0.0,2,exit,13.0,6.0,0.012709845378491846,0.019191884136736947
96,mid_train,0.5,26,ema_spread_50_100_z,9,6.0,13.5,0.015813773119285113,0.0,1,entry,6.0,21.0,0.015813773119285113,0.013806863277405823
96,mid_train,0.5,26,RSI_72_bounded,10,7.0,9.5,0.0171663465111494,0.0,2,entry,7.0,12.0,0.01575055912870449,0.0171663465111494
96,mid_train,0.5,26,dist_to_high_24_sqrt_z,11,7.0,17.0,0.01855707165017556,0.0,1,exit,27.0,7.0,0.007417611478301556,0.01855707165017556
96,mid_train,0.5,26,log_ret_6_z,12,8.0,9.0,0.018471860357475722,0.0,2,exit,10.0,8.0,0.013355577563126886,0.018471860357475722
96,mid_train,0.5,26,ret_accel_24_72_z,13,8.0,16.5,0.015739041221991656,0.0,1,entry,8.0,25.0,0.015739041221991656,0.012047970415051401
96,mid_train,0.5,26,ema_spread_9_21_z,14,9.0,20.0,0.018202267837995667,0.0,1,exit,31.0,9.0,0.006356062141534502,0.018202267837995667
96,mid_train,0.5,26,bb_pos_20_norm,15,10.0,11.0,0.017750840248389077,0.0,2,exit,12.0,10.0,0.012853886504129775,0.017750840248389077
96,mid_train,0.5,26,ema_spread_21_50_z,16,11.0,16.5,0.017712337714920035,0.0,1,exit,22.0,11.0,0.009053530991272596,0.017712337714920035
96,mid_train,0.5,26,ADX_30_scaled,17,11.0,15.0,0.014333066362366698,0.0,1,entry,11.0,19.0,0.01302937155121564,0.014333066362366698
96,mid_train,0.5,26,dist_to_high_168_sqrt_z,18,13.0,14.5,0.016937645585843153,0.0,1,exit,16.0,13.0,0.011063033166290426,0.016937645585843153
96,mid_train,0.5,26,ema_slope_9_z,19,14.0,26.0,0.012136894189648695,0.0,1,entry,14.0,38.0,0.012136894189648695,0.009831868037003533
96,mid_train,0.5,26,MOM_pct_14_z,20,15.0,28.5,0.016109606675602073,0.0,0,exit,42.0,15.0,0.003972730697935245,0.016109606675602073
96,mid_train,0.5,26,dist_ema_50_z,21,15.0,30.5,0.011273985719020496,0.0,0,entry,15.0,46.0,0.011273985719020496,0.007766859415764882
96,mid_train,0.5,26,ema_slope_21_z,22,16.0,17.0,0.015801256005899267,0.0,0,exit,18.0,16.0,0.010176892793506642,0.015801256005899267
96,mid_train,0.5,26,RSI_30_bounded,23,17.0,27.5,0.015440009814938538,0.0,0,exit,38.0,17.0,0.00493400757110718,0.015440009814938538
96,mid_train,0.5,26,bb_width_20_sqrt_z,24,17.0,24.0,0.011032786200972644,0.0,0,entry,17.0,31.0,0.01062653576691297,0.011032786200972644
96,mid_train,0.5,26,volatility_72_sqrt_z,25,18.0,26.0,0.015002239452190091,0.0,0,exit,34.0,18.0,0.005267671211740432,0.015002239452190091
96,mid_train,0.5,26,NATR_14_z,26,19.0,23.0,0.012016325975054976,0.0,0,entry,19.0,27.0,0.00988066285038347,0.012016325975054976
