z_window,sample,alpha_out,top_k,feature,union_rank,best_rank,mean_rank,best_hie_norm,best_p_value,regime_coverage_topk,best_regime_source,entry_rank,exit_rank,entry_hie_norm,exit_hie_norm
72,full_train,0.5,26,RSI_30_bounded,11,7.0,9.0,0.006862783190824118,0.0,2,entry,7.0,11.0,0.005300318823293848,0.006862783190824118
72,full_train,0.5,26,NATR_14_z,12,9.0,21.0,0.007172787760704791,0.0,1,exit,33.0,9.0,0.0013831992644436353,0.007172787760704791
72,full_train,0.5,26,dist_to_low_72_sqrt_z,13,9.0,13.0,0.005679329232449404,0.0,1,entry,9.0,17.0,0.00469891158226976,0.005679329232449404
72,full_train,0.5,26,volatility_168_sqrt_z,14,10.0,13.0,0.005946431345063841,0.0,1,entry,10.0,16.0,0.004628344245956373,0.005946431345063841
72,full_train,0.5,26,ema_spread_50_100_z,15,11.0,13.0,0.005961332242132078,0.0,1,entry,11.0,15.0,0.004596669766375738,0.005961332242132078
72,full_train,0.5,26,ema_slope_100_z,16,12.0,13.5,0.0062893673279367235,0.0,1,exit,15.0,12.0,0.003952747550768687,0.0062893673279367235
72,full_train,0.5,26,dist_ema_9_z,17,12.0,16.5,0.004483200503893059,0.0,1,entry,12.0,21.0,0.004483200503893059,0.0044565626783371615
72,full_train,0.5,26,ret_accel_72_168_z,18,13.0,24.0,0.006257865081917613,0.0,1,exit,35.0,13.0,0.0012751830585280288,0.006257865081917613
72,full_train,0.5,26,log_ret_6_z,19,14.0,22.0,0.006218058345869526,0.0,1,exit,30.0,14.0,0.0017027290891106217,0.006218058345869526
72,full_train,0.5,26,dist_to_high_72_sqrt_z,20,14.0,19.0,0.004058330740508875,0.0,1,entry,14.0,24.0,0.004058330740508875,0.004007604986252855
72,full_train,0.5,26,ADX_14_scaled,21,16.0,30.0,0.003918814554899064,0.0,0,entry,16.0,44.0,0.003918814554899064,0.0014321862977682565
72,full_train,0.5,26,ema_spread_21_50_z,22,17.0,17.5,0.005256493875303303,0.0,0,entry,17.0,18.0,0.0034606234564654725,0.005256493875303303
72,full_train,0.5,26,body_sqrt_z,23,18.0,27.0,0.0034201245623871612,0.0,0,entry,18.0,36.0,0.0034201245623871612,0.0028378678211668507
72,full_train,0.5,26,dist_ema_100_z,24,19.0,19.0,0.004689264650458491,0.0,0,both_tie,19.0,19.0,0.003385212969771567,0.004689264650458491
72,full_train,0.5,26,price_pos_in_range_168_norm,25,20.0,21.0,0.004542238987732983,0.0,0,exit,22.0,20.0,0.002776681689907301,0.004542238987732983
72,full_train,0.5,26,range_sqrt_z,26,20.0,26.5,0.0033150254362582787,0.0,0,entry,20.0,33.0,0.0033150254362582787,0.0031212880840943424
72,late_train,0.5,7,volatility_168_sqrt_z,1,1.0,5.0,0.03780314479772956,0.0,2,entry,1.0,9.0,0.03780314479772956,0.003330132805520747
72,late_train,0.5,7,log_ret_72_z,2,1.0,1.5,0.036520747957352995,0.0,2,exit,2.0,1.0,0.036520747957352995,0.014337739095888757
72,late_train,0.5,7,MOM_pct_72_z,3,2.0,2.5,0.03637403816908724,0.0,2,exit,3.0,2.0,0.03637403816908724,0.013704767069909307
72,late_train,0.5,7,ema_spread_100_200_z,4,3.0,4.0,0.03406480968522796,0.0,2,exit,5.0,3.0,0.03406480968522796,0.010844788008863349
72,late_train,0.5,7,ret_accel_24_72_z,5,4.0,8.5,0.036178150239206286,0.0,2,entry,4.0,13.0,0.036178150239206286,0.001575093210857359
72,late_train,0.5,7,ret_accel_72_168_z,6,4.0,7.5,0.02680917463306498,0.0,2,exit,11.0,4.0,0.02680917463306498,0.0060091920068769955
72,late_train,0.5,7,price_pos_in_range_72_norm,7,5.0,9.0,0.02648214226805984,0.0,2,exit,13.0,5.0,0.02648214226805984,0.004286228369630329
72,late_train,0.5,14,volatility_168_sqrt_z,1,1.0,5.0,0.03780314479772956,0.0,2,entry,1.0,9.0,0.03780314479772956,0.003330132805520747
72,late_train,0.5,14,log_ret_72_z,2,1.0,1.5,0.036520747957352995,0.0,2,exit,2.0,1.0,0.036520747957352995,0.014337739095888757
72,late_train,0.5,14,MOM_pct_72_z,3,2.0,2.5,0.03637403816908724,0.0,2,exit,3.0,2.0,0.03637403816908724,0.013704767069909307
72,late_train,0.5,14,ema_spread_100_200_z,4,3.0,4.0,0.03406480968522796,0.0,2,exit,5.0,3.0,0.03406480968522796,0.010844788008863349
72,late_train,0.5,14,ret_accel_24_72_z,5,4.0,8.5,0.036178150239206286,0.0,2,entry,4.0,13.0,0.036178150239206286,0.001575093210857359
72,late_train,0.5,14,ret_accel_72_168_z,6,4.0,7.5,0.02680917463306498,0.0,2,exit,11.0,4.0,0.02680917463306498,0.0060091920068769955
72,late_train,0.5,14,price_pos_in_range_72_norm,7,5.0,9.0,0.02648214226805984,0.0,2,exit,13.0,5.0,0.02648214226805984,0.004286228369630329
72,late_train,0.5,14,price_pos_in_range_24_norm,8,6.0,6.0,0.030807423970858783,0.0,2,both_tie,6.0,6.0,0.030807423970858783,0.0039817541543808455
72,late_train,0.5,14,ema_spread_21_50_z,9,7.0,7.5,0.028512751780833567,0.0,2,exit,8.0,7.0,0.028512751780833567,0.0038557987644310954
72,late_train,0.5,14,ema_slope_100_z,10,7.0,27.5,0.030315043425773847,0.0,1,entry,7.0,48.0,0.030315043425773847,-1.6627378711775442e-05
72,late_train,0.5,14,dist_to_high_72_sqrt_z,11,8.0,15.0,0.02184394118662758,0.0,1,exit,22.0,8.0,0.02184394118662758,0.0036368144694415294
72,late_train,0.5,14,MACD_hist_pct_z,12,9.0,12.0,0.02801058914602067,0.0,1,entry,9.0,15.0,0.02801058914602067,0.0007546689674492457
72,late_train,0.5,14,ADX_30_scaled,13,10.0,12.0,0.027931616738919918,0.0,2,entry,10.0,14.0,0.027931616738919918,0.001271482285808423
72,late_train,0.5,14,ema_spread_50_100_z,14,10.0,12.0,0.026434791530520974,0.0,2,exit,14.0,10.0,0.026434791530520974,0.00268500202790678
72,late_train,0.5,20,volatility_168_sqrt_z,1,1.0,5.0,0.03780314479772956,0.0,2,entry,1.0,9.0,0.03780314479772956,0.003330132805520747
72,late_train,0.5,20,log_ret_72_z,2,1.0,1.5,0.036520747957352995,0.0,2,exit,2.0,1.0,0.036520747957352995,0.014337739095888757
72,late_train,0.5,20,MOM_pct_72_z,3,2.0,2.5,0.03637403816908724,0.0,2,exit,3.0,2.0,0.03637403816908724,0.013704767069909307
72,late_train,0.5,20,ema_spread_100_200_z,4,3.0,4.0,0.03406480968522796,0.0,2,exit,5.0,3.0,0.03406480968522796,0.010844788008863349
72,late_train,0.5,20,ret_accel_24_72_z,5,4.0,8.5,0.036178150239206286,0.0,2,entry,4.0,13.0,0.036178150239206286,0.001575093210857359
72,late_train,0.5,20,ret_accel_72_168_z,6,4.0,7.5,0.02680917463306498,0.0,2,exit,11.0,4.0,0.02680917463306498,0.0060091920068769955
72,late_train,0.5,20,price_pos_in_range_72_norm,7,5.0,9.0,0.02648214226805984,0.0,2,exit,13.0,5.0,0.02648214226805984,0.004286228369630329
72,late_train,0.5,20,price_pos_in_range_24_norm,8,6.0,6.0,0.030807423970858783,0.0,2,both_tie,6.0,6.0,0.030807423970858783,0.0039817541543808455
72,late_train,0.5,20,ema_spread_21_50_z,9,7.0,7.5,0.028512751780833567,0.0,2,exit,8.0,7.0,0.028512751780833567,0.0038557987644310954
72,late_train,0.5,20,ema_slope_100_z,10,7.0,27.5,0.030315043425773847,0.0,1,entry,7.0,48.0,0.030315043425773847,-1.6627378711775442e-05
72,late_train,0.5,20,dist_to_high_72_sqrt_z,11,8.0,15.0,0.02184394118662758,0.0,1,exit,22.0,8.0,0.02184394118662758,0.0036368144694415294
72,late_train,0.5,20,MACD_hist_pct_z,12,9.0,12.0,0.02801058914602067,0.0,1,entry,9.0,15.0,0.02801058914602067,0.0007546689674492457
72,late_train,0.5,20,ADX_30_scaled,13,10.0,12.0,0.027931616738919918,0.0,2,entry,10.0,14.0,0.027931616738919918,0.001271482285808423
72,late_train,0.5,20,ema_spread_50_100_z,14,10.0,12.0,0.026434791530520974,0.0,2,exit,14.0,10.0,0.026434791530520974,0.00268500202790678
72,late_train,0.5,20,dist_to_low_72_sqrt_z,15,11.0,16.0,0.02197152445596906,0.0,1,exit,21.0,11.0,0.02197152445596906,0.0025687291802303225
72,late_train,0.5,20,volatility_72_sqrt_z,16,12.0,18.0,0.026648206912265437,0.0,1,entry,12.0,24.0,0.026648206912265437,2.7626454159768166e-05
72,late_train,0.5,20,ema_slope_200_z,17,12.0,14.0,0.025085504320239815,0.0,1,exit,16.0,12.0,0.025085504320239815,0.002248823730896299
72,late_train,0.5,20,dist_ema_100_z,18,15.0,23.5,0.025342035246777472,0.0,0,entry,15.0,32.0,0.025342035246777472,2.2082401746059688e-06
72,late_train,0.5,20,price_pos_in_range_168_norm,19,16.0,17.5,0.02404277478457373,0.0,0,exit,19.0,16.0,0.02404277478457373,0.0006432176488564423
72,late_train,0.5,20,dist_ema_200_z,20,17.0,18.0,0.024937718125098596,0.0,0,entry,17.0,19.0,0.024937718125098596,0.000315939590041614
72,late_train,0.5,26,volatility_168_sqrt_z,1,1.0,5.0,0.03780314479772956,0.0,2,entry,1.0,9.0,0.03780314479772956,0.003330132805520747
72,late_train,0.5,26,log_ret_72_z,2,1.0,1.5,0.036520747957352995,0.0,2,exit,2.0,1.0,0.036520747957352995,0.014337739095888757
72,late_train,0.5,26,MOM_pct_72_z,3,2.0,2.5,0.03637403816908724,0.0,2,exit,3.0,2.0,0.03637403816908724,0.013704767069909307
72,late_train,0.5,26,ema_spread_100_200_z,4,3.0,4.0,0.03406480968522796,0.0,2,exit,5.0,3.0,0.03406480968522796,0.010844788008863349
72,late_train,0.5,26,ret_accel_24_72_z,5,4.0,8.5,0.036178150239206286,0.0,2,entry,4.0,13.0,0.036178150239206286,0.001575093210857359
72,late_train,0.5,26,ret_accel_72_168_z,6,4.0,7.5,0.02680917463306498,0.0,2,exit,11.0,4.0,0.02680917463306498,0.0060091920068769955
72,late_train,0.5,26,price_pos_in_range_72_norm,7,5.0,9.0,0.02648214226805984,0.0,2,exit,13.0,5.0,0.02648214226805984,0.004286228369630329
72,late_train,0.5,26,price_pos_in_range_24_norm,8,6.0,6.0,0.030807423970858783,0.0,2,both_tie,6.0,6.0,0.030807423970858783,0.0039817541543808455
72,late_train,0.5,26,ema_spread_21_50_z,9,7.0,7.5,0.028512751780833567,0.0,2,exit,8.0,7.0,0.028512751780833567,0.0038557987644310954
72,late_train,0.5,26,ema_slope_100_z,10,7.0,27.5,0.030315043425773847,0.0,1,entry,7.0,48.0,0.030315043425773847,-1.6627378711775442e-05
72,late_train,0.5,26,dist_to_high_72_sqrt_z,11,8.0,15.0,0.02184394118662758,0.0,1,exit,22.0,8.0,0.02184394118662758,0.0036368144694415294
72,late_train,0.5,26,MACD_hist_pct_z,12,9.0,12.0,0.02801058914602067,0.0,1,entry,9.0,15.0,0.02801058914602067,0.0007546689674492457
72,late_train,0.5,26,ADX_30_scaled,13,10.0,12.0,0.027931616738919918,0.0,2,entry,10.0,14.0,0.027931616738919918,0.001271482285808423
72,late_train,0.5,26,ema_spread_50_100_z,14,10.0,12.0,0.026434791530520974,0.0,2,exit,14.0,10.0,0.026434791530520974,0.00268500202790678
72,late_train,0.5,26,dist_to_low_72_sqrt_z,15,11.0,16.0,0.02197152445596906,0.0,1,exit,21.0,11.0,0.02197152445596906,0.0025687291802303225
72,late_train,0.5,26,volatility_72_sqrt_z,16,12.0,18.0,0.026648206912265437,0.0,1,entry,12.0,24.0,0.026648206912265437,2.7626454159768166e-05
72,late_train,0.5,26,ema_slope_200_z,17,12.0,14.0,0.025085504320239815,0.0,1,exit,16.0,12.0,0.025085504320239815,0.002248823730896299
72,late_train,0.5,26,dist_ema_100_z,18,15.0,23.5,0.025342035246777472,0.0,0,entry,15.0,32.0,0.025342035246777472,2.2082401746059688e-06
72,late_train,0.5,26,price_pos_in_range_168_norm,19,16.0,17.5,0.02404277478457373,0.0,0,exit,19.0,16.0,0.02404277478457373,0.0006432176488564423
72,late_train,0.5,26,dist_ema_200_z,20,17.0,18.0,0.024937718125098596,0.0,0,entry,17.0,19.0,0.024937718125098596,0.000315939590041614
72,late_train,0.5,26,dist_to_high_24_sqrt_z,21,17.0,17.5,0.024123235911099217,0.0,0,exit,18.0,17.0,0.024123235911099217,0.0005414133433611079
72,late_train,0.5,26,RSI_72_bounded,22,18.0,22.0,0.01981260350673708,0.0,0,exit,26.0,18.0,0.01981260350673708,0.0005273694885280511
72,late_train,0.5,26,dist_to_high_168_sqrt_z,23,20.0,26.5,0.02275777828996295,0.0,0,entry,20.0,33.0,0.02275777828996295,2.131010864214744e-06
72,late_train,0.5,26,RSI_14_bounded,24,20.0,25.5,0.016227684707617318,0.0,0,exit,31.0,20.0,0.016227684707617318,0.0003020360168660696
72,late_train,0.5,26,range_sqrt_z,25,21.0,34.0,0.008672958206671633,0.0,0,exit,47.0,21.0,0.008672958206671633,0.00010934378692195601
72,late_train,0.5,26,log_ret_168_z,26,22.0,28.0,0.014298449182847728,0.0,0,exit,34.0,22.0,0.014298449182847728,9.142798875017011e-05
72,mid_train,0.5,7,price_pos_in_range_168_norm,1,1.0,7.0,0.026985460031919373,0.0,2,exit,13.0,1.0,0.009709302109440876,0.026985460031919373
72,mid_train,0.5,7,dist_ema_9_z,2,1.0,4.0,0.017892757523676306,0.0,2,entry,1.0,7.0,0.015642551417485495,0.017892757523676306
72,mid_train,0.5,7,log_ret_6_z,3,2.0,4.5,0.02283212118494904,0.0,2,exit,7.0,2.0,0.012091262321193952,0.02283212118494904
72,mid_train,0.5,7,RSI_72_bounded,4,2.0,5.0,0.017351406726651697,0.0,2,entry,2.0,8.0,0.015608340375333651,0.017351406726651697
72,mid_train,0.5,7,dist_to_high_168_sqrt_z,5,3.0,5.5,0.02095513845798397,0.0,2,exit,8.0,3.0,0.01116639127703034,0.02095513845798397
72,mid_train,0.5,7,ADX_30_scaled,6,3.0,6.5,0.016971496578713607,0.0,2,entry,3.0,10.0,0.015525195947831416,0.016971496578713607
72,mid_train,0.5,7,volatility_168_sqrt_z,7,4.0,10.0,0.020381185833696913,0.0,1,exit,16.0,4.0,0.009123215075213409,0.020381185833696913
72,mid_train,0.5,14,price_pos_in_range_168_norm,1,1.0,7.0,0.026985460031919373,0.0,2,exit,13.0,1.0,0.009709302109440876,0.026985460031919373
72,mid_train,0.5,14,dist_ema_9_z,2,1.0,4.0,0.017892757523676306,0.0,2,entry,1.0,7.0,0.015642551417485495,0.017892757523676306
72,mid_train,0.5,14,log_ret_6_z,3,2.0,4.5,0.02283212118494904,0.0,2,exit,7.0,2.0,0.012091262321193952,0.02283212118494904
72,mid_train,0.5,14,RSI_72_bounded,4,2.0,5.0,0.017351406726651697,0.0,2,entry,2.0,8.0,0.015608340375333651,0.017351406726651697
72,mid_train,0.5,14,dist_to_high_168_sqrt_z,5,3.0,5.5,0.02095513845798397,0.0,2,exit,8.0,3.0,0.01116639127703034,0.02095513845798397
72,mid_train,0.5,14,ADX_30_scaled,6,3.0,6.5,0.016971496578713607,0.0,2,entry,3.0,10.0,0.015525195947831416,0.016971496578713607
72,mid_train,0.5,14,volatility_168_sqrt_z,7,4.0,10.0,0.020381185833696913,0.0,1,exit,16.0,4.0,0.009123215075213409,0.020381185833696913
72,mid_train,0.5,14,dist_to_low_72_sqrt_z,8,4.0,15.0,0.014803791927518684,0.0,1,entry,4.0,26.0,0.014803791927518684,0.010998229066690068
72,mid_train,0.5,14,dist_to_high_24_sqrt_z,9,5.0,13.5,0.01951411633749095,0.0,1,exit,22.0,5.0,0.006742840913724124,0.01951411633749095
72,mid_train,0.5,14,dist_ema_21_z,10,5.0,22.5,0.014146968001924276,0.0,1,entry,5.0,40.0,0.014146968001924276,0.007199348027378705
72,mid_train,0.5,14,log_ret_168_z,11,6.0,21.0,0.019204766668407647,0.0,1,exit,36.0,6.0,0.0040444798763183964,0.019204766668407647
72,mid_train,0.5,14,ema_spread_100_200_z,12,6.0,13.0,0.013232964355348265,0.0,1,entry,6.0,20.0,0.013232964355348265,0.012141025089494717
72,mid_train,0.5,14,ema_spread_21_50_z,13,9.0,18.0,0.01719599305530395,0.0,1,exit,27.0,9.0,0.005987315077863986,0.01719599305530395
72,mid_train,0.5,14,RSI_14_bounded,14,9.0,12.0,0.01372118128275096,0.0,1,entry,9.0,15.0,0.011035759330572659,0.01372118128275096
72,mid_train,0.5,20,price_pos_in_range_168_norm,1,1.0,7.0,0.026985460031919373,0.0,2,exit,13.0,1.0,0.009709302109440876,0.026985460031919373
72,mid_train,0.5,20,dist_ema_9_z,2,1.0,4.0,0.017892757523676306,0.0,2,entry,1.0,7.0,0.015642551417485495,0.017892757523676306
72,mid_train,0.5,20,log_ret_6_z,3,2.0,4.5,0.02283212118494904,0.0,2,exit,7.0,2.0,0.012091262321193952,0.02283212118494904
72,mid_train,0.5,20,RSI_72_bounded,4,2.0,5.0,0.017351406726651697,0.0,2,entry,2.0,8.0,0.015608340375333651,0.017351406726651697
72,mid_train,0.5,20,dist_to_high_168_sqrt_z,5,3.0,5.5,0.02095513845798397,0.0,2,exit,8.0,3.0,0.01116639127703034,0.02095513845798397
72,mid_train,0.5,20,ADX_30_scaled,6,3.0,6.5,0.016971496578713607,0.0,2,entry,3.0,10.0,0.015525195947831416,0.016971496578713607
72,mid_train,0.5,20,volatility_168_sqrt_z,7,4.0,10.0,0.020381185833696913,0.0,1,exit,16.0,4.0,0.009123215075213409,0.020381185833696913
72,mid_train,0.5,20,dist_to_low_72_sqrt_z,8,4.0,15.0,0.014803791927518684,0.0,1,entry,4.0,26.0,0.014803791927518684,0.010998229066690068
72,mid_train,0.5,20,dist_to_high_24_sqrt_z,9,5.0,13.5,0.01951411633749095,0.0,1,exit,22.0,5.0,0.006742840913724124,0.01951411633749095
72,mid_train,0.5,20,dist_ema_21_z,10,5.0,22.5,0.014146968001924276,0.0,1,entry,5.0,40.0,0.014146968001924276,0.007199348027378705
72,mid_train,0.5,20,log_ret_168_z,11,6.0,21.0,0.019204766668407647,0.0,1,exit,36.0,6.0,0.0040444798763183964,0.019204766668407647
72,mid_train,0.5,20,ema_spread_100_200_z,12,6.0,13.0,0.013232964355348265,0.0,1,entry,6.0,20.0,0.013232964355348265,0.012141025089494717
72,mid_train,0.5,20,ema_spread_21_50_z,13,9.0,18.0,0.01719599305530395,0.0,1,exit,27.0,9.0,0.005987315077863986,0.01719599305530395
72,mid_train,0.5,20,RSI_14_bounded,14,9.0,12.0,0.01372118128275096,0.0,1,entry,9.0,15.0,0.011035759330572659,0.01372118128275096
72,mid_train,0.5,20,ret_accel_24_72_z,15,10.0,17.5,0.011144133530453626,0.0,1,entry,10.0,25.0,0.010941575467713016,0.011144133530453626
72,mid_train,0.5,20,bb_pos_20_norm,16,11.0,11.0,0.016843209140116222,0.0,2,both_tie,11.0,11.0,0.010614932961829027,0.016843209140116222
72,mid_train,0.5,20,RSI_30_bounded,17,12.0,22.5,0.016061302125862487,0.0,1,exit,33.0,12.0,0.004279247268347275,0.016061302125862487
72,mid_train,0.5,20,ema_spread_9_21_z,18,12.0,22.0,0.009967277539695618,0.0,1,entry,12.0,32.0,0.009967277539695618,0.009543546937517355
72,mid_train,0.5,20,bb_width_20_sqrt_z,19,13.0,19.0,0.015623581262160846,0.0,1,exit,25.0,13.0,0.006212979092316551,0.015623581262160846
72,mid_train,0.5,20,NATR_14_z,20,14.0,21.5,0.014746001486725946,0.0,1,exit,29.0,14.0,0.005364580496658777,0.014746001486725946
72,mid_train,0.5,26,price_pos_in_range_168_norm,1,1.0,7.0,0.026985460031919373,0.0,2,exit,13.0,1.0,0.009709302109440876,0.026985460031919373
72,mid_train,0.5,26,dist_ema_9_z,2,1.0,4.0,0.017892757523676306,0.0,2,entry,1.0,7.0,0.015642551417485495,0.017892757523676306
72,mid_train,0.5,26,log_ret_6_z,3,2.0,4.5,0.02283212118494904,0.0,2,exit,7.0,2.0,0.012091262321193952,0.02283212118494904
72,mid_train,0.5,26,RSI_72_bounded,4,2.0,5.0,0.017351406726651697,0.0,2,entry,2.0,8.0,0.015608340375333651,0.017351406726651697
72,mid_train,0.5,26,dist_to_high_168_sqrt_z,5,3.0,5.5,0.02095513845798397,0.0,2,exit,8.0,3.0,0.01116639127703034,0.02095513845798397
72,mid_train,0.5,26,ADX_30_scaled,6,3.0,6.5,0.016971496578713607,0.0,2,entry,3.0,10.0,0.015525195947831416,0.016971496578713607
72,mid_train,0.5,26,volatility_168_sqrt_z,7,4.0,10.0,0.020381185833696913,0.0,1,exit,16.0,4.0,0.009123215075213409,0.020381185833696913
72,mid_train,0.5,26,dist_to_low_72_sqrt_z,8,4.0,15.0,0.014803791927518684,0.0,1,entry,4.0,26.0,0.014803791927518684,0.010998229066690068
72,mid_train,0.5,26,dist_to_high_24_sqrt_z,9,5.0,13.5,0.01951411633749095,0.0,1,exit,22.0,5.0,0.006742840913724124,0.01951411633749095
72,mid_train,0.5,26,dist_ema_21_z,10,5.0,22.5,0.014146968001924276,0.0,1,entry,5.0,40.0,0.014146968001924276,0.007199348027378705
72,mid_train,0.5,26,log_ret_168_z,11,6.0,21.0,0.019204766668407647,0.0,1,exit,36.0,6.0,0.0040444798763183964,0.019204766668407647
72,mid_train,0.5,26,ema_spread_100_200_z,12,6.0,13.0,0.013232964355348265,0.0,1,entry,6.0,20.0,0.013232964355348265,0.012141025089494717
72,mid_train,0.5,26,ema_spread_21_50_z,13,9.0,18.0,0.01719599305530395,0.0,1,exit,27.0,9.0,0.005987315077863986,0.01719599305530395
72,mid_train,0.5,26,RSI_14_bounded,14,9.0,12.0,0.01372118128275096,0.0,1,entry,9.0,15.0,0.011035759330572659,0.01372118128275096
72,mid_train,0.5,26,ret_accel_24_72_z,15,10.0,17.5,0.011144133530453626,0.0,1,entry,10.0,25.0,0.010941575467713016,0.011144133530453626
72,mid_train,0.5,26,bb_pos_20_norm,16,11.0,11.0,0.016843209140116222,0.0,2,both_tie,11.0,11.0,0.010614932961829027,0.016843209140116222
72,mid_train,0.5,26,RSI_30_bounded,17,12.0,22.5,0.016061302125862487,0.0,1,exit,33.0,12.0,0.004279247268347275,0.016061302125862487
72,mid_train,0.5,26,ema_spread_9_21_z,18,12.0,22.0,0.009967277539695618,0.0,1,entry,12.0,32.0,0.009967277539695618,0.009543546937517355
72,mid_train,0.5,26,bb_width_20_sqrt_z,19,13.0,19.0,0.015623581262160846,0.0,1,exit,25.0,13.0,0.006212979092316551,0.015623581262160846
72,mid_train,0.5,26,NATR_14_z,20,14.0,21.5,0.014746001486725946,0.0,1,exit,29.0,14.0,0.005364580496658777,0.014746001486725946
72,mid_train,0.5,26,ema_slope_21_z,21,14.0,21.0,0.010863038182792328,0.0,1,entry,14.0,28.0,0.009533189047703061,0.010863038182792328
72,mid_train,0.5,26,ret_accel_6_24_z,22,15.0,28.0,0.009311615904889159,0.0,0,entry,15.0,41.0,0.009311615904889159,0.007189286841875031
72,mid_train,0.5,26,ADX_72_scaled,23,16.0,17.5,0.012824471555539396,0.0,0,exit,19.0,16.0,0.007900610825568477,0.012824471555539396
72,mid_train,0.5,26,ADX_14_scaled,24,17.0,34.0,0.01253742033267602,0.0,0,exit,51.0,17.0,-1.9322496526030797e-05,0.01253742033267602
72,mid_train,0.5,26,MOM_pct_30_z,25,17.0,27.0,0.008455944408269023,0.0,0,entry,17.0,37.0,0.008455944408269023,0.008145193131280426
72,mid_train,0.5,26,price_pos_in_range_72_norm,26,18.0,22.0,0.012377337399932464,0.0,0,exit,26.0,18.0,0.006003610397002146,0.012377337399932464
96,early_train,0.5,7,ret_accel_72_168_z,1,1.0,1.0,0.04542998960560557,0.0,2,both_tie,1.0,1.0,0.014102069274165796,0.04542998960560557
96,early_train,0.5,7,dist_to_high_168_sqrt_z,2,2.0,6.0,0.023895171992174224,0.0,2,exit,10.0,2.0,0.0027028166431251055,0.023895171992174224
96,early_train,0.5,7,ADX_72_scaled,3,2.0,2.5,0.023729610111712596,0.0,2,entry,2.0,3.0,0.007001443797722051,0.023729610111712596
96,early_train,0.5,7,bb_width_20_sqrt_z,4,3.0,4.5,0.022348181578765614,0.0,2,entry,3.0,6.0,0.0059096175279792496,0.022348181578765614
96,early_train,0.5,7,MOM_pct_72_z,5,4.0,6.0,0.02359457316385638,0.0,2,exit,8.0,4.0,0.002909497436696662,0.02359457316385638
96,early_train,0.5,7,log_ret_72_z,6,4.0,4.5,0.02351305522413094,0.0,2,entry,4.0,5.0,0.003975241987048461,0.02351305522413094
96,early_train,0.5,7,RSI_30_bounded,7,5.0,12.0,0.013871979830143766,0.0,1,entry,5.0,19.0,0.0036804036857334133,0.013871979830143766
96,early_train,0.5,14,ret_accel_72_168_z,1,1.0,1.0,0.04542998960560557,0.0,2,both_tie,1.0,1.0,0.014102069274165796,0.04542998960560557
96,early_train,0.5,14,dist_to_high_168_sqrt_z,2,2.0,6.0,0.023895171992174224,0.0,2,exit,10.0,2.0,0.0027028166431251055,0.023895171992174224
96,early_train,0.5,14,ADX_72_scaled,3,2.0,2.5,0.023729610111712596,0.0,2,entry,2.0,3.0,0.007001443797722051,0.023729610111712596
96,early_train,0.5,14,bb_width_20_sqrt_z,4,3.0,4.5,0.022348181578765614,0.0,2,entry,3.0,6.0,0.0059096175279792496,0.022348181578765614
96,early_train,0.5,14,MOM_pct_72_z,5,4.0,6.0,0.02359457316385638,0.0,2,exit,8.0,4.0,0.002909497436696662,0.02359457316385638
96,early_train,0.5,14,log_ret_72_z,6,4.0,4.5,0.02351305522413094,0.0,2,entry,4.0,5.0,0.003975241987048461,0.02351305522413094
96,early_train,0.5,14,RSI_30_bounded,7,5.0,12.0,0.013871979830143766,0.0,1,entry,5.0,19.0,0.0036804036857334133,0.013871979830143766
96,early_train,0.5,14,dist_to_high_24_sqrt_z,8,6.0,17.5,0.008586822651905357,0.0,1,entry,6.0,29.0,0.0034311210548342297,0.008586822651905357
96,early_train,0.5,14,MACD_hist_pct_z,9,7.0,9.5,0.020500876123169698,0.0,2,exit,12.0,7.0,0.002146773814661218,0.020500876123169698
96,early_train,0.5,14,ret_accel_24_72_z,10,7.0,13.5,0.012975751226591059,0.0,1,entry,7.0,20.0,0.003014429600183388,0.012975751226591059
96,early_train,0.5,14,dist_ema_100_z,11,8.0,10.5,0.019406805724023868,0.0,2,exit,13.0,8.0,0.0019448367274178535,0.019406805724023868
96,early_train,0.5,14,volatility_168_sqrt_z,12,9.0,10.0,0.01677506407099516,0.0,2,entry,9.0,11.0,0.002894412895759424,0.01677506407099516
96,early_train,0.5,14,ema_slope_100_z,13,9.0,15.5,0.019341013692201203,0.0,1,exit,22.0,9.0,0.0007580521769948723,0.019341013692201203
96,early_train,0.5,14,price_pos_in_range_72_norm,14,10.0,15.5,0.01818476095371946,0.0,1,exit,21.0,10.0,0.0008873558968574002,0.01818476095371946
96,early_train,0.5,20,ret_accel_72_168_z,1,1.0,1.0,0.04542998960560557,0.0,2,both_tie,1.0,1.0,0.014102069274165796,0.04542998960560557
96,early_train,0.5,20,dist_to_high_168_sqrt_z,2,2.0,6.0,0.023895171992174224,0.0,2,exit,10.0,2.0,0.0027028166431251055,0.023895171992174224
96,early_train,0.5,20,ADX_72_scaled,3,2.0,2.5,0.023729610111712596,0.0,2,entry,2.0,3.0,0.007001443797722051,0.023729610111712596
96,early_train,0.5,20,bb_width_20_sqrt_z,4,3.0,4.5,0.022348181578765614,0.0,2,entry,3.0,6.0,0.0059096175279792496,0.022348181578765614
96,early_train,0.5,20,MOM_pct_72_z,5,4.0,6.0,0.02359457316385638,0.0,2,exit,8.0,4.0,0.002909497436696662,0.02359457316385638
