z_window,feature,stability_count,median_union_rank,mean_union_rank,min_union_rank,median_best_rank,median_mean_rank,median_best_hie_norm,mean_best_hie_norm,median_best_p_value,median_regime_coverage_topk,n_entry_source,n_exit_source,n_both_tie_source,samples_seen,full_train_union_rank,full_train_best_rank,full_train_best_hie_norm,full_train_best_p_value,full_train_regime_coverage_topk,full_train_union_rank_filled,full_train_best_rank_filled,full_train_best_hie_norm_filled,full_train_regime_coverage_topk_filled,stable_hie_rank_within_z,is_stable_ge2,stability_rate,stability_top_k
24,price_pos_in_range_168_norm,2,9.5,9.5,1,8.0,10.75,0.024932092590598393,0.024932092590598393,0.0,1.0,0,2,0,late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,11,True,0.6666666666666666,20
24,bb_width_20_sqrt_z,2,12.5,12.5,8,8.5,12.25,0.014325448073097102,0.014325448073097102,0.0,1.5,1,1,0,early_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,12,True,0.6666666666666666,20
24,dist_to_high_72_sqrt_z,2,10.5,10.5,2,9.0,18.0,0.022077312446447506,0.022077312446447506,0.0,1.0,2,0,0,late_train|mid_train,8.0,5.0,0.005618882962745708,0.0,1.0,8.0,5.0,0.005618882962745708,1.0,13,True,0.6666666666666666,20
24,dist_to_low_24_sqrt_z,2,13.5,13.5,7,10.0,13.75,0.020175642075531436,0.020175642075531436,0.0,1.0,2,0,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,14,True,0.6666666666666666,20
24,ema_slope_21_z,2,14.5,14.5,13,10.5,13.0,0.019683663435895643,0.019683663435895643,0.0,1.0,0,2,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,15,True,0.6666666666666666,20
24,dist_ema_50_z,2,14.5,14.5,10,11.0,18.25,0.020653390872022448,0.020653390872022448,0.0,1.5,1,1,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,16,True,0.6666666666666666,20
24,dist_ema_21_z,2,14.0,14.0,14,11.0,17.0,0.019902679895482278,0.019902679895482278,0.0,1.5,2,0,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,17,True,0.6666666666666666,20
24,ema_slope_50_z,2,15.5,15.5,11,11.0,13.0,0.018603876253377172,0.018603876253377172,0.0,1.5,0,2,0,late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,18,True,0.6666666666666666,20
24,log_ret_72_z,1,1.0,1.0,1,1.0,1.0,0.045552554052298744,0.045552554052298744,0.0,2.0,0,0,1,late_train,10.0,7.0,0.006567193557998063,0.0,2.0,10.0,7.0,0.006567193557998063,2.0,19,False,0.3333333333333333,20
24,ADX_72_scaled,1,1.0,1.0,1,1.0,1.0,0.026134276242282484,0.026134276242282484,0.0,2.0,0,0,1,early_train,9.0,6.0,0.0068436052169330575,0.0,2.0,9.0,6.0,0.0068436052169330575,2.0,20,False,0.3333333333333333,20
24,MOM_pct_72_z,1,2.0,2.0,2,2.0,2.0,0.04497344803440867,0.04497344803440867,0.0,2.0,0,0,1,late_train,12.0,8.0,0.006521774318381746,0.0,2.0,12.0,8.0,0.006521774318381746,2.0,21,False,0.3333333333333333,20
24,ret_accel_72_168_z,1,3.0,3.0,3,3.0,3.0,0.04119148872410561,0.04119148872410561,0.0,2.0,0,0,1,late_train,,,,,,10000.0,10000.0,-inf,0.0,22,False,0.3333333333333333,20
24,ret_accel_24_72_z,1,4.0,4.0,4,4.0,5.0,0.0365724267916141,0.0365724267916141,0.0,2.0,1,0,0,late_train,6.0,4.0,0.005790248832747369,0.0,1.0,6.0,4.0,0.005790248832747369,1.0,23,False,0.3333333333333333,20
24,bb_pos_20_norm,1,6.0,6.0,6,4.0,7.0,0.017450986639411914,0.017450986639411914,0.0,2.0,0,1,0,mid_train,19.0,13.0,0.0025985998456676818,0.0,1.0,19.0,13.0,0.0025985998456676818,1.0,24,False,0.3333333333333333,20
24,price_pos_in_range_24_norm,1,6.0,6.0,6,5.0,5.0,0.030894198539293427,0.030894198539293427,0.0,2.0,0,0,1,late_train,,,,,,10000.0,10000.0,-inf,0.0,25,False,0.3333333333333333,20
24,log_ret_6_z,1,8.0,8.0,8,5.0,21.5,0.013562185459179865,0.013562185459179865,0.0,1.0,1,0,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,26,False,0.3333333333333333,20
24,MOM_pct_14_z,1,9.0,9.0,9,6.0,7.5,0.017112554513644018,0.017112554513644018,0.0,2.0,0,1,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,27,False,0.3333333333333333,20
24,RSI_14_bounded,1,10.0,10.0,10,7.0,7.5,0.015698250241150846,0.015698250241150846,0.0,2.0,1,0,0,mid_train,3.0,2.0,0.009706760609152432,0.0,2.0,3.0,2.0,0.009706760609152432,2.0,28,False,0.3333333333333333,20
24,dist_ema_200_z,1,11.0,11.0,11,7.0,14.5,0.01576280617208864,0.01576280617208864,0.0,1.0,0,1,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,29,False,0.3333333333333333,20
24,dist_to_high_168_sqrt_z,1,12.0,12.0,12,8.0,8.5,0.015394191452903161,0.015394191452903161,0.0,2.0,1,0,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,30,False,0.3333333333333333,20
24,volatility_168_sqrt_z,1,13.0,13.0,13,9.0,18.5,0.010324653197515854,0.010324653197515854,0.0,1.0,1,0,0,mid_train,11.0,7.0,0.005249201721500896,0.0,2.0,11.0,7.0,0.005249201721500896,2.0,31,False,0.3333333333333333,20
24,ema_slope_9_z,1,15.0,15.0,15,10.0,29.0,0.015164457343424309,0.015164457343424309,0.0,1.0,0,1,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,32,False,0.3333333333333333,20
24,MACD_hist_pct_z,1,16.0,16.0,16,11.0,13.0,0.014639703843905671,0.014639703843905671,0.0,1.0,0,1,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,33,False,0.3333333333333333,20
24,ema_slope_200_z,1,17.0,17.0,17,11.0,14.0,0.011244646273070646,0.011244646273070646,0.0,1.0,1,0,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,34,False,0.3333333333333333,20
24,volatility_72_sqrt_z,1,19.0,19.0,19,13.0,19.0,0.009943121185590043,0.009943121185590043,0.0,1.0,1,0,0,mid_train,15.0,11.0,0.005038622027254747,0.0,1.0,15.0,11.0,0.005038622027254747,1.0,35,False,0.3333333333333333,20
24,MOM_pct_30_z,1,17.0,17.0,17,14.0,19.0,0.02022264482272723,0.02022264482272723,0.0,1.0,0,1,0,late_train,,,,,,10000.0,10000.0,-inf,0.0,36,False,0.3333333333333333,20
48,RSI_30_bounded,3,10.0,11.666666666666666,8,6.0,17.0,0.017166204360186066,0.01707807521418377,0.0,1.0,2,1,0,early_train|late_train|mid_train,9.0,5.0,0.00750717218390351,0.0,2.0,9.0,5.0,0.00750717218390351,2.0,1,True,1.0,20
48,ADX_30_scaled,3,10.0,8.0,3,7.0,8.0,0.017693416365659798,0.019601107484719604,0.0,2.0,3,0,0,early_train|late_train|mid_train,1.0,1.0,0.010952555099637773,0.0,1.0,1.0,1.0,0.010952555099637773,1.0,2,True,1.0,20
48,price_pos_in_range_72_norm,3,12.0,13.0,7,8.0,12.0,0.0159993775789411,0.01847910761406148,0.0,1.0,0,3,0,early_train|late_train|mid_train,2.0,1.0,0.010024271397473361,0.0,1.0,2.0,1.0,0.010024271397473361,1.0,3,True,1.0,20
48,bb_width_20_sqrt_z,3,13.0,10.666666666666666,5,8.0,15.0,0.01469427362073955,0.014090927034174194,0.0,1.0,1,2,0,early_train|late_train|mid_train,12.0,7.0,0.007944534973754414,0.0,1.0,12.0,7.0,0.007944534973754414,1.0,4,True,1.0,20
48,volatility_72_sqrt_z,3,9.0,11.333333333333334,9,8.0,19.5,0.013221500401843889,0.0171253237947994,0.0,1.0,2,0,1,early_train|late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,5,True,1.0,20
48,RSI_72_bounded,2,3.5,3.5,2,2.0,6.5,0.013785604721568367,0.013785604721568367,0.0,1.5,2,0,0,early_train|mid_train,3.0,2.0,0.010772649327063233,0.0,2.0,3.0,2.0,0.010772649327063233,2.0,6,True,0.6666666666666666,20
48,ret_accel_72_168_z,2,3.0,3.0,3,2.5,3.25,0.028474800193008826,0.028474800193008826,0.0,2.0,0,1,1,early_train|late_train,10.0,6.0,0.008389126895255727,0.0,1.0,10.0,6.0,0.008389126895255727,1.0,7,True,0.6666666666666666,20
48,ema_spread_50_100_z,2,6.5,6.5,6,5.0,7.5,0.027104312042832868,0.027104312042832868,0.0,2.0,1,1,0,early_train|late_train,16.0,11.0,0.0066705797839184955,0.0,1.0,16.0,11.0,0.0066705797839184955,1.0,8,True,0.6666666666666666,20
48,log_ret_168_z,2,9.5,9.5,4,6.0,16.0,0.013565981811992173,0.013565981811992173,0.0,1.0,1,1,0,early_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,9,True,0.6666666666666666,20
48,price_pos_in_range_168_norm,2,8.0,8.0,1,6.5,9.25,0.024944257445893264,0.024944257445893264,0.0,2.0,1,1,0,late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,10,True,0.6666666666666666,20
48,ema_spread_100_200_z,2,8.5,8.5,4,6.5,19.25,0.02359318419263537,0.02359318419263537,0.0,1.5,1,1,0,early_train|late_train,6.0,3.0,0.009433415602975725,0.0,1.0,6.0,3.0,0.009433415602975725,1.0,11,True,0.6666666666666666,20
48,volatility_168_sqrt_z,2,9.5,9.5,5,6.5,10.75,0.0195096396571329,0.0195096396571329,0.0,1.5,1,1,0,early_train|late_train,8.0,5.0,0.008459218541499947,0.0,2.0,8.0,5.0,0.008459218541499947,2.0,12,True,0.6666666666666666,20
48,dist_to_high_168_sqrt_z,2,10.5,10.5,9,7.0,18.25,0.016714680513532088,0.016714680513532088,0.0,1.0,0,2,0,early_train|mid_train,14.0,9.0,0.00750172417868239,0.0,2.0,14.0,9.0,0.00750172417868239,2.0,13,True,0.6666666666666666,20
48,ema_spread_9_21_z,2,13.0,13.0,11,8.0,19.75,0.01393876351418083,0.01393876351418083,0.0,1.0,1,1,0,early_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,14,True,0.6666666666666666,20
48,NATR_14_z,2,15.0,15.0,14,10.5,21.5,0.014841344425030267,0.014841344425030267,0.0,1.0,0,2,0,late_train|mid_train,5.0,3.0,0.00959475602139559,0.0,1.0,5.0,3.0,0.00959475602139559,1.0,15,True,0.6666666666666666,20
48,ema_slope_100_z,2,14.0,14.0,10,10.5,14.75,0.01397149048264687,0.01397149048264687,0.0,1.0,1,1,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,16,True,0.6666666666666666,20
48,dist_to_high_72_sqrt_z,2,16.0,16.0,13,11.5,18.0,0.014159937907777864,0.014159937907777864,0.0,0.5,1,1,0,late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,17,True,0.6666666666666666,20
48,MACD_hist_pct_z,2,16.0,16.0,12,12.5,14.5,0.016201398544464146,0.016201398544464146,0.0,1.0,0,2,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,18,True,0.6666666666666666,20
48,dist_to_high_24_sqrt_z,2,18.0,18.0,18,13.5,19.25,0.017299940638688893,0.017299940638688893,0.0,0.5,1,1,0,late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,19,True,0.6666666666666666,20
48,MOM_pct_72_z,1,1.0,1.0,1,1.0,1.5,0.040865450268938674,0.040865450268938674,0.0,2.0,1,0,0,late_train,15.0,10.0,0.006222536620374808,0.0,2.0,15.0,10.0,0.006222536620374808,2.0,20,False,0.3333333333333333,20
48,log_ret_72_z,1,2.0,2.0,2,1.0,1.5,0.04045723635437015,0.04045723635437015,0.0,2.0,0,1,0,late_train,17.0,11.0,0.005138351681694742,0.0,1.0,17.0,11.0,0.005138351681694742,1.0,21,False,0.3333333333333333,20
48,ADX_72_scaled,1,1.0,1.0,1,1.0,1.5,0.023797864841631156,0.023797864841631156,0.0,2.0,0,1,0,early_train,13.0,8.0,0.0072154699188750615,0.0,2.0,13.0,8.0,0.0072154699188750615,2.0,22,False,0.3333333333333333,20
48,ema_slope_200_z,1,2.0,2.0,2,1.0,2.5,0.02035203213832193,0.02035203213832193,0.0,2.0,1,0,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,23,False,0.3333333333333333,20
48,dist_ema_50_z,1,6.0,6.0,6,3.0,18.0,0.01760925393938184,0.01760925393938184,0.0,1.0,1,0,0,mid_train,7.0,4.0,0.0061753742143703105,0.0,1.0,7.0,4.0,0.0061753742143703105,1.0,24,False,0.3333333333333333,20
48,ret_accel_24_72_z,1,4.0,4.0,4,4.0,4.5,0.03536012554529977,0.03536012554529977,0.0,2.0,1,0,0,late_train,11.0,6.0,0.005747879372128173,0.0,1.0,11.0,6.0,0.005747879372128173,1.0,25,False,0.3333333333333333,20
48,RSI_14_bounded,1,7.0,7.0,7,4.0,7.0,0.014830028944067264,0.014830028944067264,0.0,2.0,1,0,0,mid_train,4.0,2.0,0.009607337343090272,0.0,2.0,4.0,2.0,0.009607337343090272,2.0,26,False,0.3333333333333333,20
48,ema_spread_21_50_z,1,6.0,6.0,6,4.0,7.0,0.013387669212129527,0.013387669212129527,0.0,2.0,1,0,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,27,False,0.3333333333333333,20
48,bb_pos_20_norm,1,8.0,8.0,8,5.0,6.0,0.017793192636475552,0.017793192636475552,0.0,2.0,0,1,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,28,False,0.3333333333333333,20
48,log_ret_6_z,1,11.0,11.0,11,6.0,21.0,0.012458327979578687,0.012458327979578687,0.0,1.0,1,0,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,29,False,0.3333333333333333,20
48,price_pos_in_range_24_norm,1,8.0,8.0,8,7.0,7.0,0.029153924123698827,0.029153924123698827,0.0,2.0,0,0,1,late_train,,,,,,10000.0,10000.0,-inf,0.0,30,False,0.3333333333333333,20
48,MOM_pct_30_z,1,16.0,16.0,16,11.0,17.5,0.014523924066801197,0.014523924066801197,0.0,1.0,0,1,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,31,False,0.3333333333333333,20
48,dist_ema_21_z,1,17.0,17.0,17,11.0,19.5,0.009816229346931826,0.009816229346931826,0.0,1.0,1,0,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,32,False,0.3333333333333333,20
48,dist_ema_100_z,1,19.0,19.0,19,12.0,23.5,0.009574024351013066,0.009574024351013066,0.0,1.0,1,0,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,33,False,0.3333333333333333,20
48,MOM_pct_14_z,1,17.0,17.0,17,13.0,24.5,0.010537717063574092,0.010537717063574092,0.0,1.0,0,1,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,34,False,0.3333333333333333,20
48,ema_slope_21_z,1,19.0,19.0,19,14.0,21.0,0.01039846697212432,0.01039846697212432,0.0,1.0,0,1,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,35,False,0.3333333333333333,20
48,ADX_14_scaled,1,20.0,20.0,20,16.0,21.5,0.020050195057142006,0.020050195057142006,0.0,0.0,1,0,0,late_train,18.0,12.0,0.003972534988970655,0.0,1.0,18.0,12.0,0.003972534988970655,1.0,36,False,0.3333333333333333,20
72,volatility_168_sqrt_z,3,7.0,8.333333333333334,1,4.0,10.0,0.020381185833696913,0.023348878205101786,0.0,1.0,2,1,0,early_train|late_train|mid_train,14.0,10.0,0.005946431345063841,0.0,1.0,14.0,10.0,0.005946431345063841,1.0,1,True,1.0,20
72,ema_spread_100_200_z,3,7.0,7.666666666666667,4,5.0,6.5,0.018138099428351206,0.02181195782297581,0.0,2.0,1,2,0,early_train|late_train|mid_train,2.0,1.0,0.011016189051620828,0.0,2.0,2.0,1.0,0.011016189051620828,2.0,2,True,1.0,20
72,ADX_30_scaled,3,13.0,11.333333333333334,6,10.0,12.0,0.016971496578713607,0.019963812477118387,0.0,2.0,2,0,1,early_train|late_train|mid_train,4.0,2.0,0.010790979227945474,0.0,1.0,4.0,2.0,0.010790979227945474,1.0,3,True,1.0,20
72,ret_accel_72_168_z,2,3.5,3.5,1,2.5,4.25,0.03447298901428192,0.03447298901428192,0.0,2.0,0,1,1,early_train|late_train,18.0,13.0,0.006257865081917613,0.0,1.0,18.0,13.0,0.006257865081917613,1.0,4,True,0.6666666666666666,20
72,dist_to_high_168_sqrt_z,2,7.0,7.0,5,4.5,8.75,0.01926443071197384,0.01926443071197384,0.0,1.5,0,2,0,early_train|mid_train,3.0,2.0,0.010692175138902082,0.0,2.0,3.0,2.0,0.010692175138902082,2.0,5,True,0.6666666666666666,20
72,log_ret_72_z,2,7.5,7.5,2,5.5,5.75,0.026370441334837152,0.026370441334837152,0.0,2.0,0,1,1,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,6,True,0.6666666666666666,20
72,ema_slope_100_z,2,7.5,7.5,5,5.5,16.25,0.024318078516461172,0.024318078516461172,0.0,1.5,1,1,0,early_train|late_train,16.0,12.0,0.0062893673279367235,0.0,1.0,16.0,12.0,0.0062893673279367235,1.0,7,True,0.6666666666666666,20
72,MOM_pct_72_z,2,8.5,8.5,3,6.5,7.5,0.025561861432752353,0.025561861432752353,0.0,2.0,1,1,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,8,True,0.6666666666666666,20
72,ret_accel_24_72_z,2,10.0,10.0,5,7.0,13.0,0.023661141884829956,0.023661141884829956,0.0,1.5,2,0,0,late_train|mid_train,7.0,5.0,0.0070547311882703245,0.0,2.0,7.0,5.0,0.0070547311882703245,2.0,9,True,0.6666666666666666,20
72,price_pos_in_range_72_norm,2,9.5,9.5,7,7.0,11.0,0.02143715128811899,0.02143715128811899,0.0,1.5,0,2,0,early_train|late_train,6.0,4.0,0.00864020802496368,0.0,1.0,6.0,4.0,0.00864020802496368,1.0,10,True,0.6666666666666666,20
72,dist_to_low_72_sqrt_z,2,11.5,11.5,8,7.5,15.5,0.018387658191743872,0.018387658191743872,0.0,1.0,1,1,0,late_train|mid_train,13.0,9.0,0.005679329232449404,0.0,1.0,13.0,9.0,0.005679329232449404,1.0,11,True,0.6666666666666666,20
72,ema_spread_21_50_z,2,11.0,11.0,9,8.0,12.75,0.022854372418068758,0.022854372418068758,0.0,1.5,0,2,0,late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,12,True,0.6666666666666666,20
72,ema_slope_200_z,2,11.5,11.5,6,8.0,10.75,0.020193577665565177,0.020193577665565177,0.0,1.5,1,1,0,early_train|late_train,10.0,7.0,0.007764392318651225,0.0,2.0,10.0,7.0,0.007764392318651225,2.0,13,True,0.6666666666666666,20
72,RSI_72_bounded,2,11.0,11.0,4,8.0,13.25,0.012714581821287374,0.012714581821287374,0.0,1.5,2,0,0,early_train|mid_train,1.0,1.0,0.011037132812934725,0.0,2.0,1.0,1.0,0.011037132812934725,2.0,14,True,0.6666666666666666,20
72,price_pos_in_range_168_norm,2,10.0,10.0,1,8.5,12.25,0.02551411740824655,0.02551411740824655,0.0,1.0,0,2,0,late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,15,True,0.6666666666666666,20
72,MACD_hist_pct_z,2,11.5,11.5,11,8.5,14.25,0.022303595278866634,0.022303595278866634,0.0,1.0,1,1,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,16,True,0.6666666666666666,20
72,bb_width_20_sqrt_z,2,13.5,13.5,8,9.0,12.5,0.01612713553016029,0.01612713553016029,0.0,1.5,1,1,0,early_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,17,True,0.6666666666666666,20
72,RSI_30_bounded,2,13.5,13.5,10,9.5,16.75,0.015031977647679967,0.015031977647679967,0.0,1.0,1,1,0,early_train|mid_train,11.0,7.0,0.006862783190824118,0.0,2.0,11.0,7.0,0.006862783190824118,2.0,18,True,0.6666666666666666,20
72,log_ret_168_z,2,15.0,15.0,11,10.5,18.75,0.015809246433804713,0.015809246433804713,0.0,0.5,1,1,0,early_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,19,True,0.6666666666666666,20
72,volatility_72_sqrt_z,2,18.0,18.0,16,14.0,17.0,0.020098754395137253,0.020098754395137253,0.0,0.5,1,0,1,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,20,True,0.6666666666666666,20
72,dist_ema_200_z,2,18.0,18.0,16,15.0,17.0,0.019948637017529802,0.019948637017529802,0.0,0.5,1,1,0,early_train|late_train,9.0,6.0,0.008218752651442118,0.0,1.0,9.0,6.0,0.008218752651442118,1.0,21,True,0.6666666666666666,20
72,dist_ema_9_z,1,2.0,2.0,2,1.0,4.0,0.017892757523676306,0.017892757523676306,0.0,2.0,1,0,0,mid_train,17.0,12.0,0.004483200503893059,0.0,1.0,17.0,12.0,0.004483200503893059,1.0,22,False,0.3333333333333333,20
72,ADX_72_scaled,1,2.0,2.0,2,2.0,2.0,0.02291845702815254,0.02291845702815254,0.0,2.0,0,0,1,early_train,8.0,6.0,0.00765201114194225,0.0,2.0,8.0,6.0,0.00765201114194225,2.0,23,False,0.3333333333333333,20
72,log_ret_6_z,1,3.0,3.0,3,2.0,4.5,0.02283212118494904,0.02283212118494904,0.0,2.0,0,1,0,mid_train,19.0,14.0,0.006218058345869526,0.0,1.0,19.0,14.0,0.006218058345869526,1.0,24,False,0.3333333333333333,20
72,MOM_pct_14_z,1,3.0,3.0,3,3.0,6.0,0.02069066605258829,0.02069066605258829,0.0,2.0,0,1,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,25,False,0.3333333333333333,20
72,dist_to_low_24_sqrt_z,1,4.0,4.0,4,3.0,10.0,0.013022915875580354,0.013022915875580354,0.0,1.0,1,0,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,26,False,0.3333333333333333,20
72,dist_to_high_24_sqrt_z,1,9.0,9.0,9,5.0,13.5,0.01951411633749095,0.01951411633749095,0.0,1.0,0,1,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,27,False,0.3333333333333333,20
72,dist_ema_21_z,1,10.0,10.0,10,5.0,22.5,0.014146968001924276,0.014146968001924276,0.0,1.0,1,0,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,28,False,0.3333333333333333,20
72,price_pos_in_range_24_norm,1,8.0,8.0,8,6.0,6.0,0.030807423970858783,0.030807423970858783,0.0,2.0,0,0,1,late_train,,,,,,10000.0,10000.0,-inf,0.0,29,False,0.3333333333333333,20
72,dist_to_high_72_sqrt_z,1,11.0,11.0,11,8.0,15.0,0.02184394118662758,0.02184394118662758,0.0,1.0,0,1,0,late_train,20.0,14.0,0.004058330740508875,0.0,1.0,20.0,14.0,0.004058330740508875,1.0,30,False,0.3333333333333333,20
72,RSI_14_bounded,1,14.0,14.0,14,9.0,12.0,0.01372118128275096,0.01372118128275096,0.0,1.0,1,0,0,mid_train,5.0,3.0,0.009065802606614437,0.0,2.0,5.0,3.0,0.009065802606614437,2.0,31,False,0.3333333333333333,20
72,ema_spread_50_100_z,1,14.0,14.0,14,10.0,12.0,0.026434791530520974,0.026434791530520974,0.0,2.0,0,1,0,late_train,15.0,11.0,0.005961332242132078,0.0,1.0,15.0,11.0,0.005961332242132078,1.0,32,False,0.3333333333333333,20
72,bb_pos_20_norm,1,16.0,16.0,16,11.0,11.0,0.016843209140116222,0.016843209140116222,0.0,2.0,0,0,1,mid_train,,,,,,10000.0,10000.0,-inf,0.0,33,False,0.3333333333333333,20
72,ema_spread_9_21_z,1,18.0,18.0,18,12.0,22.0,0.009967277539695618,0.009967277539695618,0.0,1.0,1,0,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,34,False,0.3333333333333333,20
72,NATR_14_z,1,20.0,20.0,20,14.0,21.5,0.014746001486725946,0.014746001486725946,0.0,1.0,0,1,0,mid_train,12.0,9.0,0.007172787760704791,0.0,1.0,12.0,9.0,0.007172787760704791,1.0,35,False,0.3333333333333333,20
72,dist_ema_100_z,1,18.0,18.0,18,15.0,23.5,0.025342035246777472,0.025342035246777472,0.0,0.0,1,0,0,late_train,,,,,,10000.0,10000.0,-inf,0.0,36,False,0.3333333333333333,20
96,MOM_pct_72_z,3,2.0,2.6666666666666665,1,1.0,4.0,0.029557403739627064,0.02795269759240378,0.0,2.0,0,3,0,early_train|late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,1,True,1.0,20
96,log_ret_72_z,3,4.0,4.333333333333333,3,2.0,3.0,0.03006501339783102,0.02796525535643657,0.0,2.0,1,2,0,early_train|late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,2,True,1.0,20
