z_window,feature,stability_count,median_union_rank,mean_union_rank,min_union_rank,median_best_rank,median_mean_rank,median_best_hie_norm,mean_best_hie_norm,median_best_p_value,median_regime_coverage_topk,n_entry_source,n_exit_source,n_both_tie_source,samples_seen,full_train_union_rank,full_train_best_rank,full_train_best_hie_norm,full_train_best_p_value,full_train_regime_coverage_topk,full_train_union_rank_filled,full_train_best_rank_filled,full_train_best_hie_norm_filled,full_train_regime_coverage_topk_filled,stable_hie_rank_within_z,is_stable_ge2,stability_rate,stability_top_k
24,ADX_30_scaled,3,5.0,7.0,4,3.0,6.0,0.017176907089663407,0.020136460805270262,0.0,2.0,3,0,0,early_train|late_train|mid_train,4.0,2.0,0.010842597028752898,0.0,1.0,4.0,2.0,0.010842597028752898,1.0,1,True,1.0,26
24,dist_to_high_24_sqrt_z,3,7.0,6.0,3,4.0,8.5,0.015101017934123329,0.0188831679861514,0.0,1.0,3,0,0,early_train|late_train|mid_train,20.0,14.0,0.004177473579416224,0.0,1.0,20.0,14.0,0.004177473579416224,1.0,2,True,1.0,26
24,RSI_72_bounded,3,10.0,11.0,3,6.0,13.0,0.01930957739619732,0.01666257621795747,0.0,1.0,1,1,1,early_train|late_train|mid_train,1.0,1.0,0.011085802973268444,0.0,2.0,1.0,1.0,0.011085802973268444,2.0,3,True,1.0,26
24,price_pos_in_range_72_norm,3,9.0,9.666666666666666,6,7.0,12.5,0.01821986080796556,0.019961134095536587,0.0,1.0,0,3,0,early_train|late_train|mid_train,2.0,1.0,0.009918938128219035,0.0,1.0,2.0,1.0,0.009918938128219035,1.0,4,True,1.0,26
24,ema_spread_50_100_z,3,13.0,11.666666666666666,4,9.0,14.0,0.022281096082256036,0.01950733570704914,0.0,1.0,0,3,0,early_train|late_train|mid_train,13.0,9.0,0.00566606438333056,0.0,1.0,13.0,9.0,0.00566606438333056,1.0,5,True,1.0,26
24,ema_slope_21_z,3,16.0,18.333333333333332,13,13.0,14.0,0.015756690279492114,0.01697868607182007,0.0,1.0,0,3,0,early_train|late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,6,True,1.0,26
24,dist_ema_100_z,3,16.0,16.333333333333332,15,13.0,18.5,0.014019569450744063,0.015953873606142643,0.0,1.0,2,1,0,early_train|late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,7,True,1.0,26
24,dist_ema_200_z,3,22.0,19.0,11,17.0,23.0,0.01576280617208864,0.014543918285308524,0.0,0.0,2,1,0,early_train|late_train|mid_train,24.0,17.0,0.0036893864731886716,0.0,0.0,24.0,17.0,0.0036893864731886716,0.0,8,True,1.0,26
24,RSI_14_bounded,3,23.0,18.666666666666668,10,18.0,18.5,0.015698250241150846,0.01521222301352787,0.0,0.0,1,2,0,early_train|late_train|mid_train,3.0,2.0,0.009706760609152432,0.0,2.0,3.0,2.0,0.009706760609152432,2.0,9,True,1.0,26
24,ema_spread_100_200_z,2,5.5,5.5,2,4.0,14.0,0.01920474825036189,0.01920474825036189,0.0,1.5,1,1,0,early_train|mid_train,7.0,5.0,0.0069192759088438915,0.0,1.0,7.0,5.0,0.0069192759088438915,1.0,10,True,0.6666666666666666,26
24,ema_spread_9_21_z,2,8.0,8.0,5,5.5,10.0,0.02080431742239791,0.02080431742239791,0.0,1.5,0,2,0,early_train|late_train,26.0,18.0,0.0036645610997588784,0.0,0.0,26.0,18.0,0.0036645610997588784,0.0,11,True,0.6666666666666666,26
24,RSI_30_bounded,2,8.5,8.5,5,5.5,13.5,0.016213048463183888,0.016213048463183888,0.0,1.5,1,1,0,early_train|mid_train,5.0,3.0,0.0076109243614782,0.0,2.0,5.0,3.0,0.0076109243614782,2.0,12,True,0.6666666666666666,26
24,log_ret_72_z,2,11.0,11.0,1,7.5,9.25,0.02833898085491343,0.02833898085491343,0.0,1.5,1,0,1,late_train|mid_train,10.0,7.0,0.006567193557998063,0.0,2.0,10.0,7.0,0.006567193557998063,2.0,13,True,0.6666666666666666,26
24,log_ret_168_z,2,11.0,11.0,7,7.5,16.0,0.011376754150073609,0.011376754150073609,0.0,1.0,1,1,0,early_train|mid_train,14.0,10.0,0.005174792668306782,0.0,1.0,14.0,10.0,0.005174792668306782,1.0,14,True,0.6666666666666666,26
24,price_pos_in_range_168_norm,2,9.5,9.5,1,8.0,10.75,0.024932092590598393,0.024932092590598393,0.0,1.0,0,2,0,late_train|mid_train,21.0,14.0,0.003839927205119109,0.0,1.0,21.0,14.0,0.003839927205119109,1.0,15,True,0.6666666666666666,26
24,bb_width_20_sqrt_z,2,12.5,12.5,8,8.5,12.25,0.014325448073097102,0.014325448073097102,0.0,1.5,1,1,0,early_train|mid_train,22.0,15.0,0.004160096896635157,0.0,0.0,22.0,15.0,0.004160096896635157,0.0,16,True,0.6666666666666666,26
24,MOM_pct_72_z,2,13.0,13.0,2,9.0,9.75,0.028402869838353773,0.028402869838353773,0.0,1.0,0,1,1,late_train|mid_train,12.0,8.0,0.006521774318381746,0.0,2.0,12.0,8.0,0.006521774318381746,2.0,17,True,0.6666666666666666,26
24,dist_to_high_72_sqrt_z,2,10.5,10.5,2,9.0,18.0,0.022077312446447506,0.022077312446447506,0.0,1.0,2,0,0,late_train|mid_train,8.0,5.0,0.005618882962745708,0.0,1.0,8.0,5.0,0.005618882962745708,1.0,18,True,0.6666666666666666,26
24,ADX_72_scaled,2,13.0,13.0,1,9.0,9.0,0.01889065282151861,0.01889065282151861,0.0,1.0,0,0,2,early_train|mid_train,9.0,6.0,0.0068436052169330575,0.0,2.0,9.0,6.0,0.0068436052169330575,2.0,19,True,0.6666666666666666,26
24,dist_to_low_24_sqrt_z,2,13.5,13.5,7,10.0,13.75,0.020175642075531436,0.020175642075531436,0.0,1.0,2,0,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,20,True,0.6666666666666666,26
24,dist_ema_50_z,2,14.5,14.5,10,11.0,18.25,0.020653390872022448,0.020653390872022448,0.0,1.5,1,1,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,21,True,0.6666666666666666,26
24,dist_ema_21_z,2,14.0,14.0,14,11.0,17.0,0.019902679895482278,0.019902679895482278,0.0,1.5,2,0,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,22,True,0.6666666666666666,26
24,ema_slope_50_z,2,15.5,15.5,11,11.0,13.0,0.018603876253377172,0.018603876253377172,0.0,1.5,0,2,0,late_train|mid_train,,,,,,10000.0,10000.0,-inf,0.0,23,True,0.6666666666666666,26
24,ret_accel_24_72_z,2,15.0,15.0,4,13.0,21.0,0.018684048533667286,0.018684048533667286,0.055,1.0,2,0,0,early_train|late_train,6.0,4.0,0.005790248832747369,0.0,1.0,6.0,4.0,0.005790248832747369,1.0,24,True,0.6666666666666666,26
24,log_ret_24_z,2,22.5,22.5,21,19.5,26.75,0.016652982251681686,0.016652982251681686,0.0,0.0,1,1,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,25,True,0.6666666666666666,26
24,volatility_24_sqrt_z,2,25.5,25.5,25,21.5,34.5,0.01555921667477067,0.01555921667477067,0.0,0.0,1,1,0,early_train|late_train,,,,,,10000.0,10000.0,-inf,0.0,26,True,0.6666666666666666,26
24,ret_accel_72_168_z,1,3.0,3.0,3,3.0,3.0,0.04119148872410561,0.04119148872410561,0.0,2.0,0,0,1,late_train,,,,,,10000.0,10000.0,-inf,0.0,27,False,0.3333333333333333,26
24,bb_pos_20_norm,1,6.0,6.0,6,4.0,7.0,0.017450986639411914,0.017450986639411914,0.0,2.0,0,1,0,mid_train,19.0,13.0,0.0025985998456676818,0.0,1.0,19.0,13.0,0.0025985998456676818,1.0,28,False,0.3333333333333333,26
24,price_pos_in_range_24_norm,1,6.0,6.0,6,5.0,5.0,0.030894198539293427,0.030894198539293427,0.0,2.0,0,0,1,late_train,,,,,,10000.0,10000.0,-inf,0.0,29,False,0.3333333333333333,26
24,log_ret_6_z,1,8.0,8.0,8,5.0,21.5,0.013562185459179865,0.013562185459179865,0.0,1.0,1,0,0,mid_train,,,,,,10000.0,10000.0,-inf,0.0,30,False,0.3333333333333333,26
24,MOM_pct_14_z,1,9.0,9.0,9,6.0,7.5,0.017112554513644018,0.017112554513644018,0.0,2.0,0,1,0,early_train,,,,,,10000.0,10000.0,-inf,0.0,31,False,0.3333333333333333,26
