feature,entry_rank,entry_hie_norm,entry_p_value,entry_hie_observed,entry_hie_null_mean,exit_rank,exit_hie_norm,exit_p_value,exit_hie_observed,exit_hie_null_mean,best_rank,mean_rank,best_hie_norm,best_p_value,regime_coverage_topk,best_regime_source,union_rank,z_window,sample,alpha_out
price_pos_in_range_72_norm,27.0,0.002055416578908731,0.0,0.5154255319148936,0.5133701153359849,1.0,0.010024271397473361,0.0,0.4954609929078014,0.485436721510328,1.0,14.0,0.010024271397473361,0.0,1,exit,2,48,full_train,0.5
RSI_72_bounded,2.0,0.010772649327063233,0.0,0.5241489361702129,0.5133762868431496,4.0,0.008636041357387936,0.0,0.4940780141843971,0.4854419728270092,2.0,3.0,0.010772649327063233,0.0,2,entry,3,48,full_train,0.5
RSI_14_bounded,9.0,0.004959444129802648,0.0,0.5183333333333333,0.5133738892035307,2.0,0.009607337343090272,0.0,0.49503546099290774,0.48542812364981747,2.0,5.5,0.009607337343090272,0.0,2,exit,4,48,full_train,0.5
NATR_14_z,34.0,0.000958992976433759,0.0,0.5143262411347518,0.513367248158318,3.0,0.00959475602139559,0.0,0.49503546099290774,0.48544070497151215,3.0,18.5,0.00959475602139559,0.0,1,exit,5,48,full_train,0.5
ema_spread_100_200_z,3.0,0.009433415602975725,0.0,0.5228014184397163,0.5133680028367406,17.0,0.005120394923604499,0.0,0.4905673758865248,0.4854469809629203,3.0,10.0,0.009433415602975725,0.0,1,entry,6,48,full_train,0.5
dist_ema_50_z,4.0,0.0061753742143703105,0.0,0.5195390070921986,0.5133636328778283,46.0,0.0007598149526124032,0.0,0.48620567375886525,0.48544585880625285,4.0,25.0,0.0061753742143703105,0.0,1,entry,7,48,full_train,0.5
volatility_168_sqrt_z,7.0,0.005423098937457627,0.0,0.5187943262411348,0.5133712273036771,5.0,0.008459218541499947,0.0,0.49390070921985807,0.4854414906783581,5.0,6.0,0.008459218541499947,0.0,2,exit,8,48,full_train,0.5
RSI_30_bounded,5.0,0.006024287478988977,0.0,0.5193971631205673,0.5133728756415783,8.0,0.00750717218390351,0.0,0.4929432624113475,0.485436090227444,5.0,6.5,0.00750717218390351,0.0,2,entry,9,48,full_train,0.5
ret_accel_72_168_z,30.0,0.0016680172546839067,0.0,0.5150354609929079,0.513367443738224,6.0,0.008389126895255727,0.0,0.4938297872340426,0.48544066033878686,6.0,18.0,0.008389126895255727,0.0,1,exit,10,48,full_train,0.5
ret_accel_24_72_z,6.0,0.005747879372128173,0.0,0.519113475177305,0.5133655958051768,31.0,0.002115886554998392,0.0,0.48755319148936177,0.4854373049343634,6.0,18.5,0.005747879372128173,0.0,1,entry,11,48,full_train,0.5
bb_width_20_sqrt_z,53.0,-5.098524693436524e-06,0.62,0.5133687943262412,0.5133738928509346,7.0,0.007944534973754414,0.0,0.4934042553191489,0.4854597203453945,7.0,30.0,0.007944534973754414,0.0,1,exit,12,48,full_train,0.5
ADX_72_scaled,8.0,0.0052504659511423135,0.0,0.5186170212765957,0.5133665553254534,10.0,0.0072154699188750615,0.0,0.4926595744680851,0.48544410454921005,8.0,9.0,0.0072154699188750615,0.0,2,entry,13,48,full_train,0.5
dist_to_high_168_sqrt_z,14.0,0.0034387225665687415,0.0,0.5168085106382978,0.5133697880717291,9.0,0.00750172417868239,0.0,0.4929432624113475,0.4854415382326651,9.0,11.5,0.00750172417868239,0.0,2,exit,14,48,full_train,0.5
MOM_pct_72_z,10.0,0.004468768707385329,0.0,0.517836879432624,0.5133681107252387,12.0,0.006222536620374808,0.0,0.49166666666666664,0.48544413004629183,10.0,11.0,0.006222536620374808,0.0,2,entry,15,48,full_train,0.5
ema_spread_50_100_z,31.0,0.0015962699045766193,0.0,0.5149645390070923,0.5133682691025157,11.0,0.0066705797839184955,0.0,0.4920921985815602,0.48542161879764173,11.0,21.0,0.0066705797839184955,0.0,1,exit,16,48,full_train,0.5
log_ret_72_z,11.0,0.004217645798446967,0.0,0.5175886524822695,0.5133710066838225,16.0,0.005138351681694742,0.0,0.49056737588652477,0.48542902420483003,11.0,13.5,0.005138351681694742,0.0,1,entry,17,48,full_train,0.5
ADX_14_scaled,12.0,0.003972534988970655,0.0,0.517340425531915,0.5133678905429443,35.0,0.0017330178670673102,0.0,0.4871631205673758,0.4854301027003085,12.0,23.5,0.003972534988970655,0.0,1,entry,18,48,full_train,0.5
volatility_24_sqrt_z,18.0,0.0025533538549781243,0.0,0.5159219858156029,0.5133686319606248,13.0,0.00604999861317751,0.0,0.49148936170212765,0.48543936308895014,13.0,15.5,0.00604999861317751,0.0,1,exit,19,48,full_train,0.5
range_sqrt_z,13.0,0.003723164630877851,0.0,0.5170921985815603,0.5133690339506825,23.0,0.003550999994242021,0.0,0.48900709219858157,0.48545609220433955,13.0,18.0,0.003723164630877851,0.0,1,entry,20,48,full_train,0.5
vol_ratio_72_log1p_z,47.0,-8.31732108297345e-07,0.51,0.5133687943262412,0.5133696260583495,14.0,0.0060420954352140566,0.0,0.4914893617021277,0.48544726626691365,14.0,30.5,0.0060420954352140566,0.0,1,exit,21,48,full_train,0.5
ema_spread_21_50_z,24.0,0.0021273809096712393,0.0,0.5154964539007092,0.513369072991038,15.0,0.005674882859769359,0.0,0.49109929078014175,0.4854244079203724,15.0,19.5,0.005674882859769359,0.0,0,exit,22,48,full_train,0.5
ret_accel_6_24_z,15.0,0.0034358734641845023,0.0,0.5168085106382978,0.5133726371741133,26.0,0.002870864000853013,0.0,0.48829787234042554,0.48542700833957253,15.0,20.5,0.0034358734641845023,0.0,0,entry,23,48,full_train,0.5
dist_ema_100_z,16.0,0.002803611968051234,0.0,0.5161702127659575,0.5133666007979063,32.0,0.0021105278349911605,0.0,0.4875531914893617,0.48544266365437055,16.0,24.0,0.002803611968051234,0.0,0,entry,24,48,full_train,0.5
dist_to_high_72_sqrt_z,17.0,0.002659385510920931,0.0,0.5160283687943263,0.5133689832834054,25.0,0.0033520357569111203,0.0,0.48879432624113484,0.4854422904842237,17.0,21.0,0.0033520357569111203,0.0,0,entry,25,48,full_train,0.5
vol_ratio_24_log1p_z,39.0,0.0002490028756726437,0.0,0.5136170212765958,0.5133680184009232,18.0,0.004765709607675472,0.0,0.49021276595744673,0.48544705634977126,18.0,28.5,0.004765709607675472,0.0,0,exit,26,48,full_train,0.5
price_pos_in_range_168_norm,21.0,0.002270518371897623,0.0,0.5156382978723404,0.5133677795004428,19.0,0.004188734854334852,0.0,0.48964539007092195,0.4854566552165871,19.0,20.0,0.004188734854334852,0.0,0,exit,27,48,full_train,0.5
body_sqrt_z,19.0,0.002451266965720289,0.0,0.5158156028368794,0.5133643358711591,40.0,0.0013111262131648704,0.0,0.4867375886524823,0.4854264624393174,19.0,29.5,0.002451266965720289,0.0,0,entry,28,48,full_train,0.5
vol_ratio_168_log1p_z,54.0,-7.443628799785884e-06,0.58,0.5133687943262412,0.513376237955041,20.0,0.003872063629117073,0.0,0.4893262411347518,0.48545417750563474,20.0,37.0,0.003872063629117073,0.0,0,exit,29,48,full_train,0.5
bb_pos_20_norm,20.0,0.002382562245416442,0.0,0.5157446808510637,0.5133621186056473,30.0,0.0024794686432489943,0.0,0.4879078014184397,0.4854283327751907,20.0,25.0,0.0024794686432489943,0.0,0,entry,30,48,full_train,0.5
vol_expansion_72_log1p_z,23.0,0.002128430498807732,0.0,0.5154964539007093,0.5133680234019016,21.0,0.0037426624651419327,0.0,0.4891843971631206,0.4854417346979787,21.0,22.0,0.0037426624651419327,0.0,0,exit,31,48,full_train,0.5
ema_slope_200_z,36.0,0.000740349164297327,0.0,0.514113475177305,0.5133731260130077,22.0,0.003668653626503815,0.0,0.48911347517730497,0.48544482155080115,22.0,29.0,0.003668653626503815,0.0,0,exit,32,48,full_train,0.5
vol_expansion_168_log1p_z,22.0,0.002164382189269287,0.0,0.515531914893617,0.5133675327043478,24.0,0.0034076591223644037,0.0,0.48886524822695043,0.48545758910458603,22.0,23.0,0.0034076591223644037,0.0,0,entry,33,48,full_train,0.5
log_ret_24_z,25.0,0.0021267965788404064,0.0,0.5154964539007092,0.5133696573218688,34.0,0.0017929618014592696,0.0,0.48723404255319164,0.48544108075173237,25.0,29.5,0.0021267965788404064,0.0,0,entry,34,48,full_train,0.5
volatility_72_sqrt_z,26.0,0.002058066716393969,0.0,0.5154255319148936,0.5133674651984996,27.0,0.0026833894114434154,0.0,0.48812056737588655,0.48543717796444313,26.0,26.5,0.0026833894114434154,0.0,0,entry,35,48,full_train,0.5
price_pos_in_range_24_norm,28.0,0.001923427184440385,0.0,0.5152836879432624,0.513360260758822,50.0,0.00044664201401894976,0.0,0.4858865248226951,0.48543988280867617,28.0,39.0,0.001923427184440385,0.0,0,entry,36,48,full_train,0.5
MOM_pct_30_z,43.0,4.9272709566894335e-06,0.52,0.5133687943262412,0.5133638670552845,29.0,0.0025473070690402166,0.0,0.4879787234042553,0.4854314163352151,29.0,36.0,0.0025473070690402166,0.0,0,exit,37,48,full_train,0.5
MACD_hist_pct_z,29.0,0.0018472466669438026,0.0,0.5152127659574468,0.513365519290503,45.0,0.0008348167927854089,0.0,0.4862765957446809,0.4854417789518955,29.0,37.0,0.0018472466669438026,0.0,0,entry,38,48,full_train,0.5
MOM_pct_14_z,32.0,0.001347941329255531,0.0,0.5147163120567376,0.5133683707274821,54.0,-2.7828542100538645e-05,0.55,0.48542553191489346,0.485453360456994,32.0,43.0,0.001347941329255531,0.0,0,entry,39,48,full_train,0.5
dist_to_low_24_sqrt_z,33.0,0.0010259680223024814,0.0,0.5143971631205674,0.5133711950982649,33.0,0.002080358423954043,0.0,0.4875177304964539,0.4854373720724999,33.0,33.0,0.002080358423954043,0.0,0,both_tie,40,48,full_train,0.5
dist_ema_200_z,35.0,0.0009539928908078865,0.0,0.5143262411347518,0.5133722482439439,41.0,0.001197073008991023,0.01,0.48666666666666664,0.4854695936576756,35.0,38.0,0.001197073008991023,0.0,0,entry,41,48,full_train,0.5
log_ret_6_z,52.0,-3.935351051698177e-06,0.52,0.5133687943262412,0.5133727296772929,36.0,0.001616028598736996,0.0,0.4870567375886525,0.4854407089899155,36.0,44.0,0.001616028598736996,0.0,0,exit,42,48,full_train,0.5
ema_spread_9_21_z,37.0,0.0005318672144143388,0.0,0.5139007092198581,0.5133688420054437,37.0,0.001588391611964668,0.0,0.4870212765957448,0.4854328849837801,37.0,37.0,0.001588391611964668,0.0,0,both_tie,43,48,full_train,0.5
dist_ema_9_z,44.0,3.962906035992475e-06,0.46,0.5133687943262412,0.5133648314202052,38.0,0.0013836466664529645,0.0,0.4868439716312057,0.4854603249647527,38.0,41.0,0.0013836466664529645,0.0,0,exit,44,48,full_train,0.5
ema_slope_9_z,38.0,0.00035512085615718725,0.0,0.5137234042553193,0.5133682833991621,43.0,0.0011502395285074019,0.0,0.48659574468085104,0.48544550515234364,38.0,40.5,0.0011502395285074019,0.0,0,entry,45,48,full_train,0.5
ema_slope_50_z,40.0,0.00010471411704859879,0.03,0.5134751773049645,0.5133704631879159,39.0,0.0013639635407752815,0.0,0.48680851063829794,0.48544454709752266,39.0,39.5,0.0013639635407752815,0.0,0,exit,46,48,full_train,0.5
vol_expansion_24_log1p_z,41.0,6.269351777987708e-05,0.08,0.5134397163120568,0.5133770227942769,48.0,0.0005182017134046646,0.01,0.4859574468085107,0.48543924509510605,41.0,44.5,0.0005182017134046646,0.01,0,entry,47,48,full_train,0.5
dist_to_low_168_sqrt_z,45.0,2.7765438873617043e-06,0.5,0.5133687943262412,0.5133660177823538,42.0,0.0011939036244544843,0.0,0.48663120567375884,0.48543730204930435,42.0,43.5,0.0011939036244544843,0.0,0,exit,48,48,full_train,0.5
dist_ema_21_z,42.0,1.1215566906974672e-05,0.37,0.513368794326241,0.5133575787593341,51.0,0.00041987393128861683,0.05,0.485886524822695,0.4854666508914064,42.0,46.5,0.00041987393128861683,0.05,0,entry,49,48,full_train,0.5
dist_to_low_72_sqrt_z,46.0,4.540767850613747e-08,0.48,0.513368794326241,0.5133687489185625,44.0,0.0009306257160788256,0.0,0.4863829787234043,0.4854523530073255,44.0,45.0,0.0009306257160788256,0.0,0,exit,50,48,full_train,0.5
ema_slope_100_z,51.0,-3.4321016806337923e-06,0.49,0.513368794326241,0.5133722264279217,47.0,0.0006628888458645732,0.0,0.48609929078014186,0.4854364019342773,47.0,49.0,0.0006628888458645732,0.0,0,exit,51,48,full_train,0.5
dist_to_high_24_sqrt_z,48.0,-1.2671359403970683e-06,0.48,0.5133687943262412,0.5133700614621816,53.0,-1.3914112542368073e-05,0.51,0.4854255319148937,0.48543944602743605,48.0,50.5,-1.2671359403970683e-06,0.48,0,entry,52,48,full_train,0.5
log_ret_168_z,49.0,-1.3681998616288382e-06,0.58,0.5133687943262412,0.5133701625261028,49.0,0.00048794813000097026,0.01,0.48592198581560286,0.4854340376856019,49.0,49.0,0.00048794813000097026,0.01,0,both_tie,53,48,full_train,0.5
ema_slope_21_z,50.0,-1.897146584051157e-06,0.46,0.5133687943262412,0.5133706914728252,52.0,0.000409134090885388,0.01,0.4858510638297872,0.4854419297389018,50.0,51.0,0.000409134090885388,0.01,0,entry,54,48,full_train,0.5
ADX_72_scaled,2.0,0.005647007208636978,0.0,0.5576307363927426,0.5519837291841057,1.0,0.023797864841631156,0.0,0.5273212379935965,0.5035233731519654,1.0,1.5,0.023797864841631156,0.0,2,exit,1,48,early_train,0.5
ema_slope_200_z,1.0,0.007022889251832476,0.0,0.5590181430096052,0.5519952537577727,4.0,0.02035203213832193,0.0,0.5237993596584845,0.5034473275201625,1.0,2.5,0.02035203213832193,0.0,2,entry,2,48,early_train,0.5
ret_accel_72_168_z,5.0,0.0025548804039193795,0.0,0.5545357524012806,0.5519808719973612,2.0,0.020580591875811405,0.0,0.524119530416222,0.5035389385404105,2.0,3.5,0.020580591875811405,0.0,2,exit,3,48,early_train,0.5
ema_spread_100_200_z,14.0,0.0006539868756646472,0.01,0.5526147278548559,0.5519607409791912,3.0,0.02041854510089347,0.0,0.5240128068303094,0.5035942617294159,3.0,8.5,0.02041854510089347,0.0,2,exit,4,48,early_train,0.5
RSI_72_bounded,3.0,0.0029903274287121917,0.0,0.5549626467449307,0.5519723193162185,18.0,0.009627058580802594,0.0,0.5131270010672357,0.5034999424864331,3.0,10.5,0.009627058580802594,0.0,1,entry,5,48,early_train,0.5
ema_spread_21_50_z,4.0,0.0027876603798736577,0.0,0.5547491995731056,0.551961539193232,10.0,0.013387669212129527,0.0,0.5168623265741727,0.5034746573620432,4.0,7.0,0.013387669212129527,0.0,2,entry,6,48,early_train,0.5
ema_spread_50_100_z,11.0,0.0014744532581777436,0.0,0.5534685165421557,0.5519940632839779,5.0,0.01932446976298563,0.0,0.5228388473852721,0.5035143776222865,5.0,8.0,0.01932446976298563,0.0,2,exit,7,48,early_train,0.5
RSI_30_bounded,6.0,0.0022530023342091088,0.0,0.5542155816435432,0.5519625793093341,11.0,0.013377281667068863,0.0,0.5168623265741729,0.503485044907104,6.0,8.5,0.013377281667068863,0.0,2,entry,8,48,early_train,0.5
dist_to_high_168_sqrt_z,33.0,-8.951989718397613e-07,0.52,0.5519743863393809,0.5519752815383527,6.0,0.016795490729291762,0.0,0.5202774813233725,0.5034819905940807,6.0,19.5,0.016795490729291762,0.0,1,exit,9,48,early_train,0.5
ADX_30_scaled,7.0,0.002203253259783877,0.0,0.5542155816435432,0.5520123283837594,9.0,0.014192756152731634,0.0,0.5177161152614728,0.5035233591087411,7.0,8.0,0.014192756152731634,0.0,2,entry,10,48,early_train,0.5
ema_spread_9_21_z,42.0,-5.564208402253357e-06,0.55,0.551974386339381,0.5519799505477833,7.0,0.016593445721400868,0.0,0.5200640341515474,0.5034705884301466,7.0,24.5,0.016593445721400868,0.0,1,exit,11,48,early_train,0.5
price_pos_in_range_72_norm,16.0,0.00044236997419744295,0.0,0.552401280683031,0.5519589107088335,8.0,0.0159993775789411,0.0,0.5196371398078974,0.5036377622289563,8.0,12.0,0.0159993775789411,0.0,1,exit,12,48,early_train,0.5
bb_width_20_sqrt_z,8.0,0.0018339395061829356,0.0,0.5537886872998933,0.5519547477937103,22.0,0.008964168203131395,0.0,0.5124866595517609,0.5035224913486295,8.0,15.0,0.008964168203131395,0.0,1,entry,13,48,early_train,0.5
volatility_168_sqrt_z,9.0,0.0018250301349952425,0.0,0.5537886872998933,0.551963657164898,24.0,0.008470756242803912,0.0,0.5120597652081109,0.503589008965307,9.0,16.5,0.008470756242803912,0.0,1,entry,14,48,early_train,0.5
log_ret_168_z,10.0,0.0015773759135409016,0.0,0.5535752401280681,0.5519978642145272,29.0,0.0069297367685270395,0.0,0.5105656350053361,0.5036358982368091,10.0,19.5,0.0069297367685270395,0.0,1,entry,15,48,early_train,0.5
volatility_72_sqrt_z,12.0,0.0012750032304348347,0.0,0.5532550693703309,0.551980066139896,12.0,0.011061109376195533,0.0,0.5145144076840981,0.5034532983079025,12.0,12.0,0.011061109376195533,0.0,2,both_tie,16,48,early_train,0.5
MOM_pct_14_z,36.0,-3.5287474289269483e-06,0.51,0.5519743863393809,0.5519779150868098,13.0,0.010537717063574092,0.0,0.5139807897545358,0.5034430726909617,13.0,24.5,0.010537717063574092,0.0,1,exit,17,48,early_train,0.5
ema_slope_100_z,13.0,0.0007522520265782484,0.0,0.5527214514407683,0.5519691994141901,16.0,0.010006911903852167,0.0,0.5134471718249733,0.5034402599211212,13.0,14.5,0.010006911903852167,0.0,1,entry,18,48,early_train,0.5
ema_slope_21_z,28.0,5.138896414180749e-06,0.48,0.551974386339381,0.5519692474429668,14.0,0.01039846697212432,0.0,0.5138740661686232,0.5034755991964989,14.0,21.0,0.01039846697212432,0.0,1,exit,19,48,early_train,0.5
MACD_hist_pct_z,20.0,2.2865626601142885e-05,0.43,0.5519743863393809,0.5519515207127798,15.0,0.010397858758413814,0.0,0.5138740661686232,0.5034762074102094,15.0,17.5,0.010397858758413814,0.0,0,exit,20,48,early_train,0.5
dist_to_low_24_sqrt_z,15.0,0.0005193797626003027,0.0,0.5525080042689434,0.5519886245063431,20.0,0.009325236301224504,0.0,0.5128068303094984,0.5034815940082739,15.0,17.5,0.009325236301224504,0.0,0,entry,21,48,early_train,0.5
dist_ema_200_z,54.0,-2.388080384918556e-05,0.57,0.551974386339381,0.5519982671432302,17.0,0.009974719583629499,0.0,0.5135538954108858,0.5035791758272563,17.0,35.5,0.009974719583629499,0.0,0,exit,22,48,early_train,0.5
dist_ema_100_z,17.0,0.00022478384216484404,0.07,0.552187833511206,0.5519630496690412,37.0,0.004559349333544072,0.0,0.5080042689434364,0.5034449196098923,17.0,27.0,0.004559349333544072,0.0,0,entry,23,48,early_train,0.5
vol_expansion_72_log1p_z,18.0,2.4387221297605954e-05,0.46,0.551974386339381,0.5519499991180834,45.0,0.0016358898893241713,0.03,0.5051227321237993,0.5034868422344752,18.0,31.5,0.0016358898893241713,0.03,0,entry,24,48,early_train,0.5
NATR_14_z,22.0,1.2546800417512216e-05,0.44,0.551974386339381,0.5519618395389635,19.0,0.009342594336266163,0.0,0.5129135538954109,0.5035709595591448,19.0,20.5,0.009342594336266163,0.0,0,exit,25,48,early_train,0.5
dist_ema_21_z,19.0,2.3264475615070168e-05,0.43,0.551974386339381,0.5519511218637659,49.0,0.0012300086333033589,0.06,0.5048025613660619,0.5035725527327586,19.0,34.0,0.0012300086333033589,0.06,0,entry,26,48,early_train,0.5
RSI_14_bounded,52.0,-1.6801847784408963e-05,0.55,0.5519743863393809,0.5519911881871653,21.0,0.009285858319670437,0.0,0.5128068303094984,0.5035209719898279,21.0,36.5,0.009285858319670437,0.0,0,exit,27,48,early_train,0.5
ret_accel_6_24_z,21.0,1.7420204017404295e-05,0.48,0.551974386339381,0.5519569661353636,35.0,0.0050827322964258626,0.0,0.5086446104589114,0.5035618781624855,21.0,28.0,0.0050827322964258626,0.0,0,entry,28,48,early_train,0.5
volatility_24_sqrt_z,48.0,-1.4365621427647746e-05,0.53,0.5519743863393809,0.5519887519608085,23.0,0.008563118055676888,0.0,0.5120597652081109,0.503496647152434,23.0,35.5,0.008563118055676888,0.0,0,exit,29,48,early_train,0.5
price_pos_in_range_24_norm,23.0,1.101966957783862e-05,0.52,0.551974386339381,0.5519633666698032,40.0,0.003021644184304728,0.0,0.5065101387406616,0.5034884945563569,23.0,31.5,0.003021644184304728,0.0,0,entry,30,48,early_train,0.5
vol_ratio_72_log1p_z,24.0,8.980340280295707e-06,0.48,0.551974386339381,0.5519654059991007,39.0,0.0032424570107115747,0.0,0.5067235859124866,0.503481128901775,24.0,31.5,0.0032424570107115747,0.0,0,entry,31,48,early_train,0.5
log_ret_24_z,30.0,1.5759541960314039e-06,0.53,0.5519743863393809,0.5519728103851849,25.0,0.007301100433712571,0.0,0.5107790821771612,0.5034779817434486,25.0,27.5,0.007301100433712571,0.0,0,exit,32,48,early_train,0.5
MOM_pct_30_z,25.0,7.370845147680605e-06,0.39,0.551974386339381,0.5519670154942333,34.0,0.005133581060550729,0.0,0.5086446104589115,0.5035110293983608,25.0,29.5,0.005133581060550729,0.0,0,entry,33,48,early_train,0.5
ret_accel_24_72_z,43.0,-5.586959249459511e-06,0.48,0.551974386339381,0.5519799732986305,26.0,0.0072490930285897814,0.0,0.5106723585912486,0.5034232655626588,26.0,34.5,0.0072490930285897814,0.0,0,exit,34,48,early_train,0.5
vol_ratio_168_log1p_z,26.0,6.757027606107968e-06,0.47,0.5519743863393811,0.551967629311775,30.0,0.0064119818165013776,0.0,0.5099252934898614,0.50351331167336,26.0,28.0,0.0064119818165013776,0.0,0,entry,35,48,early_train,0.5
log_ret_72_z,29.0,5.000974667379587e-06,0.49,0.551974386339381,0.5519693853647136,27.0,0.007222155232321281,0.0,0.5106723585912487,0.5034502033589274,27.0,28.0,0.007222155232321281,0.0,0,exit,36,48,early_train,0.5
bb_pos_20_norm,27.0,5.461190420885664e-06,0.49,0.551974386339381,0.5519689251489601,46.0,0.0013638400040725251,0.03,0.5049092849519743,0.5035454449479018,27.0,36.5,0.0013638400040725251,0.03,0,entry,37,48,early_train,0.5
MOM_pct_72_z,39.0,-5.016428436088738e-06,0.49,0.5519743863393809,0.551979402767817,28.0,0.007088406460298402,0.0,0.510565635005336,0.5034772285450376,28.0,33.5,0.007088406460298402,0.0,0,exit,38,48,early_train,0.5
ADX_14_scaled,44.0,-6.484067787138059e-06,0.54,0.551974386339381,0.5519808704071681,31.0,0.00634774475861688,0.0,0.5098185699039487,0.5034708251453318,31.0,37.5,0.00634774475861688,0.0,0,exit,39,48,early_train,0.5
vol_ratio_24_log1p_z,31.0,4.110800913004198e-07,0.52,0.5519743863393809,0.5519739752592896,38.0,0.004469667748248862,0.0,0.5080042689434364,0.5035346011951876,31.0,34.5,0.004469667748248862,0.0,0,entry,40,48,early_train,0.5
ema_slope_50_z,49.0,-1.5090009682916516e-05,0.52,0.551974386339381,0.5519894763490639,32.0,0.0062056214612240534,0.0,0.5097118463180362,0.5035062248568122,32.0,40.5,0.0062056214612240534,0.0,0,exit,41,48,early_train,0.5
log_ret_6_z,32.0,1.4558070271508683e-07,0.48,0.5519743863393809,0.5519742407586782,50.0,0.0012166963858525337,0.03,0.5048025613660619,0.5035858649802094,32.0,41.0,0.0012166963858525337,0.03,0,entry,42,48,early_train,0.5
price_pos_in_range_168_norm,46.0,-1.0017025374176036e-05,0.55,0.551974386339381,0.5519844033647552,33.0,0.005410505834141155,0.0,0.5090715048025614,0.5036609989684202,33.0,39.5,0.005410505834141155,0.0,0,exit,43,48,early_train,0.5
dist_ema_9_z,34.0,-2.0162868495932074e-06,0.52,0.5519743863393809,0.5519764026262305,48.0,0.001236297454684121,0.01,0.5046958377801494,0.5034595403254652,34.0,41.0,0.001236297454684121,0.01,0,entry,44,48,early_train,0.5
dist_ema_50_z,35.0,-2.8736949999608186e-06,0.49,0.551974386339381,0.551977260034381,41.0,0.0027404351343572886,0.0,0.5061899679829243,0.503449532848567,35.0,38.0,0.0027404351343572886,0.0,0,entry,45,48,early_train,0.5
dist_to_high_24_sqrt_z,38.0,-3.8994808242431844e-06,0.52,0.5519743863393809,0.5519782858202051,36.0,0.004732963312337857,0.0,0.5082177161152615,0.5034847528029236,36.0,37.0,0.004732963312337857,0.0,0,exit,46,48,early_train,0.5
vol_expansion_24_log1p_z,37.0,-3.533163074220802e-06,0.53,0.5519743863393809,0.5519779195024551,43.0,0.0025995045435238673,0.01,0.5061899679829241,0.5035904634394003,37.0,40.0,0.0025995045435238673,0.01,0,entry,47,48,early_train,0.5
dist_to_low_168_sqrt_z,40.0,-5.238014878616859e-06,0.45,0.551974386339381,0.5519796243542596,44.0,0.002334593357316006,0.02,0.5058697972251867,0.5035352038678707,40.0,42.0,0.002334593357316006,0.02,0,entry,48,48,early_train,0.5
body_sqrt_z,41.0,-5.54259923091216e-06,0.47,0.5519743863393809,0.5519799289386118,47.0,0.001304948864345623,0.01,0.5048025613660618,0.5034976125017162,41.0,44.0,0.001304948864345623,0.01,0,entry,49,48,early_train,0.5
range_sqrt_z,53.0,-2.0367514257602082e-05,0.58,0.5519743863393809,0.5519947538536385,42.0,0.002617004041101545,0.01,0.5060832443970117,0.5034662403559101,42.0,47.5,0.002617004041101545,0.01,0,exit,50,48,early_train,0.5
ema_slope_9_z,45.0,-6.498462160053897e-06,0.51,0.5519743863393809,0.551980884801541,52.0,0.0007497796105143673,0.08,0.5042689434364993,0.5035191638259849,45.0,48.5,0.0007497796105143673,0.08,0,entry,51,48,early_train,0.5
dist_to_high_72_sqrt_z,47.0,-1.065164074554037e-05,0.47,0.551974386339381,0.5519850379801265,54.0,-0.0001373253620020609,0.55,0.5033084311632872,0.5034457565252892,47.0,50.5,-1.065164074554037e-05,0.47,0,entry,52,48,early_train,0.5
vol_expansion_168_log1p_z,50.0,-1.5678352190851008e-05,0.51,0.5519743863393809,0.5519900646915717,51.0,0.001008698832704047,0.06,0.5045891141942369,0.5035804153615329,50.0,50.5,0.001008698832704047,0.06,0,entry,53,48,early_train,0.5
dist_to_low_72_sqrt_z,51.0,-1.6460149585895145e-05,0.56,0.5519743863393809,0.5519908464889668,53.0,0.0007125892485025931,0.11,0.5042689434364994,0.5035563541879968,51.0,52.0,0.0007125892485025931,0.11,0,entry,54,48,early_train,0.5
price_pos_in_range_168_norm,10.0,0.011002321578084784,0.0,0.5283502402562733,0.5173479186781885,1.0,0.02593181254305249,0.0,0.5072076882007475,0.481275875657695,1.0,5.5,0.02593181254305249,0.0,2,exit,1,48,mid_train,0.5
RSI_72_bounded,1.0,0.01794415086233414,0.0,0.5352909770421783,0.5173468261798442,4.0,0.017892416982211057,0.0,0.4991991457554725,0.4813067287732614,1.0,2.5,0.01794415086233414,0.0,2,entry,2,48,mid_train,0.5
ADX_30_scaled,2.0,0.017693416365659798,0.0,0.5350774159103043,0.5173839995446445,7.0,0.01670462888550106,0.0,0.49802455953016556,0.4813199306446645,2.0,4.5,0.017693416365659798,0.0,2,entry,3,48,mid_train,0.5
log_ret_168_z,23.0,0.006089082055279582,0.0,0.5234383342231713,0.5173492521678917,2.0,0.020202226855457306,0.0,0.5014415376401494,0.4812393107846921,2.0,12.5,0.020202226855457306,0.0,1,exit,4,48,mid_train,0.5
bb_width_20_sqrt_z,21.0,0.006485069565594137,0.0,0.5238654564869194,0.5173803869213253,3.0,0.018614339278651637,0.0,0.49994660971703153,0.4813322704383799,3.0,12.0,0.018614339278651637,0.0,1,exit,5,48,mid_train,0.5
dist_ema_50_z,3.0,0.01760925393938184,0.0,0.5349706353443673,0.5173613814049854,33.0,0.007418543132829802,0.0,0.4887346502936466,0.4813161071608168,3.0,18.0,0.01760925393938184,0.0,1,entry,6,48,mid_train,0.5
