set_name,n_features_full,family,strategy,method_group,z_window,alpha_out,feature_list
z24_a0p5_corr_pruned_top10,10,corr_pruned,corr_pruned,corr,24,0.5,ret_accel_6_24_z|volatility_72_sqrt_z|vol_ratio_168_log1p_z|range_sqrt_z|MOM_pct_72_z|ret_accel_24_72_z|MOM_pct_30_z|ADX_14_scaled|NATR_14_z|volatility_168_sqrt_z
z24_a0p5_hybrid_corr5_stablehie5_top10,10,hybrid_corr_stable_hie,hybrid_corr_stable_hie,hybrid,24,0.5,ret_accel_6_24_z|volatility_72_sqrt_z|vol_ratio_168_log1p_z|range_sqrt_z|MOM_pct_72_z|ADX_30_scaled|dist_to_high_24_sqrt_z|price_pos_in_range_72_norm|ema_spread_100_200_z|RSI_72_bounded
z48_a0p5_corr_pruned_top10,10,corr_pruned,corr_pruned,corr,48,0.5,range_sqrt_z|vol_ratio_72_log1p_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_14_z|NATR_14_z|ema_spread_9_21_z|body_sqrt_z|ret_accel_24_72_z|ADX_14_scaled
z48_a0p5_hybrid_corr5_stablehie5_top10,10,hybrid_corr_stable_hie,hybrid_corr_stable_hie,hybrid,48,0.5,range_sqrt_z|vol_ratio_72_log1p_z|MACD_hist_pct_z|dist_to_low_24_sqrt_z|MOM_pct_14_z|ADX_30_scaled|bb_width_20_sqrt_z|RSI_72_bounded|ret_accel_72_168_z|ema_spread_50_100_z
z72_a0p5_corr_pruned_top10,10,corr_pruned,corr_pruned,corr,72,0.5,range_sqrt_z|vol_ratio_72_log1p_z|dist_to_high_168_sqrt_z|body_sqrt_z|bb_width_20_sqrt_z|NATR_14_z|ADX_14_scaled|MOM_pct_14_z|MACD_hist_pct_z|volatility_24_sqrt_z
z72_a0p5_hybrid_corr5_stablehie5_top10,10,hybrid_corr_stable_hie,hybrid_corr_stable_hie,hybrid,72,0.5,range_sqrt_z|vol_ratio_72_log1p_z|dist_to_high_168_sqrt_z|body_sqrt_z|bb_width_20_sqrt_z|ema_spread_100_200_z|ret_accel_72_168_z|volatility_168_sqrt_z|log_ret_72_z|ema_slope_100_z
z96_a0p5_corr_pruned_top10,10,corr_pruned,corr_pruned,corr,96,0.5,range_sqrt_z|vol_ratio_24_log1p_z|vol_expansion_24_log1p_z|body_sqrt_z|vol_ratio_168_log1p_z|NATR_14_z|dist_to_high_168_sqrt_z|log_ret_6_z|log_ret_168_z|ADX_14_scaled
z96_a0p5_hybrid_corr5_stablehie5_top10,10,hybrid_corr_stable_hie,hybrid_corr_stable_hie,hybrid,96,0.5,range_sqrt_z|vol_ratio_24_log1p_z|vol_expansion_24_log1p_z|body_sqrt_z|vol_ratio_168_log1p_z|MOM_pct_72_z|volatility_168_sqrt_z|ret_accel_24_72_z|ret_accel_72_168_z|ema_spread_100_200_z
